,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Restricted Cash And Investments,Restricted Investments,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Federal Funds Sold,Security Borrowed,Customer Acceptances,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Net PPE,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Payables And Accrued Expenses,Payables,Accounts Payable,Other Payable,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Advance From Federal Home Loan Banks,Preferred Securities Outside Stock Equity,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
88,3/31/2001,"713,624,000","101,497,000","30,350,000",-,"22,371,000","7,979,000",-,-,"71,147,000","71,147,000",-,-,-,"335,049,000","217,177,000","117,872,000",-,-,-,-,"213,116,000","216,788,000",-,-,-,-,"216,788,000","3,672,000",-,"15,352,000","15,352,000","15,352,000",-,"7,085,000","15,351,000",-,-,"26,174,000","669,708,000","272,572,000","212,886,000","212,886,000","59,686,000","145,703,000","33,575,000","33,575,000",-,-,"44,997,000","44,997,000",-,"44,997,000",-,-,"47,048,000","47,048,000",-,-,"125,813,000","43,916,000","43,366,000","3,346,000","1,362,000","1,984,000","28,592,000","11,663,000","21,000","-214,000",-,-,-,"550,000","90,414,000","1,362,000","42,004,000","28,015,000","134,049,000","26,653,000","92,045,000","61,695,000","1,984,236","1,984,236",-,-
89,12/31/2000,"715,348,000","101,779,000","32,305,000",-,"23,972,000","8,333,000",-,-,"69,474,000","69,474,000",-,-,-,"333,116,000","215,622,000","117,494,000",-,-,-,-,"212,385,000","217,621,000",-,-,-,-,"217,621,000","3,665,000","-1,571,000","20,618,000","20,618,000","20,618,000",-,"7,087,000","15,833,000",-,-,"24,530,000","672,460,000","279,365,000","216,652,000","216,652,000","62,713,000","131,738,000","40,754,000","40,754,000",-,-,"44,691,000","44,691,000",-,"44,691,000",-,-,"47,238,000","47,238,000",-,-,"128,674,000","42,888,000","42,338,000","3,460,000","1,520,000","1,940,000","28,096,000","11,598,000","575,000","-241,000",-,-,-,"550,000","89,576,000","1,520,000","40,818,000","26,505,000","132,747,000","24,985,000","91,929,000","59,624,000","1,928,490","1,928,490",-,-
90,9/30/2000,"425,816,000","50,091,000","22,916,000",-,"19,403,000","3,513,000",-,-,"27,175,000","27,175,000",-,-,"491,000","133,824,000","67,592,000","66,232,000",-,-,-,-,"187,767,000","191,258,000",-,-,-,-,"191,258,000","3,491,000",-,"2,806,000","2,806,000","2,806,000",-,"4,777,000",-,-,-,"46,060,000","395,826,000","229,601,000","176,480,000","176,480,000","53,121,000","61,943,000","21,567,000","21,567,000",-,-,"14,590,000","14,590,000",-,"14,590,000",-,-,"26,946,000","26,946,000",-,-,"41,179,000","29,990,000","29,440,000","2,151,000","828,000","1,323,000","19,626,000","9,300,000","632,000","-1,005,000",-,-,-,"550,000","56,386,000","828,000","28,612,000","29,440,000","70,148,000","28,612,000","41,536,000","18,620,000","1,309,983","1,309,983",-,-
91,6/30/2000,"396,045,000","49,740,000","22,007,000",-,"18,361,000","3,646,000",-,-,"27,733,000","27,733,000",-,-,"685,000","125,197,000","60,067,000","65,130,000",-,-,-,-,"176,713,000","180,172,000",-,-,-,-,"180,172,000","3,459,000",-,"2,399,000","2,399,000","2,399,000",-,"4,546,000",-,-,-,"36,765,000","370,611,000","224,405,000","169,139,000","169,139,000","55,266,000","57,637,000","16,500,000","16,500,000",-,-,"10,617,000","10,617,000",-,"10,617,000",-,-,"24,054,000","24,054,000",-,-,"37,398,000","25,434,000","24,884,000","2,151,000","828,000","1,323,000","19,170,000","9,065,000","4,182,000","-1,320,000",-,-,-,"550,000","48,938,000","828,000","24,056,000","24,884,000","58,727,000","24,056,000","34,671,000","12,664,000","1,238,225","1,238,225",-,-
92,3/31/2000,"391,484,000","47,719,000","19,250,000",-,"16,258,000","2,992,000",-,-,"28,469,000","28,469,000",-,-,"642,000","126,891,000","63,416,000","63,475,000",-,-,-,-,"172,000,000","175,457,000",-,-,-,-,"175,457,000","3,457,000",-,"2,369,000","2,369,000","2,369,000",-,"4,455,000",-,-,-,"37,408,000","366,961,000","211,661,000","157,727,000","157,727,000","53,934,000","64,879,000","17,318,000","17,318,000",-,-,"12,428,000","12,428,000",-,"12,428,000",-,-,"23,178,000","23,178,000",-,-,"37,497,000","24,523,000","23,973,000","1,810,000","928,000","882,000","18,494,000","9,323,000","4,285,000","-1,369,000",-,-,-,"550,000","47,151,000","928,000","23,045,000","23,973,000","58,651,000","23,045,000","35,606,000","16,356,000","1,236,250","1,236,250",-,-
93,12/31/1999,"406,105,000","68,128,000","44,305,000",-,"16,229,000","28,076,000",-,-,"23,823,000","23,823,000",-,-,"622,000","124,782,000","63,269,000","61,513,000",-,-,-,-,"172,702,000","177,677,000",-,-,-,-,"177,677,000","3,457,000","-1,518,000","2,505,000","2,505,000","2,505,000",-,"4,439,000",-,-,-,"32,927,000","381,938,000","241,745,000","186,216,000","186,216,000","55,529,000","50,148,000","17,056,000","17,056,000",-,-,"13,654,000","13,654,000",-,"13,654,000",-,-,"20,140,000","20,140,000",-,-,"39,195,000","24,167,000","23,617,000","1,810,000","928,000","882,000","17,547,000","9,714,000","4,000,000","-1,454,000",-,-,-,"550,000","43,757,000","928,000","22,689,000","23,617,000","56,483,000","22,689,000","33,794,000",-,"1,240,756","1,240,756",-,-
94,9/30/1999,"371,044,000","50,714,000","22,346,000",-,"16,490,000","5,856,000",-,-,"28,368,000","28,368,000",-,-,"728,000","112,305,000","57,192,000","55,113,000",-,-,-,-,"169,903,000","173,458,000",-,-,-,-,"173,458,000","3,555,000",-,"2,267,000","2,267,000","2,267,000",-,"4,306,000",-,-,-,"30,821,000","348,153,000","219,623,000","163,538,000","163,538,000","56,085,000","43,879,000","14,615,000","14,615,000",-,-,"13,042,000","13,042,000",-,"13,042,000",-,-,"19,182,000","19,182,000",-,-,"37,812,000","22,891,000","22,341,000","1,810,000","928,000","882,000","16,210,000","9,635,000","4,276,000","-1,038,000",-,-,-,"550,000","41,523,000","928,000","21,413,000","22,341,000","53,637,000","21,413,000","32,224,000","9,878,000","1,234,824","1,234,824",-,-
95,6/30/1999,"356,868,000","49,940,000","21,888,000",-,"16,037,000","5,851,000",-,-,"28,052,000","28,052,000",-,-,"914,000","100,537,000","51,347,000","49,190,000",-,-,-,-,"171,487,000","175,041,000",-,-,-,-,"175,041,000","3,554,000",-,"2,103,000","2,103,000","2,103,000",-,"4,185,000",-,-,-,"27,702,000","333,610,000","209,502,000","154,983,000","154,983,000","54,519,000","40,899,000","14,231,000","14,231,000",-,-,"11,660,000","11,660,000",-,"11,660,000",-,-,"19,569,000","19,569,000",-,-,"37,749,000","23,258,000","22,708,000","1,910,000","1,028,000","882,000","15,381,000","9,628,000","3,489,000","-722,000",-,-,-,"550,000","42,277,000","1,028,000","21,680,000","22,708,000","52,909,000","21,680,000","31,229,000","9,341,000","1,248,694","1,248,694",-,-
96,3/31/1999,"361,258,000","46,610,000","21,743,000",-,"18,306,000","3,437,000",-,-,"24,867,000","24,867,000",-,-,"987,000","112,547,000","55,934,000","56,613,000",-,-,-,-,"169,297,000","172,849,000",-,-,-,-,"172,849,000","3,552,000",-,"2,243,000","2,243,000","2,243,000",-,"4,114,000",-,-,-,"25,460,000","337,440,000","207,641,000","156,040,000","156,040,000","51,601,000","51,116,000","12,708,000","12,708,000",-,-,"10,947,000","10,947,000",-,"10,947,000",-,-,"18,366,000","18,366,000",-,-,"36,662,000","23,818,000","23,268,000","1,910,000","1,028,000","882,000","14,351,000","9,542,000","2,436,000","-99,000",-,-,-,"550,000","41,634,000","1,028,000","22,240,000","23,268,000","51,553,000","22,240,000","29,313,000","7,570,000","1,267,569","1,267,569",-,-
97,12/31/1998,"365,875,000","42,767,000","24,280,000",-,"17,068,000","7,212,000",-,-,"18,487,000","18,487,000",-,-,"1,223,000","122,182,000","57,692,000","64,490,000",-,-,-,-,"169,202,000","174,421,000",-,-,-,-,"174,421,000","3,552,000","-1,667,000","2,316,000","2,316,000","2,316,000",-,"4,055,000",-,-,-,"24,130,000","341,487,000","212,437,000","160,814,000","160,814,000","51,623,000","41,632,000","14,291,000","14,291,000",-,-,"15,027,000","15,027,000",-,"15,027,000",-,-,"18,375,000","18,375,000",-,-,"39,725,000","24,388,000","23,838,000","1,028,000","1,028,000",-,"13,544,000",-,-,"392,000",-,-,"8,874,000","550,000","42,213,000","1,028,000","22,810,000","23,838,000","56,212,000","22,810,000","33,402,000","9,122,000","1,271,978","1,271,978",-,-
98,9/30/1998,"356,450,000","42,053,000","18,462,000",-,"14,585,000","3,877,000",-,-,"23,591,000","23,591,000",-,-,"1,342,000","119,269,000","61,804,000","57,465,000",-,-,-,-,"163,018,000","166,572,000",-,-,-,-,"166,572,000","3,554,000",-,"2,573,000","2,573,000","2,573,000",-,"3,946,000",-,-,-,"24,249,000","332,682,000","200,319,000","150,211,000","150,211,000","50,108,000","43,156,000","14,970,000","14,970,000",-,-,"12,000,000","12,000,000",-,"12,000,000",-,-,"16,404,000","16,404,000",-,-,"45,833,000","23,768,000","23,218,000","1,028,000","1,028,000",-,"12,722,000",-,-,"701,000",-,-,"8,767,000","550,000","39,622,000","1,028,000","22,190,000","23,218,000","50,594,000","22,190,000","28,404,000","9,942,000","1,268,280","1,268,280",-,-
99,6/30/1998,"366,995,000","46,789,000","21,661,000",-,"15,691,000","5,970,000",-,-,"25,128,000","25,128,000",-,-,"1,260,000","121,859,000","66,931,000","54,928,000",-,-,-,-,"165,076,000","168,705,000",-,-,-,-,"168,705,000","3,629,000",-,"2,867,000","2,867,000","2,867,000",-,"3,905,000",-,-,-,"25,239,000","343,835,000","207,091,000","155,016,000","155,016,000","52,075,000","45,672,000","13,902,000","13,902,000",-,-,"12,653,000","12,653,000",-,"12,653,000",-,-,"16,391,000","16,391,000",-,-,"48,126,000","23,160,000","22,610,000","1,168,000","1,168,000",-,"12,211,000",-,-,"113,000",-,-,"9,118,000","550,000","39,001,000","1,168,000","21,442,000","22,610,000","50,486,000","21,442,000","29,044,000","7,383,000","1,279,370","1,279,370",-,-
100,3/31/1998,"365,715,000","42,110,000","18,371,000",-,"14,906,000","3,465,000",-,-,"23,739,000","23,739,000",-,-,"1,398,000","131,064,000","71,245,000","59,819,000",-,-,-,-,"164,322,000","167,944,000",-,-,-,-,"167,944,000","3,622,000",-,"2,873,000","2,873,000","2,873,000",-,"3,841,000",-,-,-,"20,107,000","343,124,000","196,096,000","147,716,000","147,716,000","48,380,000","55,715,000","13,581,000","13,581,000",-,-,"11,628,000","11,628,000",-,"11,628,000",-,-,"16,295,000","16,295,000",-,-,"49,809,000","22,591,000","22,041,000","1,368,000","1,368,000",-,"11,471,000",-,-,-,-,-,"9,202,000","550,000","38,336,000","1,368,000","20,673,000","22,041,000","48,596,000","20,673,000","27,923,000","9,552,000","1,277,523","1,277,523",-,-
101,12/31/1997,"365,521,000","49,518,000","18,590,000",-,"15,704,000","2,886,000",-,-,"30,928,000","30,928,000",-,-,"1,719,000","125,131,000","72,393,000","52,738,000",-,-,-,-,"164,830,000","170,066,000",-,-,-,-,"170,066,000","3,624,000","-1,612,000","3,359,000","3,359,000","3,359,000",-,"3,780,000",-,-,-,"17,184,000","343,229,000","193,688,000","143,880,000","143,880,000","49,808,000","56,126,000","12,526,000","12,526,000",-,-,"11,605,000","11,605,000",-,"11,605,000",-,-,"15,127,000","15,127,000",-,-,"54,157,000","22,292,000","21,742,000","1,740,000","1,740,000",-,"11,103,000",-,-,"95,000",-,-,"8,804,000","550,000","36,869,000","1,740,000","20,002,000","21,742,000","46,734,000","20,002,000","26,732,000","8,142,000","1,262,892","1,262,892",-,-
102,9/30/1997,"366,574,000","57,477,000","18,519,000",-,"14,367,000","4,152,000",-,-,"38,958,000","38,958,000",-,-,"2,226,000","122,993,000","75,752,000","47,241,000",-,-,-,-,"159,625,000","163,087,000",-,-,-,-,"163,087,000","3,462,000",-,"3,685,000","3,685,000","3,685,000",-,"3,733,000",-,-,-,"16,835,000","344,858,000","181,788,000","138,880,000","138,880,000","42,908,000","65,453,000","14,935,000","14,935,000",-,-,"11,669,000","11,669,000",-,"11,669,000",-,-,"15,289,000","15,289,000",-,-,"55,724,000","21,716,000","21,716,000","2,290,000","2,290,000",-,"10,526,000",-,-,"126,000",-,-,"8,774,000",-,"37,005,000","2,290,000","19,426,000","21,716,000","46,384,000","19,426,000","26,958,000","8,439,000","1,261,662","1,261,662",-,-
103,6/30/1997,"352,033,000","60,149,000","20,921,000",-,"16,879,000","4,042,000",-,-,"39,228,000","39,228,000",-,-,"2,102,000","110,442,000","67,516,000","42,926,000",-,-,-,-,"156,511,000","159,957,000",-,-,-,-,"159,957,000","3,446,000",-,"3,445,000","3,445,000","3,445,000",-,"3,676,000",-,-,-,"15,708,000","330,690,000","183,744,000","134,650,000","134,650,000","49,094,000","58,262,000","13,053,000","13,053,000",-,-,"12,298,000","12,298,000",-,"12,298,000",-,-,"14,525,000","14,525,000",-,-,"48,808,000","21,343,000","21,343,000","2,530,000","2,530,000",-,"9,846,000",-,-,"-155,000",-,-,"9,122,000",-,"35,868,000","2,530,000","18,813,000","21,343,000","45,636,000","18,813,000","26,823,000","5,902,000","1,269,810","1,269,810",-,-
104,3/31/1997,"340,338,000","52,201,000","17,647,000",-,"14,349,000","3,298,000",-,-,"34,554,000","34,554,000",-,-,"2,280,000","111,453,000","67,478,000","43,975,000",-,-,-,-,"152,332,000","157,262,000",-,-,-,-,"157,262,000","3,550,000","-1,380,000","3,215,000","3,215,000","3,215,000",-,"3,640,000",-,-,-,"15,217,000","319,046,000","176,030,000","132,032,000","132,032,000","43,998,000","55,939,000","13,242,000","13,242,000",-,-,"11,599,000","11,599,000",-,"11,599,000",-,-,"13,809,000","13,809,000",-,-,"48,427,000","21,292,000","21,292,000","3,050,000","3,050,000",-,"9,235,000",-,-,"-559,000",-,-,"9,566,000",-,"35,101,000","3,050,000","18,242,000","21,292,000","43,650,000","18,242,000","25,408,000","7,761,000","1,285,044","1,285,044",-,-
105,12/31/1996,"336,099,000","51,915,000","22,949,000",-,"14,605,000","8,344,000",-,-,"28,966,000","28,966,000",-,-,"2,276,000","108,502,000","59,956,000","48,546,000",-,-,-,-,"151,543,000","156,465,000",-,-,-,-,"156,465,000","3,549,000","-1,373,000","3,020,000","3,020,000","3,020,000",-,"3,642,000",-,-,-,"15,201,000","314,555,000","180,921,000","133,864,000","133,864,000","47,057,000","53,868,000","12,309,000","12,309,000",-,-,"13,731,000","13,731,000",-,"13,731,000",-,-,"13,314,000","13,314,000",-,-,"40,412,000","21,544,000","21,544,000","3,200,000","3,200,000",-,"8,627,000",-,-,"-288,000",-,-,"10,005,000",-,"34,858,000","3,200,000","18,344,000","21,544,000","45,389,000","18,344,000","27,045,000","4,096,000","1,292,433","1,292,433",-,-
106,9/30/1996,"322,604,000","44,748,000","18,162,000",-,"13,729,000","4,433,000",-,-,"26,586,000","26,586,000",-,-,"2,789,000","106,268,000","59,835,000","46,433,000",-,-,-,-,"146,636,000","151,699,000",-,-,-,-,"151,699,000","3,697,000","-1,366,000","2,828,000","2,828,000","2,828,000",-,"3,636,000",-,-,-,"15,699,000","300,914,000","165,042,000","124,069,000","124,069,000","40,973,000","57,533,000","12,588,000","12,588,000",-,-,"17,624,000","17,624,000",-,"17,624,000",-,-,"12,379,000","12,379,000",-,-,"35,748,000","21,690,000","21,690,000","550,000","550,000",-,"8,091,000",-,-,"-480,000",-,-,"13,529,000",-,"34,069,000","550,000","21,140,000","21,690,000","51,143,000","21,140,000","30,003,000","11,841,000","1,311,165","1,311,165",-,-
107,6/30/1996,"321,761,000","52,135,000","19,096,000",-,"13,291,000","5,805,000",-,-,"33,039,000","33,039,000",-,-,"2,438,000","93,691,000","51,711,000","41,980,000",-,-,-,-,"147,582,000","152,326,000",-,-,-,-,"152,326,000","3,692,000","-1,052,000","2,534,000","2,534,000","2,534,000",-,"3,667,000",-,-,-,"19,714,000","301,421,000","168,343,000","130,470,000","130,470,000","37,873,000","54,584,000","13,212,000","13,212,000",-,-,"13,881,000","13,881,000",-,"13,881,000",-,-,"12,770,000","12,770,000",-,-,"38,631,000","20,340,000","20,340,000","2,650,000","2,650,000",-,"7,534,000",-,-,-,-,-,"10,156,000",-,"33,110,000","2,650,000","17,690,000","20,340,000","44,341,000","17,690,000","26,651,000","7,555,000","1,311,165","1,311,165",-,-
108,3/31/1996,"301,984,000","36,395,000","17,103,000",-,"10,846,000","6,257,000",-,-,"19,292,000","19,292,000",-,-,"2,053,000","91,489,000","48,445,000","43,044,000",-,-,-,-,"145,648,000","150,530,000",-,-,-,-,"150,530,000","3,683,000","-1,199,000","2,489,000","2,489,000","2,489,000",-,"3,801,000",-,-,-,"20,109,000","282,217,000","168,934,000","136,518,000","136,518,000","32,416,000","37,369,000","15,106,000","15,106,000",-,-,"12,746,000","12,746,000",-,"12,746,000",-,-,"12,977,000","12,977,000",-,-,"35,085,000","19,767,000","19,767,000","2,650,000","2,650,000",-,"6,969,000",-,-,-,-,-,"10,148,000",-,"32,744,000","2,650,000","17,117,000","19,767,000","42,840,000","17,117,000","25,723,000","8,620,000","751,548","751,548",-,-
109,12/31/1995,"182,926,000","19,776,000","11,743,000",-,"9,077,000","2,666,000",-,-,"8,033,000","8,033,000",-,-,"1,179,000","70,805,000","36,020,000","34,785,000",-,-,-,-,"79,764,000","82,628,000",-,-,-,-,"82,628,000","2,379,000","-485,000","1,328,000","1,328,000","1,328,000",-,"2,038,000",-,-,-,"8,036,000","171,014,000","98,417,000","76,744,000","76,744,000","21,673,000","25,675,000","4,892,000","4,892,000",-,-,"9,238,000","9,238,000",-,"9,238,000",-,-,"7,329,000","7,329,000",-,-,"25,463,000","11,912,000","11,912,000","1,250,000","1,250,000",-,"4,493,000",-,-,-,-,-,"6,169,000",-,"19,241,000","1,250,000","10,662,000","11,912,000","27,229,000","10,662,000","16,567,000","4,824,000","751,548","751,548",-,-
110,9/30/1995,"187,853,000","24,156,000","10,808,000",-,"7,118,000","3,690,000",-,-,"13,348,000","13,348,000",-,-,"1,200,000","67,921,000","33,830,000","34,091,000",-,-,-,-,"85,623,000","88,538,000",-,-,-,-,"88,538,000","2,405,000","-510,000","1,301,000","1,301,000","1,301,000",-,"2,134,000",-,-,-,"5,518,000","176,022,000","96,788,000","78,306,000","78,306,000","18,482,000","30,911,000","2,790,000","2,790,000",-,-,"14,690,000","14,690,000",-,"14,690,000",-,-,"7,537,000","7,537,000",-,-,"23,306,000","11,831,000","11,831,000","1,250,000","1,250,000",-,"4,153,000",-,-,-,-,-,"6,428,000",-,"19,368,000","1,250,000","10,581,000","11,831,000","32,808,000","10,581,000","22,227,000","11,419,000","757,521","757,521",-,-
111,6/30/1995,"178,531,000","23,542,000","10,659,000",-,"7,756,000","2,903,000",-,-,"12,883,000","12,883,000",-,-,"1,156,000","58,723,000","30,471,000","28,252,000",-,-,-,-,"84,675,000","87,626,000",-,-,-,-,"87,626,000","2,430,000","-521,000","1,197,000","1,197,000","1,197,000",-,"2,138,000",-,-,-,"7,100,000","167,151,000","94,889,000","73,502,000","73,502,000","21,387,000","23,557,000","2,585,000","2,585,000",-,-,"15,780,000","15,780,000",-,"15,780,000",-,-,"7,202,000","7,202,000",-,-,"23,138,000","11,380,000","11,380,000","1,250,000","1,250,000",-,"3,826,000",-,-,-,-,-,"6,304,000",-,"18,582,000","1,250,000","10,130,000","11,380,000","33,112,000","10,130,000","22,982,000","12,323,000","748,305","748,305",-,-
112,3/31/1995,"185,281,000","25,581,000","10,537,000",-,"7,819,000","2,718,000",-,-,"15,044,000","15,044,000",-,-,"1,083,000","68,726,000","40,877,000","27,849,000",-,-,-,-,"80,369,000","83,439,000",-,-,-,-,"83,439,000","2,455,000","-615,000","1,224,000","1,224,000","1,224,000",-,"2,140,000",-,-,-,"6,158,000","174,490,000","95,421,000","75,906,000","75,906,000","19,515,000","23,362,000","2,323,000","2,323,000",-,-,"11,981,000","11,981,000",-,"11,981,000",-,-,"7,709,000","7,709,000",-,-,"33,694,000","10,791,000","10,791,000","1,450,000","1,450,000",-,"3,523,000",-,-,-,-,-,"5,818,000",-,"18,500,000","1,450,000","9,341,000","10,791,000","29,031,000","9,341,000","19,690,000","9,153,000","764,793","764,793",-,-
113,12/31/1994,"171,423,000","27,278,000","14,481,000",-,"8,832,000","5,649,000",-,-,"12,797,000","12,797,000",-,-,"1,088,000","55,799,000","28,802,000","26,997,000",-,-,-,-,"76,287,000","79,227,000",-,-,-,-,"79,227,000","2,480,000","-460,000","1,190,000","1,190,000","1,190,000",-,"2,134,000",-,-,-,"7,647,000","160,711,000","96,506,000","75,107,000","75,107,000","21,399,000","23,098,000","2,361,000","2,361,000",-,-,"11,843,000","11,843,000",-,"11,843,000",-,-,"7,991,000","7,991,000",-,-,"18,912,000","10,712,000","10,712,000","1,450,000","1,450,000",-,"3,263,000",-,-,-,-,-,"5,999,000",-,"18,703,000","1,450,000","9,262,000","10,712,000","29,096,000","9,262,000","19,834,000","5,353,000","733,536","733,536",-,-
114,9/30/1994,"169,334,000","26,509,000","13,336,000",-,"8,080,000","5,256,000",-,-,"13,173,000","13,173,000",-,-,"1,200,000","55,144,000","30,178,000","24,966,000",-,-,-,-,"74,488,000","77,623,000",-,-,-,-,"77,623,000","2,650,000","-485,000","1,106,000","1,106,000","1,106,000",-,"2,114,000",-,-,-,"8,773,000","158,526,000","92,961,000","72,531,000","72,531,000","20,430,000","19,469,000","2,385,000","2,385,000",-,-,"14,969,000","14,969,000",-,"14,969,000",-,-,"8,555,000","8,555,000",-,-,"20,187,000","10,808,000","10,808,000","1,450,000","1,450,000",-,"3,221,000",-,-,-,-,-,"6,137,000",-,"19,363,000","1,450,000","9,358,000","10,808,000","32,882,000","9,358,000","23,524,000","10,188,000","733,125","733,125",-,-
115,6/30/1994,"168,921,000","26,727,000","13,924,000",-,"9,463,000","4,461,000",-,-,"12,803,000","12,803,000",-,-,"1,202,000","57,096,000","31,567,000","25,529,000",-,-,-,-,"72,009,000","75,151,000",-,-,-,-,"75,151,000","2,676,000","-466,000","1,029,000","1,029,000","1,029,000",-,"2,034,000",-,-,-,"8,824,000","157,741,000","91,956,000","69,890,000","69,890,000","22,066,000","20,764,000","1,998,000","1,998,000",-,-,"12,604,000","12,604,000",-,"12,604,000",-,-,"8,336,000","8,336,000",-,-,"22,083,000","11,180,000","11,180,000","1,854,000","1,854,000",-,"2,920,000",-,-,-,-,-,"6,406,000",-,"19,516,000","1,854,000","9,326,000","11,180,000","30,266,000","9,326,000","20,940,000","7,016,000","760,398","760,398",-,-
116,3/31/1994,"166,037,000","23,894,000","12,172,000",-,"8,286,000","3,886,000",-,-,"11,722,000","11,722,000",-,-,"1,109,000","57,879,000","30,493,000","27,386,000",-,-,-,-,"71,670,000","75,111,000",-,-,-,-,"75,111,000","2,991,000","-450,000","986,000","986,000","986,000",-,"2,004,000",-,-,-,"8,495,000","155,076,000","95,121,000","73,648,000","73,648,000","21,473,000","16,016,000","2,158,000","2,158,000",-,-,"13,348,000","13,348,000",-,"13,348,000",-,-,"8,447,000","8,447,000",-,-,"19,986,000","10,961,000","10,961,000","1,654,000","1,654,000",-,"2,692,000",-,-,-,-,-,"6,615,000",-,"19,408,000","1,654,000","9,307,000","10,961,000","31,102,000","9,307,000","21,795,000","9,623,000","760,398","760,398",-,-
117,12/31/1993,"149,888,000","23,438,000","12,882,000",-,"6,852,000","6,030,000",-,-,"10,556,000","10,556,000",-,-,"1,077,000","37,627,000","11,679,000","25,948,000",-,-,-,-,"75,381,000","78,878,000",-,-,-,-,"78,878,000","3,020,000","-477,000","1,106,000","1,106,000","1,106,000",-,"1,910,000",-,-,-,"9,349,000","138,724,000","98,277,000","74,834,000","74,834,000","23,443,000","12,857,000","2,607,000","2,607,000",-,-,"11,908,000","11,908,000",-,"11,908,000",-,-,"8,192,000","8,192,000",-,-,"4,883,000","11,164,000","11,164,000","1,654,000","1,654,000",-,"2,501,000",-,-,-,-,-,"7,009,000",-,"19,356,000","1,654,000","9,510,000","11,164,000","29,610,000","9,510,000","20,100,000","7,218,000","758,267","758,267",-,-
118,9/30/1993,"149,408,000","24,037,000","12,255,000",-,"7,335,000","4,920,000",-,-,"11,782,000","11,782,000",-,-,"1,262,000","33,396,000","9,547,000","23,849,000",-,-,-,-,"74,807,000","78,274,000",-,-,-,-,"78,274,000","2,972,000","-495,000","1,140,000","1,140,000","1,140,000",-,"1,811,000",-,-,-,"12,955,000","138,481,000","95,468,000","73,655,000","73,655,000","21,813,000","13,530,000","3,093,000","3,093,000",-,-,"13,699,000","13,699,000",-,"13,699,000",-,-,"8,303,000","8,303,000",-,-,"4,388,000","10,927,000","10,927,000","1,854,000","1,854,000",-,"2,300,000",-,-,-,-,-,"6,773,000",-,"19,230,000","1,854,000","9,073,000","10,927,000","31,075,000","9,073,000","22,002,000","9,747,000","756,939","756,939",-,-
119,6/30/1993,"145,522,000","21,077,000","11,413,000",-,"7,650,000","3,763,000",-,-,"9,664,000","9,664,000",-,-,"1,225,000","32,175,000","8,332,000","23,843,000",-,-,-,-,"76,209,000","79,716,000",-,-,-,-,"79,716,000","2,991,000","-516,000","1,118,000","1,118,000","1,118,000",-,"1,796,000",-,-,-,"11,922,000","134,989,000","94,592,000","72,429,000","72,429,000","22,163,000","14,634,000","3,085,000","3,085,000",-,-,"10,786,000","10,786,000",-,"10,786,000",-,-,"8,437,000","8,437,000",-,-,"3,455,000","10,533,000","10,533,000","1,854,000","1,854,000",-,"1,918,000",-,-,-,-,-,"6,761,000",-,"18,970,000","1,854,000","8,679,000","10,533,000","27,902,000","8,679,000","19,223,000","7,810,000","755,802","755,802",-,-
120,3/31/1993,"147,495,000","21,539,000","11,577,000",-,"7,440,000","4,137,000",-,-,"9,962,000","9,962,000",-,-,"1,246,000","31,661,000","7,374,000","24,287,000",-,-,-,-,"78,239,000","81,764,000",-,-,-,-,"81,764,000","2,988,000","-537,000","1,013,000","1,013,000","1,013,000",-,"1,717,000",-,-,-,"12,080,000","137,024,000","93,174,000","72,817,000","72,817,000","20,357,000","16,071,000","2,832,000","2,832,000",-,-,"12,952,000","12,952,000",-,"12,952,000",-,-,"7,738,000","7,738,000",-,-,"4,257,000","10,471,000","10,471,000","2,048,000","2,048,000",-,"1,659,000",-,-,-,-,-,"6,764,000",-,"18,209,000","2,048,000","8,423,000","10,471,000","29,113,000","8,423,000","20,690,000","9,113,000","754,597","754,597",-,-
