,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Restricted Cash And Investments,Restricted Investments,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Federal Funds Sold,Security Borrowed,Customer Acceptances,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Net PPE,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Payables And Accrued Expenses,Payables,Accounts Payable,Other Payable,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Advance From Federal Home Loan Banks,Preferred Securities Outside Stock Equity,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
29,12/31/2015,"2,351,698,000","573,080,000","360,505,000","20,490,000",-,"340,015,000",-,-,"212,575,000","212,575,000",-,"98,721,000",-,"574,989,000","284,162,000","290,827,000","49,073,000","284,162,000","1,860,000","59,677,000","823,744,000","837,299,000","4,507,000","357,050,000","475,742,000","238,943,000","21,208,000","13,555,000",-,"106,282,000","46,605,000",-,"59,677,000","14,362,000","54,948,000","47,325,000","7,623,000","105,572,000","2,104,125,000","1,279,715,000","868,073,000","868,073,000","411,642,000","152,678,000","230,428,000","230,428,000","177,638,000","52,790,000","15,562,000","15,562,000","15,562,000",-,"74,107,000","52,790,000","383,863,000","383,863,000","71,581,000",-,"41,879,000","247,573,000","247,573,000","30,173,000","26,068,000","4,105,000","146,420,000","92,500,000","21,691,000","192,000",-,-,"-21,000",-,"631,436,000","26,068,000","221,505,000","192,625,000","620,930,000","166,557,000","399,425,000","38,920,000","4,104,934","3,663,475","318,700","441,459"
30,9/30/2015,"2,417,121,000","615,921,000","397,454,000","21,258,000",-,"376,196,000","23,432,000","23,432,000","218,467,000","218,467,000",-,"105,668,000",-,"599,700,000","293,040,000","306,660,000",-,"293,040,000","1,912,000","68,668,000","795,991,000","809,457,000","5,164,000","346,927,000","457,366,000","229,112,000","20,871,000","13,466,000",-,"126,594,000","57,926,000",-,"68,668,000","14,709,000","55,157,000","47,405,000","7,752,000","103,381,000","2,171,393,000","1,273,106,000","847,948,000","847,948,000","425,158,000","180,319,000","245,126,000","245,126,000","187,986,000","57,140,000","19,656,000","19,656,000","19,656,000",-,"84,334,000","57,140,000","404,453,000","404,453,000","73,535,000","3,996,000","48,733,000","245,728,000","245,728,000","30,173,000","26,068,000","4,105,000","143,050,000","92,316,000","20,541,000","751,000",-,-,"-21,000",-,"650,181,000","26,068,000","219,660,000","190,571,000","643,769,000","164,503,000","424,109,000","26,655,000","4,104,934","3,681,130","318,700","423,804"
31,6/30/2015,"2,449,599,000","635,752,000","422,902,000","24,095,000",-,"398,807,000","22,616,000","22,616,000","212,850,000","212,850,000",-,"98,528,000",-,"628,214,000","310,419,000","317,795,000",-,"310,419,000","2,295,000","67,451,000","777,332,000","791,247,000","11,542,000","338,219,000","441,486,000","214,597,000","20,564,000","13,915,000",-,"137,093,000","69,642,000",-,"67,451,000","15,073,000","56,138,000","47,476,000","8,662,000","101,469,000","2,208,394,000","1,287,332,000","833,503,000","833,503,000","453,829,000","180,897,000","250,775,000","250,775,000","191,749,000","59,026,000","42,238,000","42,238,000","42,238,000",-,"80,396,000","59,026,000","397,150,000","397,150,000","72,540,000","3,981,000","50,002,000","241,205,000","241,205,000","29,023,000","24,918,000","4,105,000","138,294,000","92,204,000","19,397,000","1,102,000",-,-,"-21,000",-,"638,355,000","24,918,000","216,287,000","185,067,000","655,675,000","160,149,000","439,388,000","16,486,000","4,104,934","3,698,067","2,492","406,867"
32,3/31/2015,"2,577,148,000","748,548,000","529,204,000","22,821,000",-,"506,383,000","30,632,000","30,632,000","219,344,000","219,344,000",-,"108,376,000",-,"648,543,000","317,407,000","331,136,000",-,"317,407,000","2,951,000","81,574,000","750,120,000","764,185,000","7,214,000","331,219,000","425,752,000","203,104,000","20,375,000","14,065,000",-,"151,580,000","70,006,000",-,"81,574,000","14,963,000","55,222,000","47,453,000","7,769,000","99,796,000","2,341,284,000","1,367,887,000","908,158,000","908,158,000","459,729,000","196,578,000","275,993,000","275,993,000","202,157,000","73,836,000","55,655,000","55,655,000","55,655,000",-,"84,437,000","73,836,000","394,080,000","394,080,000","66,692,000","5,510,000","51,091,000","235,864,000","235,864,000","25,598,000","21,493,000","4,105,000","134,048,000","92,245,000","18,436,000","2,430,000",-,-,"-21,000",-,"629,944,000","21,493,000","214,371,000","180,642,000","664,106,000","159,149,000","449,735,000",-,"4,104,934","3,711,087","2,149","393,847"
33,12/31/2014,"2,573,126,000","728,111,000","512,308,000","27,831,000",-,"484,477,000",-,-,"215,803,000","215,803,000",-,"110,435,000",-,"668,017,000","320,013,000","348,004,000","49,252,000","320,013,000","5,747,000","78,975,000","743,151,000","757,336,000","9,828,000","324,502,000","423,006,000","193,707,000","20,058,000","14,185,000",-,"149,054,000","70,079,000",-,"78,975,000","15,133,000","56,275,000","47,647,000","8,628,000","102,950,000","2,341,061,000","1,363,427,000","906,791,000","906,791,000","456,636,000","192,101,000","278,070,000","278,070,000","206,954,000","71,116,000","66,344,000","66,344,000","66,344,000",-,"81,699,000","71,116,000","388,757,000","388,757,000","64,994,000",-,"52,362,000","232,065,000","232,065,000","24,168,000","20,063,000","4,105,000","130,315,000","93,270,000","17,856,000","2,189,000",-,-,"-21,000",-,"620,822,000","20,063,000","212,002,000","175,790,000","667,103,000","155,727,000","455,101,000",-,"4,104,934","3,714,789","2,006","390,145"
34,9/30/2014,"2,527,005,000","654,020,000","439,684,000","25,372,000",-,"414,312,000",-,-,"214,336,000","214,336,000",-,"118,873,000",-,"704,562,000","338,204,000","366,358,000",-,"338,204,000",-,"72,453,000","728,368,000","743,257,000","7,953,000","320,361,000","414,943,000",-,-,"14,889,000",-,"147,957,000","75,504,000",-,"72,453,000","15,177,000","57,480,000","47,970,000","9,510,000","100,568,000","2,295,728,000","1,334,534,000","875,333,000","875,333,000","459,201,000","198,746,000","270,006,000","270,006,000","211,055,000","58,951,000","91,852,000","91,852,000","59,960,000","91,852,000","84,305,000","58,951,000","353,026,000","353,026,000",-,-,"47,564,000","231,277,000","231,277,000","24,168,000","20,063,000","4,105,000","127,234,000","93,060,000","16,430,000","3,266,000",-,-,"-21,000",-,"584,303,000","20,063,000","211,214,000","173,797,000","656,092,000","153,734,000","444,878,000","5,194,000","4,104,934","3,738,189","2,006","366,745"
35,6/30/2014,"2,520,336,000","669,581,000","421,432,000","27,523,000",-,"393,909,000",-,-,"248,149,000","248,149,000",-,"113,967,000",-,"692,083,000","330,165,000","361,918,000",-,"330,165,000",-,"62,378,000","731,657,000","746,983,000","11,614,000","321,534,000","413,835,000",-,-,"15,326,000",-,"139,474,000","77,096,000",-,"62,378,000","15,216,000","57,796,000","48,110,000","9,686,000","100,562,000","2,293,022,000","1,319,751,000","884,387,000","884,387,000","435,364,000","216,561,000","254,680,000","254,680,000","203,885,000","50,795,000","98,517,000","98,517,000","63,804,000","98,517,000","87,861,000","50,795,000","357,790,000","357,790,000",-,-,"45,723,000","227,314,000","227,314,000","22,568,000","18,463,000","4,105,000","123,497,000","92,879,000","15,047,000","3,438,000",-,-,"-21,000",-,"585,104,000","18,463,000","208,851,000","169,518,000","665,158,000","151,055,000","456,307,000","34,875,000","4,104,934","3,761,281","1,846","343,653"
36,3/31/2014,"2,476,986,000","664,020,000","398,852,000","26,321,000",-,"372,531,000",-,-,"265,168,000","265,168,000",-,"122,021,000",-,"667,782,000","315,932,000","351,850,000",-,"315,932,000",-,"59,272,000","715,124,000","730,971,000","9,811,000","311,718,000","409,442,000",-,-,"15,847,000",-,"132,394,000","73,122,000",-,"59,272,000","14,919,000","58,106,000","48,065,000","10,041,000","102,620,000","2,257,331,000","1,282,705,000","884,612,000","884,612,000","398,093,000","217,442,000","251,637,000","251,637,000","202,499,000","49,138,000","92,776,000","92,776,000","60,825,000","92,776,000","91,471,000","49,138,000","365,983,000","365,983,000",-,-,"46,788,000","219,655,000","219,655,000","19,188,000","15,083,000","4,105,000","119,318,000","92,623,000","13,729,000","2,276,000",-,-,"-21,000",-,"585,638,000","15,083,000","204,572,000","161,549,000","663,331,000","146,466,000","458,759,000","59,907,000","4,104,934","3,784,713","1,508","320,221"
37,12/31/2013,"2,415,689,000","603,938,000","355,822,000","39,771,000",-,"316,051,000",-,-,"248,116,000","248,116,000",-,"111,465,000",-,"662,908,000","308,905,000","354,003,000","23,731,000","308,905,000",-,"65,759,000","722,154,000","738,418,000","14,241,000","327,214,000","209,694,000","187,269,000","18,951,000","16,264,000",-,"130,919,000","65,160,000",-,"65,759,000","14,891,000","59,313,000","48,081,000","11,232,000","110,101,000","2,204,511,000","1,287,765,000","880,291,000","880,291,000","407,474,000","181,163,000","251,805,000","251,805,000","194,491,000","57,314,000","57,848,000","57,848,000","57,848,000",-,"80,430,000","57,314,000","376,313,000","376,313,000","61,876,000",-,"49,617,000","211,178,000","211,178,000","15,263,000","11,158,000","4,105,000","115,756,000","93,828,000","14,847,000","1,199,000",-,-,"-21,000",-,"587,491,000","11,158,000","200,020,000","151,865,000","634,181,000","140,707,000","434,161,000","78,339,000","4,104,934","3,756,108","86,300","348,826"
38,9/30/2013,"2,463,309,000","638,025,000","402,109,000","30,664,000",-,"371,445,000",-,-,"235,916,000","235,916,000",-,"122,438,000",-,"673,116,000","316,560,000","356,556,000",-,"316,560,000",-,"66,788,000","711,108,000","728,679,000","6,208,000","329,298,000","204,710,000","188,463,000","18,710,000","17,571,000",-,"133,057,000","66,269,000",-,"66,788,000","14,876,000","59,407,000","48,100,000","11,307,000","111,282,000","2,256,639,000","1,281,102,000","860,480,000","860,480,000","420,622,000","218,728,000","273,068,000","273,068,000","212,283,000","60,785,000","84,177,000","84,177,000","53,741,000","84,177,000","87,334,000","60,785,000","350,706,000","350,706,000",-,-,"48,858,000","206,670,000","206,670,000","15,263,000","11,158,000","4,105,000","112,135,000","93,555,000","14,652,000","390,000",-,-,"-21,000",-,"557,376,000","11,158,000","195,512,000","147,263,000","630,395,000","136,105,000","434,883,000","32,774,000","4,104,934","3,759,189","86,300","345,745"
39,6/30/2013,"2,439,747,000","593,039,000","340,532,000","29,214,000",-,"311,318,000",-,-,"252,507,000","252,507,000",-,"117,158,000",-,"682,444,000","327,719,000","354,725,000",-,"327,719,000",-,"73,751,000","706,202,000","725,586,000","5,702,000","326,938,000","206,322,000","186,624,000","18,730,000","19,384,000",-,"155,313,000","81,562,000",-,"73,751,000","14,574,000","59,343,000","48,057,000","11,286,000","111,674,000","2,230,255,000","1,202,950,000","821,121,000","821,121,000","381,829,000","258,962,000","275,817,000","275,817,000","211,432,000","64,385,000","87,016,000","87,016,000","56,631,000","87,016,000","84,208,000","64,385,000","350,420,000","350,420,000",-,-,"55,090,000","209,492,000","209,492,000","15,563,000","11,458,000","4,105,000","114,216,000","93,416,000","14,071,000","389,000",-,-,"-21,000",-,"559,912,000","11,458,000","198,034,000","150,149,000","635,470,000","138,691,000","437,436,000","96,904,000","4,104,934","3,769,018","1,146","335,916"
40,3/31/2013,"2,389,349,000","521,502,000","303,159,000","45,524,000",-,"257,635,000",-,-,"218,343,000","218,343,000",-,"114,058,000",-,"726,126,000","360,382,000","365,744,000",-,"360,382,000",-,"70,609,000","708,106,000","728,886,000","6,357,000","329,321,000","204,329,000","188,879,000","18,739,000","20,780,000",-,"144,817,000","74,208,000",-,"70,609,000","14,541,000","58,098,000","48,067,000","10,031,000","102,101,000","2,182,263,000","1,202,507,000","818,748,000","818,748,000","383,759,000","248,245,000","255,078,000","255,078,000","193,089,000","61,989,000","86,035,000","86,035,000","58,835,000","86,035,000","63,737,000","61,989,000","332,098,000","332,098,000",-,-,"58,300,000","207,086,000","207,086,000","14,063,000","9,958,000","4,105,000","109,402,000","93,161,000","13,010,000","3,491,000",-,-,"-21,000",-,"539,184,000","9,958,000","197,128,000","148,988,000","615,261,000","139,030,000","418,133,000","114,974,000","4,104,934","3,789,778",995.75,"315,156"
41,12/31/2012,"2,359,141,000","471,833,000","175,537,000","53,723,000",-,"121,814,000",-,-,"296,296,000","296,296,000",-,"119,017,000",-,"746,197,000","375,045,000","371,152,000","8,000","375,045,000",-,"74,983,000","711,860,000","733,796,000","6,961,000","325,105,000","210,563,000","191,167,000","18,883,000","21,936,000",-,"135,916,000","60,933,000",-,"74,983,000","14,519,000","58,024,000","48,175,000","9,849,000","101,775,000","2,155,072,000","1,193,593,000","795,428,000","795,428,000","398,165,000","240,103,000","265,896,000","265,896,000","195,240,000","70,656,000","55,367,000","55,367,000","55,367,000","82,003,000","61,262,000","70,656,000","336,922,000","336,922,000","42,045,000",-,"63,191,000","204,069,000","204,069,000","13,163,000","9,058,000","4,105,000","104,223,000","94,604,000","12,002,000","4,102,000",-,-,"-21,000",-,"540,991,000","9,058,000","195,011,000","146,045,000","587,300,000","136,987,000","392,289,000","216,752,000","4,104,934","3,803,952",905.75,"300,982"
42,9/30/2012,"2,321,284,000","439,678,000","157,687,000","53,343,000",-,"104,344,000",-,-,"281,991,000","281,991,000","281,991,000","133,526,000",-,"732,991,000","367,090,000","365,901,000",-,-,-,-,"699,123,000","721,947,000","4,861,000","316,144,000","206,896,000","194,046,000","18,568,000","22,824,000",-,"142,952,000","62,989,000",-,"79,963,000","14,271,000","57,899,000","48,178,000","9,721,000","100,844,000","2,121,591,000","1,139,611,000","760,031,000","760,031,000","379,580,000","257,218,000","276,504,000","276,504,000","203,042,000","73,462,000","55,474,000","55,474,000","55,474,000",-,"144,933,000",-,"334,866,000","334,866,000",-,-,"57,918,000","199,693,000","199,693,000","13,163,000","9,058,000","4,105,000","99,888,000","94,431,000","12,177,000","4,426,000",-,-,"-38,000",-,"534,559,000","9,058,000","190,635,000","141,794,000","580,975,000","132,736,000","390,340,000","232,653,000","4,104,934","3,799,558",905.75,"305,376"
43,6/30/2012,"2,290,146,000","430,437,000","175,249,000","44,866,000",-,"130,383,000",-,-,"255,188,000","255,188,000","255,188,000","138,209,000",-,"686,376,000","331,781,000","354,595,000",-,-,-,-,"703,780,000","727,571,000","4,044,000","317,106,000","207,533,000","198,888,000","18,218,000","23,791,000",-,"153,482,000","67,939,000",-,"85,543,000","14,206,000","58,062,000","48,131,000","9,931,000","105,594,000","2,098,574,000","1,115,886,000","750,253,000","750,253,000","365,633,000","261,657,000","283,375,000","283,375,000","207,126,000","76,249,000","50,563,000","50,563,000","50,563,000",-,"147,061,000",-,"332,040,000","332,040,000",-,-,"55,053,000","191,572,000","191,572,000","11,905,000","7,800,000","4,105,000","95,518,000","94,201,000","12,286,000","2,272,000",-,-,"-38,000",-,"523,612,000","7,800,000","183,772,000","133,510,000","566,375,000","125,710,000","382,603,000","207,354,000","4,104,934","3,796,837","72,000","308,096"
44,3/31/2012,"2,320,330,000","410,895,000","170,411,000","55,383,000",-,"115,028,000",-,-,"240,484,000","240,484,000","240,484,000","135,650,000",-,"752,365,000","370,623,000","381,742,000",-,-,-,-,"695,096,000","720,967,000","8,069,000","301,475,000","208,679,000","202,744,000","17,822,000","25,871,000",-,"150,210,000","64,833,000",-,"85,377,000","14,213,000","59,276,000","48,208,000","11,068,000","102,625,000","2,130,602,000","1,128,512,000","768,937,000","768,937,000","359,575,000","250,483,000","278,622,000","278,622,000","204,148,000","74,474,000","50,577,000","50,577,000","50,577,000",-,"146,003,000",-,"354,658,000","354,658,000",-,-,"67,750,000","189,728,000","189,728,000","11,905,000","7,800,000","4,105,000","92,347,000","94,070,000","11,201,000","2,645,000",-,-,"-38,000",-,"544,386,000","7,800,000","181,928,000","130,452,000","587,163,000","122,652,000","405,235,000","234,824,000","4,104,934","3,822,023","72,000","282,911"
45,12/31/2011,"2,265,792,000","380,195,000","144,881,000","59,602,000",-,"85,279,000",-,-,"235,314,000","235,314,000",-,"142,462,000",-,"716,279,000","351,486,000","364,793,000","13,000","364,781,000",-,-,"696,111,000","723,720,000","4,723,000","296,047,000","216,437,000","206,513,000","17,652,000","27,609,000",-,"153,955,000","61,478,000",-,"92,477,000","14,041,000","58,618,000","48,188,000","10,430,000","104,131,000","2,082,219,000","1,127,806,000","762,346,000","762,346,000","365,460,000","213,532,000","277,872,000","277,872,000","202,895,000","74,977,000","51,631,000","51,631,000","51,631,000",-,"66,718,000",-,"345,401,000","345,401,000","17,823,000",-,"65,977,000","183,573,000","183,573,000","11,905,000","7,800,000","4,105,000","88,315,000","95,602,000","13,155,000","944,000",-,-,"-38,000",-,"528,974,000","7,800,000","175,773,000","124,955,000","572,805,000","117,155,000","397,032,000","252,151,000","4,104,934","3,772,691","72,000","332,243"
46,9/30/2011,"2,289,240,000","433,685,000","185,643,000","56,766,000",-,"128,877,000",-,-,"248,042,000","248,042,000",-,"131,561,000",-,"692,027,000","352,678,000","339,349,000",-,-,-,-,"668,503,000","696,853,000","3,909,000","273,071,000","211,517,000","208,356,000","17,272,000","28,350,000",-,"180,933,000","72,080,000",-,"108,853,000","13,812,000","59,409,000","48,180,000","11,229,000","109,310,000","2,106,953,000","1,092,708,000","754,926,000","754,926,000","337,782,000","238,585,000","279,018,000","279,018,000","199,769,000","79,249,000","51,073,000","51,073,000","51,073,000",-,"155,841,000",-,"379,598,000","379,598,000",-,-,"65,971,000","182,287,000","182,287,000","11,905,000","7,800,000","4,105,000","85,726,000","95,078,000","12,333,000","1,964,000",-,-,"-53,000",-,"561,885,000","7,800,000","174,487,000","122,878,000","605,158,000","115,078,000","430,671,000","245,028,000","4,104,934","3,798,881","72,000","306,053"
47,6/30/2011,"2,246,764,000","413,708,000","200,346,000","30,466,000",-,"169,880,000",-,-,"213,362,000","213,362,000",-,"121,493,000",-,"706,080,000","381,339,000","324,741,000",-,-,-,-,"661,216,000","689,736,000","4,820,000","261,365,000","211,161,000","212,390,000","17,141,000","28,520,000",-,"157,675,000","80,292,000",-,"77,383,000","13,679,000","64,804,000","48,882,000","15,922,000","108,109,000","2,063,885,000","1,048,685,000","748,535,000","748,535,000","300,150,000","254,124,000","248,158,000","248,158,000","184,490,000","63,668,000","51,160,000","51,160,000","51,160,000","30,208,000","148,533,000",-,"394,301,000","394,301,000",-,-,"67,457,000","182,879,000","182,879,000","11,905,000","7,800,000","4,105,000","82,612,000","95,061,000","8,284,000","1,638,000",-,-,"-53,000",-,"577,180,000","7,800,000","175,079,000","118,075,000","620,540,000","110,275,000","445,461,000","245,115,000","4,104,934","3,910,196","72,000","194,738"
48,3/31/2011,"2,198,161,000","321,667,000","104,311,000","23,469,000",-,"80,842,000",-,-,"217,356,000","217,356,000",-,"119,000,000",-,"757,204,000","422,404,000","334,800,000",-,-,-,-,"656,246,000","685,996,000","10,559,000","246,605,000","212,082,000","216,750,000","16,957,000","29,750,000",-,"157,980,000","79,236,000",-,"78,744,000","13,422,000","65,806,000","48,856,000","16,950,000","106,836,000","2,017,563,000","995,829,000","740,049,000","740,049,000","255,780,000","285,444,000","233,000,000","233,000,000","171,638,000","61,362,000","46,022,000","46,022,000","46,022,000","36,704,000","141,393,000",-,"386,351,000","386,351,000",-,-,"70,917,000","180,598,000","180,598,000","11,905,000","7,800,000","4,105,000","78,342,000","94,660,000","4,968,000","712,000",-,-,"-53,000",-,"566,949,000","7,800,000","172,798,000","114,792,000","605,171,000","106,992,000","432,373,000","328,062,000","4,104,934","3,986,625","72,000","118,308"
49,12/31/2010,"2,117,605,000","271,794,000","49,240,000","27,567,000",-,"21,673,000",-,-,"222,554,000","222,554,000","222,554,000","123,587,000",-,"725,747,000","409,411,000","316,336,000","20,000","316,318,000",-,-,"660,661,000","692,927,000","7,429,000","222,510,000","249,713,000","213,275,000","16,812,000","32,266,000",-,"150,628,000","70,147,000",-,"80,481,000","13,355,000","66,542,000","48,854,000","17,688,000","105,291,000","1,941,499,000","930,369,000","677,192,000","677,192,000","253,177,000","276,644,000","239,549,000","239,549,000","170,330,000","69,219,000","35,363,000","35,363,000","35,363,000",-,"76,947,000",-,"381,925,000","381,925,000","25,234,000",-,"77,649,000","176,106,000","176,106,000","11,905,000","7,800,000","4,105,000","73,998,000","97,415,000","8,160,000","1,001,000",-,-,"-53,000",-,"558,031,000","7,800,000","168,306,000","109,564,000","585,594,000","101,764,000","417,288,000","368,048,000","4,104,934","3,910,294","72,000","194,640"
50,9/30/2010,"2,141,595,000","290,427,000","55,037,000","23,960,000",-,"31,077,000",-,-,"235,390,000","235,390,000","235,390,000","127,365,000",-,"718,390,000","378,222,000","340,168,000",-,-,-,-,"656,370,000","690,531,000","3,482,000","217,582,000","251,558,000","217,909,000","690,531,000","34,161,000",-,"160,517,000","63,224,000",-,"97,293,000","11,316,000","63,023,000","48,736,000","14,287,000","114,187,000","1,967,765,000","903,138,000","673,190,000","673,190,000","229,948,000","314,161,000","244,267,000","244,267,000","169,365,000","74,902,000","38,611,000","38,611,000","38,611,000",-,"157,821,000",-,"390,150,000","390,150,000",-,-,"77,438,000","173,830,000","173,830,000","11,905,000","7,800,000","4,105,000","69,531,000","96,938,000","7,572,000","3,096,000",-,-,"-68,000",-,"563,980,000","7,800,000","166,030,000","110,807,000","594,791,000","103,007,000","428,761,000","373,724,000","4,104,934","3,925,848","72,000","179,086"
51,6/30/2010,"2,014,019,000","271,260,000","72,236,000","32,806,000",-,"39,430,000",-,-,"199,024,000","199,024,000","199,024,000","122,289,000",-,"629,306,000","317,293,000","312,013,000",-,-,-,-,"663,647,000","699,483,000","4,273,000","212,987,000","258,791,000","223,432,000","699,483,000","35,836,000",-,"141,510,000","61,295,000",-,"80,215,000","11,267,000","64,351,000","48,320,000","16,031,000","110,389,000","1,842,899,000","887,805,000","670,647,000","670,647,000","217,158,000","237,455,000","220,615,000","220,615,000","160,478,000","60,137,000","41,082,000","41,082,000","41,082,000",-,"134,882,000",-,"367,794,000","367,794,000",-,-,"88,148,000","171,120,000","171,120,000","12,257,000","8,152,000","4,105,000","65,465,000","96,745,000","5,683,000","2,404,000",-,-,"-68,000",-,"538,914,000","8,152,000","162,968,000","106,769,000","571,844,000","98,617,000","408,876,000","336,640,000","4,104,934","3,975,811","2,538","129,123"
52,3/31/2010,"2,135,796,000","320,559,000","90,436,000","31,422,000",-,"59,014,000",-,-,"230,123,000","230,123,000","230,123,000","126,741,000",-,"691,088,000","346,712,000","344,376,000",-,-,-,-,"675,613,000","713,799,000","6,958,000","210,211,000","266,496,000","230,134,000","713,799,000","38,186,000",-,"133,407,000","53,991,000",-,"79,416,000","11,123,000","68,273,000","48,359,000","19,914,000","108,992,000","1,971,075,000","925,303,000","704,259,000","704,259,000","221,044,000","295,171,000","216,926,000","216,926,000","154,185,000","62,741,000","50,554,000","50,554,000","50,554,000",-,"140,969,000",-,"390,066,000","390,066,000",-,-,"93,055,000","164,721,000","164,721,000","12,257,000","8,152,000","4,105,000","61,043,000","96,450,000","5,722,000","761,000",-,-,"-68,000",-,"554,787,000","8,152,000","156,569,000","96,448,000","597,189,000","88,296,000","440,620,000","350,184,000","4,104,934","3,975,356","2,538","129,577"
53,12/31/2009,"2,031,989,000","284,840,000","89,436,000","26,206,000",-,"63,230,000",-,-,"195,404,000","195,404,000",-,"119,630,000",-,"691,308,000","330,918,000","360,390,000","27,000","360,365,000",-,-,"601,856,000","633,458,000","6,240,000","204,175,000","394,169,000","233,049,000","28,848,000","31,602,000",-,"147,637,000","67,427,000","67,427,000","80,210,000","11,118,000","68,509,000","48,357,000","20,152,000","107,091,000","1,866,624,000","938,367,000","726,282,000","726,282,000","212,085,000","261,413,000","222,821,000","222,821,000","162,696,000","60,125,000","41,794,000","41,794,000","41,794,000",0,"64,946,000",-,"387,004,000","387,004,000","27,847,000",-,"15,225,000","165,365,000","165,365,000","12,257,000","8,152,000","4,105,000","62,481,000","97,982,000","7,196,000","-91,000",-,-,"-68,000",-,"552,369,000","8,152,000","157,213,000","96,856,000","586,011,000","88,704,000","428,798,000","339,362,000","4,104,934","3,941,959","2,538","162,975"
54,9/30/2009,"2,041,009,000","251,698,000","80,691,000","21,068,000",-,"59,623,000",-,-,"171,007,000","171,007,000","171,007,000","128,059,000",-,"703,237,000","330,370,000","372,867,000",-,-,-,-,"622,511,000","653,144,000","1,546,000","294,160,000","109,472,000","247,966,000","75,207,000","30,633,000",-,"154,013,000","59,948,000",-,"94,065,000","10,675,000","66,859,000","48,334,000","18,525,000","103,957,000","1,878,756,000","867,977,000","663,026,000","663,026,000","204,951,000","310,219,000","240,600,000","240,600,000","171,386,000","69,214,000","53,920,000","53,920,000","53,920,000",-,"134,447,000",-,"388,181,000","388,181,000",-,-,"17,859,000","162,253,000","162,253,000","12,257,000","8,152,000","4,105,000","59,573,000","97,564,000","7,338,000","283,000",-,-,"-86,000",-,"550,434,000","8,152,000","154,101,000","95,394,000","596,202,000","87,242,000","442,101,000","361,410,000","4,104,934","3,938,749","2,538","166,185"
55,6/30/2009,"2,026,642,000","246,185,000","87,015,000","25,133,000",-,"61,882,000",-,-,"159,170,000","159,170,000","159,170,000","129,263,000",-,"643,698,000","298,135,000","345,563,000",-,-,-,-,"651,529,000","680,601,000","1,940,000","312,347,000","111,471,000","254,843,000","80,722,000","29,072,000",-,"158,793,000","61,302,000",-,"97,491,000","10,668,000","67,970,000","48,288,000","19,682,000","118,536,000","1,871,876,000","866,477,000","665,939,000","665,939,000","200,538,000","300,931,000","238,882,000","238,882,000","171,685,000","67,197,000","42,713,000","42,713,000","42,713,000",-,"123,218,000",-,"401,928,000","401,928,000",-,-,"20,945,000","154,766,000","154,766,000","12,257,000","8,152,000","4,105,000","56,355,000","97,662,000","7,984,000","-3,438,000",-,-,"-86,000",-,"556,694,000","8,152,000","146,614,000","86,796,000","591,255,000","78,644,000","444,641,000","357,626,000","4,104,934","3,924,135","2,538","180,799"
56,3/31/2009,"2,079,188,000","273,783,000","116,546,000","26,681,000",-,"89,865,000",-,-,"157,237,000","157,237,000","157,237,000","127,928,000",-,"632,314,000","298,453,000","333,861,000",-,-,-,-,"680,862,000","708,243,000","3,665,000","242,284,000","207,859,000","254,435,000","708,243,000","27,381,000",-,"183,415,000","52,168,000",-,"131,247,000","10,336,000","64,184,000","48,201,000","15,983,000","106,366,000","1,908,994,000","906,969,000","702,869,000","702,869,000","204,100,000","279,837,000","251,541,000","251,541,000","165,521,000","86,020,000","33,085,000","33,085,000","33,085,000",-,"139,806,000",-,"427,888,000","427,888,000",-,-,"9,674,000","170,194,000","170,194,000","35,935,000","31,993,000","3,942,000","55,487,000","91,469,000","8,121,000","-4,490,000",-,-,"-86,000",-,"598,082,000","31,993,000","138,201,000","106,010,000","599,174,000","74,017,000","460,973,000","344,427,000","3,910,849","3,726,947","5,038","183,902"
