,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Interest Bearing Deposits Assets,Restricted Cash And Investments,Restricted Investments,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Foreclosed Assets,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Derivative Assets,Net Loan,Gross Loan,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Other Receivables,Net PPE,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Deferred Assets,Assets Held for Sale,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Federal Funds Purchased,Financial Instruments Sold Under Agreements To Repurchase,Payables And Accrued Expenses,Payables,Accounts Payable,Other Payable,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Advance From Federal Home Loan Banks,Long Term Provisions,Liabilities of Discontinued Operations,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
0,3/31/2023,"2,455,113,000","713,157,000","328,959,000","26,224,000",-,"302,735,000",-,-,-,"384,198,000",-,-,"896,484,000","383,906,000","7,749,000","264,342,000","240,487,000",-,"634,826,000","651,995,000","288,299,000","363,696,000","153,484,000",-,"17,169,000",-,"55,491,000","55,491,000","348,000","27,119,000","24,514,000","19,882,000","4,632,000",-,-,"103,522,000","2,246,094,000","1,330,459,000","1,116,086,000","1,116,086,000","214,373,000","257,681,000",-,-,"76,708,000","76,708,000","76,708,000",-,"40,187,000","40,187,000","21,627,000","40,187,000","185,010,000",-,"279,684,000","279,684,000","7,300,000","1,959,000",-,"74,406,000","209,019,000","208,295,000","20,276,000","20,245,000","31,000","198,353,000","108,369,000","73,262,000","-45,441,000",-,-,-,"724,000","487,979,000","20,245,000","188,050,000","183,781,000","507,921,000","163,536,000","319,871,000",-,"3,099,691","1,946,752",-,"1,152,940"
1,12/31/2022,"2,416,676,000","707,426,000","342,025,000","30,577,000",-,"311,448,000",-,-,-,"365,401,000",-,-,"860,696,000","334,114,000","8,040,000","268,863,000","249,679,000",-,"640,247,000","657,221,000","289,154,000","368,067,000","150,741,000",-,"16,974,000",-,"54,192,000","54,192,000","354,000","26,253,000","24,119,000","19,691,000","4,428,000",-,-,"129,996,000","2,214,838,000","1,365,954,000","1,148,117,000","1,148,117,000","217,837,000","202,444,000",-,-,"69,218,000","69,218,000","69,218,000",-,"47,096,000","47,096,000","25,530,000","47,096,000","170,647,000",-,"271,606,000","271,606,000","7,300,000","2,151,000",-,"85,722,000","201,838,000","201,189,000","19,026,000","18,995,000","31,000","194,734,000","108,458,000","73,967,000","-47,062,000",-,-,-,"649,000","472,795,000","18,995,000","182,194,000","177,070,000","500,896,000","158,075,000","318,702,000",-,"3,099,669","1,936,853","97,800","1,162,817"
2,9/30/2022,"2,381,064,000","648,821,000","299,607,000","26,502,000",-,"273,105,000",-,-,-,"349,214,000",-,-,"866,276,000","358,260,000","8,009,000","267,864,000","232,143,000",-,"629,651,000","645,960,000","288,377,000","357,583,000","147,223,000",-,"16,309,000",-,"79,696,000","79,696,000","431,000",-,"23,811,000","19,326,000","4,485,000",-,-,"132,809,000","2,181,947,000","1,306,486,000","1,072,068,000","1,072,068,000","234,418,000","203,429,000",-,-,"87,841,000","87,841,000","87,841,000",-,"47,368,000","47,368,000","25,578,000","47,368,000","196,479,000",-,"253,068,000","253,068,000","7,300,000","2,089,000",-,"85,187,000","199,117,000","198,560,000","19,026,000","18,995,000","31,000","193,462,000","108,347,000","73,977,000","-48,298,000",-,-,-,"557,000","451,628,000","18,995,000","179,565,000","174,749,000","480,001,000","155,754,000","300,436,000","829,000","3,099,669","1,936,853","97,800","1,162,817"
3,6/30/2022,"2,380,904,000","645,364,000","284,030,000","24,902,000",-,"259,128,000",-,-,-,"361,334,000",-,-,"854,753,000","340,875,000","7,787,000","267,592,000","238,499,000",-,"641,381,000","657,333,000","301,728,000","355,605,000","143,679,000",-,"15,952,000",-,"80,486,000","80,486,000","432,000",-,"24,123,000","19,597,000","4,526,000",-,-,"134,797,000","2,181,278,000","1,321,848,000","1,074,368,000","1,074,368,000","247,480,000","198,472,000",-,-,"96,474,000","96,474,000","96,474,000",-,"40,054,000","40,054,000","21,479,000","40,054,000","180,453,000",-,"257,425,000","257,425,000","2,300,000",-,-,"86,552,000","199,626,000","199,014,000","19,026,000","18,995,000","31,000","191,261,000","108,210,000","73,988,000","-45,495,000",-,-,-,"612,000","456,439,000","18,995,000","180,019,000","174,891,000","477,498,000","155,896,000","297,479,000","13,449,000","3,099,669","1,936,710","97,800","1,162,960"
4,3/31/2022,"2,394,105,000","617,497,000","272,087,000","27,768,000",-,"244,319,000",-,-,-,"345,410,000",-,-,"872,599,000","357,997,000","7,281,000","242,547,000","264,774,000",-,"644,276,000","659,669,000","309,341,000","350,328,000","141,155,000",-,"15,393,000",-,"89,218,000","89,218,000","426,000",-,"24,387,000","19,865,000","4,522,000",-,-,"146,128,000","2,195,752,000","1,333,711,000","1,081,466,000","1,081,466,000","252,245,000","204,494,000",-,-,"91,324,000","91,324,000","91,324,000",-,"30,144,000","30,144,000","19,231,000","30,144,000","188,059,000",-,"253,954,000","253,954,000","1,000,000","2,343,000",-,"91,723,000","198,353,000","197,709,000","19,026,000","18,995,000","31,000","187,962,000","108,050,000","73,744,000","-43,585,000",-,-,-,"644,000","451,663,000","18,995,000","178,714,000","173,322,000","462,812,000","154,327,000","284,098,000","12,011,000","3,099,669","1,941,921","97,800","1,157,748"
5,12/31/2021,"2,291,413,000","589,321,000","262,033,000","27,515,000",-,"234,518,000",-,-,-,"327,288,000",-,"27,000","844,767,000","331,945,000","7,337,000","216,963,000","288,522,000",-,"651,312,000","667,767,000","396,531,000","271,236,000","157,284,000",-,"16,455,000",-,"54,340,000","54,340,000","54,340,000",-,"25,794,000","21,299,000","4,495,000",-,-,"125,879,000","2,088,741,000","1,317,230,000","1,061,408,000","1,061,408,000","255,822,000","191,285,000",-,-,"61,430,000","61,430,000","61,430,000",-,"27,973,000","27,973,000","16,018,000","27,973,000","161,529,000",-,"254,374,000","254,374,000","5,300,000","2,655,000",-,"72,265,000","202,672,000","201,972,000","19,026,000","18,995,000","31,000","184,948,000","108,003,000","71,240,000","-38,765,000",-,-,-,"700,000","456,346,000","18,995,000","182,977,000","176,178,000","465,324,000","157,183,000","282,347,000","20,314,000","3,099,652","1,984,355","97,800","1,115,297"
6,9/30/2021,"2,361,876,000","661,504,000","323,808,000","28,906,000",-,"294,902,000",-,-,-,"337,696,000",-,-,"843,763,000","342,914,000","7,220,000","198,056,000","295,573,000",-,"647,049,000","664,764,000","400,514,000","264,250,000","158,438,000","36,054,000","17,715,000",-,"59,487,000","59,487,000","59,487,000",-,"26,126,000","21,573,000","4,553,000",-,-,"123,947,000","2,160,266,000","1,347,528,000","1,108,409,000","1,108,409,000","239,119,000","209,184,000","209,184,000",-,"60,501,000","60,501,000","60,501,000","48,300,000","29,683,000","29,683,000","17,012,000","29,683,000","179,286,000",-,"258,274,000","258,274,000","5,800,000",-,-,"75,810,000","201,610,000","200,875,000","18,026,000","17,995,000","31,000","183,024,000","107,922,000","71,246,000","-36,851,000",-,-,-,"735,000","459,149,000","17,995,000","182,880,000","174,749,000","470,837,000","156,754,000","287,957,000",-,"3,100,161","1,984,267",-,"1,115,893"
7,6/30/2021,"2,327,868,000","608,285,000","299,238,000","27,117,000",-,"272,121,000",-,-,-,"309,047,000",-,-,"858,013,000","370,950,000","7,344,000","176,742,000","302,977,000",-,"657,596,000","676,834,000","400,939,000","275,895,000","164,504,000","35,713,000","19,238,000",-,"61,138,000","61,138,000","61,138,000",-,"26,747,000","22,060,000","4,687,000",-,-,"116,089,000","2,124,958,000","1,310,281,000","1,059,185,000","1,059,185,000","251,096,000","221,634,000",-,-,"59,416,000","59,416,000","59,416,000","46,413,000","31,462,000","31,462,000","18,666,000","31,462,000","174,706,000",-,"264,758,000","264,758,000","9,500,000",-,-,"62,701,000","202,910,000","202,159,000","18,026,000","17,995,000","31,000","179,686,000","107,820,000","68,253,000","-35,120,000",-,-,-,"751,000","466,917,000","17,995,000","184,164,000","175,412,000","480,384,000","157,417,000","296,220,000",-,"3,099,679","2,026,785",-,"1,072,893"
8,3/31/2021,"2,314,266,000","639,754,000","324,682,000","26,204,000",-,"298,478,000",-,-,-,"315,072,000",-,-,"833,618,000","360,659,000","7,181,000","161,742,000","304,036,000",-,"644,350,000","665,988,000","391,954,000","274,034,000","164,352,000","34,729,000","21,638,000",-,"60,465,000","60,465,000","60,465,000",-,"26,646,000","21,905,000","4,741,000",-,-,"109,433,000","2,110,993,000","1,300,975,000","1,061,121,000","1,061,121,000","239,854,000","219,168,000",-,-,"60,907,000","60,907,000","60,907,000","45,065,000","32,087,000","32,087,000","17,021,000","32,087,000","179,117,000",-,"256,335,000","256,335,000","10,900,000",-,-,"62,404,000","203,273,000","202,549,000","20,311,000","20,280,000","31,000","174,816,000","107,694,000","65,261,000","-35,011,000",-,-,-,"724,000","458,884,000","20,280,000","182,269,000","175,903,000","470,691,000","155,623,000","288,422,000",-,"3,099,691","2,067,048",-,"1,032,643"
9,12/31/2020,"2,260,321,000","604,327,000","309,615,000","26,349,000",-,"283,266,000",-,"175,435,000","175,435,000","294,712,000",-,-,"822,438,000","375,079,000","7,332,000","104,943,000","335,084,000",-,"650,927,000","675,883,000","387,044,000","288,839,000","166,921,000","33,759,000","24,956,000",-,"44,806,000","44,806,000","44,806,000",-,"26,909,000","22,162,000","4,747,000",-,-,"110,914,000","2,059,798,000","1,280,671,000","1,053,186,000","1,053,186,000","227,485,000","199,525,000",-,-,"50,484,000","50,484,000","50,484,000","39,319,000","29,514,000","29,514,000","18,010,000","29,514,000","168,027,000",-,"271,686,000","271,686,000","10,900,000",-,-,"59,891,000","200,523,000","199,765,000","19,511,000","19,480,000","31,000","168,595,000","107,846,000","64,129,000","-32,058,000",-,-,-,"758,000","471,451,000","19,480,000","180,285,000","172,856,000","481,485,000","153,376,000","301,200,000",-,"3,099,764","2,082,089",-,"1,017,674"
10,9/30/2020,"2,234,459,000","613,078,000","323,720,000","25,308,000",-,"298,412,000",-,-,-,"289,358,000",-,-,"795,733,000","348,209,000","7,769,000","96,065,000","343,690,000",-,"640,485,000","666,911,000","386,886,000","280,025,000","164,266,000","32,583,000","26,426,000",-,"51,610,000","51,610,000","51,610,000",-,"26,428,000","21,624,000","4,804,000",-,-,"107,125,000","2,039,864,000","1,262,623,000","1,047,232,000","1,047,232,000","215,391,000","207,227,000",-,-,"54,328,000","54,328,000","54,328,000","40,503,000","37,439,000","37,439,000","19,351,000","37,439,000","146,990,000",-,"273,254,000","273,254,000","14,700,000",-,-,"58,003,000","194,595,000","193,876,000","18,011,000","17,980,000","31,000","165,303,000","107,764,000","64,137,000","-33,065,000",-,-,-,"719,000","467,130,000","17,980,000","175,896,000","167,448,000","486,589,000","149,468,000","310,693,000",-,"3,099,764","2,081,960",-,"1,017,804"
11,6/30/2020,"2,232,715,000","592,690,000","309,773,000","22,889,000",-,"286,884,000",-,-,-,"282,917,000",-,-,"795,564,000","362,311,000","7,665,000","83,332,000","342,256,000",-,"658,872,000","685,292,000","404,179,000","281,113,000","161,589,000","35,173,000","26,420,000",-,"51,633,000","51,633,000","51,633,000",-,"25,850,000","21,399,000","4,451,000",-,-,"108,106,000","2,040,413,000","1,233,660,000","1,030,795,000","1,030,795,000","202,865,000","215,722,000",-,-,"60,567,000","60,567,000","60,567,000","41,843,000","40,156,000","40,156,000","17,925,000","40,156,000","149,264,000",-,"279,775,000","279,775,000","18,000,000",-,-,"61,269,000","192,302,000","191,622,000","18,011,000","17,980,000","31,000","163,431,000","107,668,000","64,143,000","-33,345,000",-,-,-,"680,000","471,397,000","17,980,000","173,642,000","165,772,000","493,573,000","147,792,000","319,931,000","10,158,000","3,099,764","2,081,865",-,"1,017,899"
12,3/31/2020,"2,219,770,000","548,456,000","285,920,000","23,755,000",-,"262,165,000",-,-,-,"262,536,000",-,-,"763,883,000","365,000,000","8,349,000","82,315,000","308,219,000",-,"700,179,000","721,020,000","432,590,000","288,430,000","156,663,000","37,003,000","20,841,000",-,"68,555,000","68,555,000","68,555,000",-,"25,824,000","21,264,000","4,560,000",-,-,"112,873,000","2,026,788,000","1,184,911,000","986,101,000","986,101,000","198,810,000","222,324,000",-,-,"74,368,000","74,368,000","74,368,000","51,506,000","54,951,000","54,951,000","18,173,000","54,951,000","163,995,000",-,"266,098,000","266,098,000","16,000,000",-,-,"60,141,000","192,982,000","192,331,000","18,011,000","17,980,000","31,000","163,438,000","107,550,000","64,147,000","-32,521,000",-,-,-,"651,000","458,429,000","17,980,000","174,351,000","166,507,000","495,400,000","148,527,000","321,049,000","35,129,000","3,099,633","2,081,808",-,"1,017,825"
13,12/31/2019,"1,951,158,000","445,241,000","193,919,000","23,967,000",-,"169,952,000",-,"130,880,000","130,880,000","251,322,000",-,-,"644,703,000","276,140,000","7,523,000","80,775,000","280,265,000",-,"686,700,000","699,483,000","389,935,000","309,548,000","157,068,000","40,211,000","12,783,000",-,"39,857,000","39,857,000","39,857,000",-,"26,948,000","22,126,000","4,822,000",-,-,"107,709,000","1,757,212,000","1,070,590,000","886,087,000","886,087,000","184,503,000","166,339,000",-,-,"48,601,000","48,601,000","48,601,000","37,613,000","45,049,000","45,049,000","16,476,000","45,049,000","119,894,000",-,"248,760,000","248,760,000","5,500,000",-,-,"57,979,000","193,946,000","193,242,000","18,011,000","17,980,000","31,000","165,369,000","107,840,000","61,660,000","-36,318,000",-,-,-,"704,000","442,002,000","17,980,000","175,262,000","166,294,000","469,071,000","148,314,000","293,809,000","99,890,000","3,099,603","2,114,123",-,"985,480"
14,9/30/2019,"2,014,802,000","481,568,000","220,443,000","24,086,000",-,"196,357,000",-,-,-,"261,125,000",-,-,"665,207,000","306,824,000","7,117,000","75,841,000","275,425,000",-,"679,213,000","691,743,000","365,705,000","326,038,000","153,614,000","37,425,000","12,530,000",-,"54,215,000","54,215,000","54,215,000",-,"26,666,000","21,822,000","4,844,000",-,-,"107,933,000","1,817,732,000","1,087,769,000","905,315,000","905,315,000","182,454,000","195,047,000",-,-,"63,342,000","63,342,000","63,342,000","42,256,000","35,230,000","35,230,000","14,683,000","35,230,000","135,596,000",-,"242,238,000","242,238,000","5,500,000",-,-,"58,510,000","197,070,000","196,373,000","19,511,000","19,480,000","31,000","161,797,000","107,741,000","56,541,000","-36,135,000",-,-,-,"697,000","438,611,000","19,480,000","176,893,000","169,707,000","454,361,000","150,227,000","277,468,000","57,025,000","3,099,603","2,183,194",-,"916,409"
15,6/30/2019,"1,988,226,000","463,012,000","203,243,000","24,997,000",-,"178,246,000",-,-,-,"259,769,000",-,-,"656,533,000","306,831,000","7,574,000","68,693,000","281,009,000",-,"676,204,000","688,670,000","362,675,000","325,995,000","151,356,000","37,730,000","12,466,000",-,"50,027,000","50,027,000","50,027,000",-,"27,091,000","22,065,000","5,026,000",-,-,"115,359,000","1,790,116,000","1,045,607,000","867,198,000","867,198,000","178,409,000","181,133,000",-,-,"69,839,000","69,839,000","69,839,000","38,589,000","42,442,000","42,442,000","17,126,000","42,442,000","136,294,000",-,"252,189,000","252,189,000","7,700,000",-,-,"62,612,000","198,110,000","197,359,000","18,011,000","17,980,000","31,000","158,321,000","107,657,000","51,427,000","-35,203,000",-,-,-,"751,000","449,548,000","17,980,000","179,379,000","170,268,000","474,010,000","152,288,000","294,631,000","91,388,000","3,099,603","2,259,056",-,"840,546"
16,3/31/2019,"1,958,413,000","470,388,000","205,893,000","24,448,000",-,"181,445,000",-,-,-,"264,495,000",-,-,"635,792,000","286,511,000","7,307,000","66,842,000","282,439,000",-,"670,017,000","682,346,000","362,459,000","319,887,000","157,396,000","39,155,000","12,329,000","-107,000","44,500,000","44,500,000","44,500,000",-,"27,233,000","22,037,000","5,196,000",-,-,"110,483,000","1,761,398,000","1,030,355,000","848,407,000","848,407,000","181,948,000","190,372,000",-,-,"62,656,000","62,656,000","62,656,000","37,240,000","39,322,000","39,322,000","15,034,000","39,322,000","136,392,000",-,"243,566,000","243,566,000","10,500,000",-,-,"58,735,000","197,015,000","196,252,000","18,011,000","17,980,000","31,000","154,859,000","107,551,000","47,861,000","-36,308,000",-,-,-,"763,000","439,818,000","17,980,000","178,272,000","169,019,000","461,160,000","151,039,000","282,888,000","76,995,000","3,099,602","2,312,468",-,"787,134"
17,12/31/2018,"1,917,288,000","458,694,000","188,010,000","23,550,000",-,"164,460,000",-,"123,192,000","123,192,000","270,684,000",-,-,"614,724,000","256,117,000","7,212,000","63,357,000","295,250,000",-,"671,881,000","684,196,000","353,709,000","330,487,000","161,006,000","36,837,000","12,315,000","-114,000","35,450,000","35,450,000","35,450,000",-,"27,266,000","22,046,000","5,220,000",-,-,"109,273,000","1,720,214,000","1,013,064,000","826,580,000","826,580,000","186,484,000","177,874,000",-,-,"64,571,000","64,571,000","64,571,000","40,273,000","32,252,000","32,252,000","13,238,000","32,252,000","144,305,000",-,"231,999,000","231,999,000","10,500,000",-,-,"56,149,000","197,074,000","196,220,000","18,491,000","18,460,000","31,000","151,347,000","107,922,000","44,370,000","-37,170,000",-,-,-,"854,000","428,219,000","18,460,000","177,760,000","168,954,000","442,011,000","150,494,000","264,251,000","76,241,000","3,099,567","2,368,467","159,900","731,100"
18,9/30/2018,"1,925,165,000","480,227,000","199,286,000","25,727,000",-,"173,559,000",-,-,-,"280,941,000",-,-,"603,015,000","257,502,000","7,482,000","53,249,000","292,264,000",-,"662,573,000","674,909,000","349,440,000","325,469,000","159,735,000","22,827,000","12,336,000","-75,000","40,679,000","40,679,000","40,679,000",-,"27,403,000","22,187,000","5,216,000",-,-,"111,268,000","1,727,302,000","1,005,176,000","810,530,000","810,530,000","194,646,000","175,915,000",-,-,"73,346,000","73,346,000","73,346,000","41,414,000","33,770,000","33,770,000","12,051,000","33,770,000","147,652,000",-,"235,270,000","235,270,000",-,-,-,"56,173,000","197,863,000","197,004,000","19,066,000","19,035,000","31,000","148,436,000","107,825,000","39,678,000","-38,645,000",-,-,-,"859,000","432,274,000","19,035,000","177,969,000","169,601,000","447,009,000","150,566,000","269,040,000","69,754,000","3,099,567","2,442,137",-,"657,430"
19,6/30/2018,"1,912,334,000","466,428,000","200,902,000","21,077,000",-,"179,825,000",-,-,-,"265,526,000",-,-,"612,665,000","262,949,000","7,788,000","52,897,000","296,819,000",-,"659,054,000","671,180,000","347,548,000","323,632,000","158,319,000","38,312,000","12,126,000","-91,000","36,977,000","36,977,000","36,977,000",-,"27,383,000","22,058,000","5,325,000",-,-,"109,827,000","1,711,366,000","996,730,000","793,016,000","793,016,000","203,714,000","177,828,000",-,-,"67,672,000","67,672,000","67,672,000","40,408,000","37,233,000","37,233,000","12,034,000","37,233,000","140,745,000",-,"236,822,000","236,822,000",-,-,-,"54,336,000","200,968,000","200,094,000","19,066,000","19,035,000","31,000","145,211,000","107,724,000","34,413,000","-37,494,000",-,-,-,"874,000","436,916,000","19,035,000","181,059,000","172,711,000","455,114,000","153,676,000","274,055,000","73,153,000","3,099,559","2,516,605",-,"582,953"
20,3/31/2018,"1,922,104,000","460,591,000","202,704,000","21,850,000",-,"180,854,000",-,-,-,"257,887,000",-,-,"620,779,000","268,808,000","7,956,000","52,492,000","299,479,000",-,"660,584,000","672,938,000","347,854,000","325,084,000","161,369,000","35,659,000","12,354,000","-51,000","46,572,000","46,572,000","46,572,000",-,"27,696,000","22,659,000","5,037,000",-,-,"105,882,000","1,719,238,000","1,001,219,000","785,410,000","785,410,000","215,809,000","171,759,000",-,-,"69,685,000","69,685,000","69,685,000","43,122,000","36,094,000","36,094,000","10,022,000","36,094,000","143,961,000",-,"237,938,000","237,938,000",-,-,-,"58,582,000","202,866,000","201,915,000","19,187,000","19,156,000","31,000","141,863,000","107,599,000","32,115,000","-34,619,000",-,-,-,"951,000","439,853,000","19,156,000","182,759,000","174,219,000","456,791,000","155,063,000","274,032,000","71,328,000","3,099,558","2,549,933",-,"549,624"
21,12/31/2017,"1,843,059,000","412,994,000","180,516,000","23,775,000",-,"156,741,000",-,"109,388,000","109,388,000","232,478,000",-,-,"603,695,000","251,405,000","8,056,000","53,320,000","298,970,000",-,"654,679,000","667,034,000","333,378,000","333,656,000","161,540,000","35,273,000","12,355,000","-26,000","38,384,000","38,384,000","38,384,000",-,"27,402,000","22,256,000","5,146,000",-,-,"105,905,000","1,640,793,000","959,822,000","745,502,000","745,502,000","214,320,000","156,277,000",-,-,"61,342,000","61,342,000","61,342,000","38,741,000","44,452,000","44,452,000","9,940,000","44,452,000","123,948,000",-,"236,709,000","236,709,000","19,300,000",-,-,"58,243,000","202,266,000","201,334,000","19,284,000","19,253,000","31,000","135,715,000","108,008,000","30,309,000","-31,364,000",-,-,-,"932,000","438,043,000","19,253,000","182,081,000","173,932,000","463,242,000","154,679,000","281,161,000","100,645,000","3,099,523","2,569,909","186,770","529,615"
22,9/30/2017,"1,889,133,000","438,717,000","186,109,000","22,604,000",-,"163,505,000",-,-,-,"252,608,000",-,-,"613,581,000","258,907,000","7,832,000","51,527,000","303,147,000",-,"640,817,000","653,183,000","327,607,000","325,576,000","160,511,000","33,050,000","12,366,000","28,000","38,076,000","38,076,000","38,076,000",-,"27,630,000","22,345,000","5,285,000",-,-,"130,312,000","1,660,511,000","964,038,000","752,640,000","752,640,000","211,398,000","161,282,000",-,-,"63,205,000","63,205,000","63,205,000","37,935,000","38,149,000","38,149,000","10,033,000","38,149,000","138,820,000",-,"232,673,000","232,673,000",-,-,-,"62,344,000","228,622,000","227,634,000","19,284,000","19,253,000","31,000","155,174,000","107,896,000","24,829,000","-29,891,000",-,-,-,"988,000","460,307,000","19,253,000","208,381,000","200,004,000","479,203,000","180,751,000","270,822,000","84,713,000","3,030,092","2,644,002","186,770","386,090"
23,6/30/2017,"1,864,063,000","420,147,000","186,082,000","20,940,000",-,"165,142,000",-,-,-,"234,065,000",-,-,"611,316,000","259,606,000","7,906,000","50,175,000","301,535,000",-,"632,670,000","644,695,000","319,434,000","325,261,000","161,667,000","34,844,000","12,025,000","61,000","40,487,000","40,487,000","40,487,000",-,"27,796,000","22,349,000","5,447,000",-,-,"131,647,000","1,632,956,000","958,743,000","749,444,000","749,444,000","209,299,000","154,780,000",-,-,"62,947,000","62,947,000","62,947,000","38,588,000","36,519,000","36,519,000","9,977,000","36,519,000","136,745,000",-,"225,179,000","225,179,000",-,-,-,"58,043,000","231,107,000","230,019,000","19,284,000","19,253,000","31,000","152,178,000","107,798,000","19,342,000","-29,899,000",-,-,-,"1,088,000","455,198,000","19,253,000","210,766,000","202,223,000","472,464,000","182,970,000","261,698,000","75,616,000","3,099,523","2,724,556","186,770","374,967"
24,3/31/2017,"1,821,635,000","422,974,000","180,045,000","22,272,000",-,"157,773,000",-,-,-,"242,929,000",-,-,"590,736,000","244,903,000","7,609,000","47,942,000","297,891,000",-,"616,565,000","628,595,000","308,039,000","320,556,000","160,571,000","33,763,000","12,030,000","95,000","36,888,000","36,888,000","36,888,000",-,"27,845,000","22,265,000","5,580,000",-,-,"126,627,000","1,592,482,000","949,990,000","741,491,000","741,491,000","208,499,000","148,230,000",-,-,"59,655,000","59,655,000","59,655,000","37,769,000","26,127,000","26,127,000","10,088,000","26,127,000","144,070,000",-,"208,530,000","208,530,000",-,-,-,"55,880,000","229,153,000","228,132,000","19,284,000","19,253,000","31,000","149,731,000","107,613,000","17,579,000","-30,917,000",-,-,-,"1,021,000","436,662,000","19,253,000","208,879,000","200,287,000","443,536,000","181,034,000","234,657,000","54,612,000","3,099,523","2,753,258","186,770","346,265"
25,12/31/2016,"1,792,077,000","397,307,000","160,494,000","23,043,000",-,"137,451,000",-,"90,068,000","90,068,000","236,813,000",-,-,"597,229,000","243,925,000","8,213,000","45,667,000","307,637,000",-,"612,309,000","624,369,000","299,003,000","325,366,000","159,814,000","26,886,000","12,060,000","72,000","28,887,000","28,887,000","28,887,000",-,"28,337,000","21,659,000","6,678,000",-,-,"128,008,000","1,565,934,000","929,406,000","715,092,000","715,092,000","214,314,000","141,821,000",-,-,"57,152,000","57,152,000","57,152,000","37,237,000","30,701,000","30,701,000","9,989,000","30,701,000","139,045,000",-,"206,178,000","206,178,000","21,600,000",-,-,"61,631,000","226,143,000","225,120,000","19,284,000","19,253,000","31,000","146,477,000","108,042,000","16,302,000","-32,381,000",-,-,-,"1,023,000","431,298,000","19,253,000","205,867,000","196,783,000","442,746,000","177,530,000","236,879,000","76,385,000","3,099,482","2,772,392","186,770","327,090"
26,9/30/2016,"1,818,117,000","392,035,000","155,990,000","23,419,000",-,"132,571,000",-,-,-,"236,045,000",-,-,"618,814,000","263,874,000","8,235,000","38,588,000","316,352,000",-,"625,474,000","637,913,000","309,211,000","328,702,000","167,481,000","27,305,000","12,439,000","134,000","36,112,000","36,112,000","36,112,000",-,"29,167,000","22,539,000","6,628,000",-,-,"116,515,000","1,585,427,000","940,252,000","722,397,000","722,397,000","217,855,000","153,124,000",-,-,"61,921,000","61,921,000","61,921,000","42,619,000","29,527,000","29,527,000","10,109,000","29,527,000","131,649,000",-,"209,051,000","209,051,000",-,-,-,"59,903,000","232,690,000","231,575,000","19,284,000","19,253,000","31,000","143,678,000","107,875,000","12,069,000","-27,193,000",-,-,-,"1,115,000","440,626,000","19,253,000","212,322,000","202,408,000","450,900,000","183,155,000","238,578,000","82,588,000","3,099,482","2,849,730","186,770","249,752"
27,6/30/2016,"1,818,771,000","378,816,000","150,133,000","22,140,000",-,"127,993,000",-,-,-,"228,683,000",-,-,"628,057,000","271,764,000","33,268,000","35,903,000","320,390,000","72,213,000","621,211,000","633,515,000","307,096,000","326,419,000","168,921,000","27,856,000","12,304,000","141,000","36,851,000","36,851,000","36,851,000",-,"29,341,000","22,496,000","6,845,000",-,-,"124,495,000","1,585,750,000","937,852,000","721,133,000","721,133,000","216,719,000","158,001,000","158,001,000","72,003,000","62,054,000","62,054,000","62,054,000","38,788,000","18,408,000","18,408,000","9,982,000","18,408,000","136,307,000","63,204,000","207,448,000","207,448,000",-,-,-,"65,680,000","233,021,000","231,888,000","19,284,000","19,253,000","31,000","140,527,000","107,730,000","9,538,000","-26,115,000",-,-,-,"1,133,000","439,336,000","19,253,000","212,635,000","202,547,000","438,491,000","183,294,000","225,856,000","75,723,000","3,099,482","2,905,374","186,770","194,108"
