,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Interest Bearing Deposits Assets,Restricted Cash And Investments,Restricted Investments,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Foreclosed Assets,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Derivative Assets,Net Loan,Gross Loan,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Other Receivables,Net PPE,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Deferred Assets,Assets Held for Sale,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Federal Funds Purchased,Financial Instruments Sold Under Agreements To Repurchase,Payables And Accrued Expenses,Payables,Accounts Payable,Other Payable,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Advance From Federal Home Loan Banks,Long Term Provisions,Liabilities of Discontinued Operations,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
57,12/31/2008,"1,938,470,000","383,717,000","199,584,000","29,253,000","29,253,000","170,331,000",-,-,-,"184,133,000","184,133,000",-,"496,536,000","196,147,000","60,741,000","64,459,000","175,189,000","115,289,000","682,769,000","716,307,000","161,837,000","240,758,000","313,712,000","18,413,000","29,616,000","-3,922,000","47,939,000","44,278,000","3,661,000",-,"46,948,000","27,132,000","19,816,000",-,-,"165,272,000","1,796,840,000","774,185,000","676,703,000","676,703,000","97,482,000","205,293,000","205,293,000","50,693,000","70,916,000","70,916,000","70,916,000","54,167,000","126,691,000","126,691,000","29,125,000","97,566,000","50,693,000","116,785,000","359,593,000","359,593,000",-,-,-,"92,684,000","141,630,000","141,630,000","70,721,000","70,664,000","57,000","86,521,000","19,165,000","9,582,000","-25,195,000","-7,744,000","-17,451,000",-,-,"501,223,000","70,664,000","70,966,000","94,682,000","557,250,000","24,018,000","486,284,000","286,700,000","589,342","567,174",828.573,"22,168"
58,9/30/2008,"2,050,131,000","367,105,000","141,696,000",-,"63,026,000","78,670,000",-,-,-,"225,409,000","225,409,000",-,"663,193,000","457,462,000","205,731,000",-,-,-,"692,950,000","716,955,000",-,-,-,"716,955,000","24,005,000",-,"80,532,000",-,-,-,"63,126,000",-,-,-,-,"183,225,000","1,924,069,000","780,343,000","718,649,000","718,649,000","61,694,000","250,419,000",-,-,"117,536,000","117,536,000",-,-,"104,855,000","104,855,000",-,"104,855,000",-,-,"393,097,000","393,097,000",-,-,-,"277,819,000","126,062,000","126,062,000","27,481,000","27,424,000","57,000","105,340,000","16,884,000","9,642,000","-14,001,000",-,-,-,-,"519,159,000","27,424,000","98,638,000","62,936,000","596,590,000","35,512,000","497,952,000","356,256,000","567,174","544,954",-,"22,220"
59,6/30/2008,"2,100,385,000","332,938,000","112,769,000",-,"44,824,000","67,945,000",-,-,-,"220,169,000","220,169,000",-,"737,967,000","505,439,000","232,528,000",-,-,-,"726,013,000","746,790,000",-,-,-,"746,790,000","20,777,000",-,"62,492,000",-,-,-,"66,928,000",-,-,-,-,"174,047,000","1,963,980,000","803,642,000","707,241,000","707,241,000","96,401,000","246,107,000",-,-,"96,432,000","96,432,000",-,-,"114,445,000","114,445,000",-,"114,445,000",-,-,"417,928,000","417,928,000",-,-,-,"285,426,000","136,405,000","136,405,000","27,481,000","27,424,000","57,000","110,290,000","16,594,000","9,911,000","-8,049,000","339,000","-8,388,000",-,-,"554,333,000","27,424,000","108,981,000","69,477,000","641,354,000","42,053,000","532,373,000","419,604,000","544,539","544,539",-,-
60,3/31/2008,"2,199,848,000","343,161,000","104,155,000",-,"30,837,000","73,318,000",-,-,-,"239,006,000","239,006,000",-,"782,592,000","578,437,000","204,155,000",-,-,-,"771,586,000","789,843,000",-,-,-,"789,843,000","18,257,000",-,"65,653,000",-,-,-,"67,567,000",-,-,-,-,"169,289,000","2,071,629,000","831,208,000","742,199,000","742,199,000","89,009,000","279,561,000",-,-,"95,597,000","95,597,000",-,-,"135,799,000","135,799,000",-,"135,799,000",-,-,"424,959,000","424,959,000",-,-,-,"304,505,000","128,219,000","128,219,000","19,439,000","19,384,000","55,000","115,050,000","11,131,000","10,020,000","-7,381,000","501,000","-7,882,000",-,-,"553,178,000","19,384,000","108,835,000","60,652,000","669,593,000","41,268,000","560,758,000","456,603,000","524,983","524,983",-,-
61,12/31/2007,"2,187,631,000","381,638,000","107,572,000","38,206,000","38,206,000","69,366,000",-,-,-,"274,066,000","274,066,000",-,"620,371,000","373,183,000","54,074,000","1,000","193,113,000","76,881,000","810,419,000","826,285,000","175,924,000","280,166,000","370,195,000","20,467,000","16,117,000","251,000","65,556,000","57,359,000","8,197,000",-,"63,891,000","41,204,000","22,687,000",-,-,"168,875,000","2,074,033,000","826,230,000","742,036,000","742,036,000","84,194,000","304,243,000","304,243,000","78,541,000","84,951,000","84,951,000","84,951,000","54,038,000","146,488,000","146,488,000","37,343,000","109,145,000","78,541,000","103,541,000","427,112,000","427,112,000",-,-,-,"102,927,000","113,598,000","113,598,000","55,000",0,"55,000","121,920,000","18,007,000","21,724,000","-4,660,000","-772,000","-3,888,000",-,-,"540,710,000",-,"113,598,000","49,707,000","687,198,000","49,707,000","573,600,000","466,028,000","547,742","547,742",-,-
62,9/30/2007,"2,358,266,000","480,156,000","96,939,000",-,"38,226,000","58,713,000",-,-,-,"383,217,000","383,217,000",-,"822,048,000","581,220,000","240,828,000",-,-,-,"761,241,000","773,969,000",-,-,-,"773,969,000","12,728,000",-,"69,062,000",-,-,-,"63,600,000",-,-,-,-,"162,159,000","2,231,153,000","812,850,000","730,956,000","730,956,000","81,894,000","440,369,000",-,-,"94,830,000","94,830,000",-,-,"194,304,000","194,304,000",-,"194,304,000",-,-,"364,526,000","364,526,000",-,-,-,"324,274,000","127,113,000","127,113,000","255,000","200,000","55,000","134,445,000","18,297,000","22,329,000","-3,555,000","-1,238,000","-2,317,000",-,-,"491,639,000","200,000","126,913,000","63,513,000","685,743,000","63,313,000","558,830,000","461,891,000","498,113","498,113",-,-
63,6/30/2007,"2,220,866,000","449,661,000","101,532,000",-,"30,635,000","70,897,000",-,-,-,"348,129,000","348,129,000",-,"796,196,000","538,316,000","257,880,000",-,-,-,"732,543,000","742,924,000",-,-,-,"742,924,000","10,381,000",-,"61,144,000",-,-,-,"62,206,000",-,-,-,-,"119,116,000","2,093,112,000","771,761,000","690,889,000","690,889,000","80,872,000","394,143,000",-,-,"96,528,000","96,528,000",-,-,"167,139,000","167,139,000",-,"167,139,000",-,-,"340,077,000","340,077,000",-,-,-,"323,464,000","127,754,000","127,754,000","655,000","600,000","55,000","134,932,000","17,725,000","22,588,000","-2,970,000","-2,099,000","-871,000",-,-,"467,831,000","600,000","127,154,000","65,548,000","634,370,000","64,948,000","507,216,000","405,684,000","497,455","497,455",-,-
64,3/31/2007,"2,020,966,000","373,252,000","69,327,000",-,"24,421,000","44,906,000",-,-,-,"303,925,000","303,925,000",-,"746,632,000","460,065,000","286,567,000",-,-,-,"683,834,000","693,344,000",-,-,-,"693,344,000","9,510,000",-,"51,976,000",-,-,-,"53,710,000",-,-,-,-,"111,562,000","1,898,883,000","738,521,000","662,897,000","662,897,000","75,624,000","393,670,000",-,-,"88,722,000","88,722,000",-,-,"111,179,000","111,179,000",-,"111,179,000",-,-,"310,768,000","310,768,000",-,-,-,"256,023,000","122,083,000","122,083,000","1,055,000","1,000,000","55,000","131,395,000","17,341,000","23,833,000","-3,875,000","-2,917,000","-958,000",-,-,"432,851,000","1,000,000","121,083,000","68,373,000","543,030,000","67,373,000","421,947,000","352,620,000","494,644","494,644",-,-
65,12/31/2006,"1,884,318,000","351,853,000","69,036,000","26,514,000","26,514,000","42,522,000",-,-,-,"282,817,000","282,817,000",-,"580,871,000","262,619,000","64,108,000",-,"254,144,000","49,541,000","697,528,000","706,792,000","156,993,000","236,792,000","313,007,000","21,827,000","8,940,000","-324,000","54,273,000","44,445,000","9,828,000",-,"49,316,000","33,415,000","15,901,000",-,-,"100,936,000","1,764,535,000","712,041,000","638,277,000","638,277,000","73,764,000","349,235,000","349,235,000","71,083,000","85,119,000","85,119,000","85,119,000","46,185,000","100,833,000","100,833,000","43,695,000","57,138,000","71,083,000","74,804,000","288,494,000","288,494,000",-,-,-,"82,926,000","119,783,000","119,783,000","1,055,000","1,000,000","55,000","129,267,000","18,253,000","25,092,000","-3,700,000","-2,796,000","-904,000",-,-,"408,277,000","1,000,000","118,783,000","70,467,000","508,110,000","69,467,000","389,327,000","320,291,000","491,199","491,199",-,-
66,9/30/2006,"1,746,248,000","319,109,000","56,482,000",-,"22,543,000","33,939,000",-,-,-,"262,627,000","262,627,000",-,"602,897,000","351,149,000","251,748,000",-,-,-,"646,403,000","655,382,000",-,-,-,"655,382,000","8,979,000",-,"40,970,000",-,-,-,"48,894,000",-,-,-,-,"87,975,000","1,628,383,000","669,278,000","600,199,000","600,199,000","69,079,000","320,095,000",-,-,"97,229,000","97,229,000",-,-,"70,501,000","70,501,000",-,"70,501,000",-,-,"260,089,000","260,089,000",-,-,-,"211,191,000","117,865,000","117,865,000","1,055,000","1,000,000","55,000","126,544,000","17,825,000","24,737,000","-2,822,000","-3,616,000","794,000",-,-,"377,954,000","1,000,000","116,865,000","68,971,000","447,455,000","67,971,000","330,590,000","274,108,000","491,367","491,367",-,-
67,6/30/2006,"1,626,551,000","294,569,000","60,179,000",-,"24,311,000","35,868,000",-,-,-,"234,390,000","234,390,000",-,"522,843,000","327,890,000","194,953,000",-,-,-,"627,941,000","637,085,000",-,-,-,"637,085,000","9,144,000",-,"46,162,000",-,-,-,"48,760,000",-,-,-,-,"86,276,000","1,511,123,000","645,805,000","574,806,000","574,806,000","70,999,000","264,494,000",-,-,"74,970,000","74,970,000",-,-,"72,581,000","72,581,000",-,"72,581,000",-,-,"239,557,000","239,557,000",-,-,-,"213,716,000","115,428,000","115,428,000","1,055,000","1,000,000","55,000","123,497,000","17,426,000","23,199,000","-3,351,000","-4,091,000","740,000",-,-,"354,985,000","1,000,000","114,428,000","66,668,000","426,566,000","65,668,000","312,138,000","251,959,000","494,394","494,394",-,-
68,3/31/2006,"1,586,201,000","294,183,000","54,631,000",-,"26,355,000","28,276,000",-,-,-,"239,552,000","239,552,000",-,"522,105,000","328,135,000","193,970,000",-,-,-,"595,802,000","605,307,000",-,-,-,"605,307,000","9,505,000",-,"42,569,000",-,-,-,"48,025,000",-,-,-,-,"83,517,000","1,471,783,000","628,157,000","555,150,000","555,150,000","73,007,000","279,540,000",-,-,"70,214,000","70,214,000",-,-,"58,130,000","58,130,000",-,"58,130,000",-,-,"227,165,000","227,165,000",-,-,-,"208,577,000","114,418,000","114,418,000","1,055,000","1,000,000","55,000","120,703,000","17,119,000","21,753,000","-2,706,000",-,-,-,-,"341,583,000","1,000,000","113,418,000","66,393,000","398,713,000","65,393,000","285,295,000","230,664,000","497,124","497,124",-,-
69,12/31/2005,"1,494,037,000","272,741,000","55,277,000",-,"28,373,000","26,904,000",-,-,-,"217,464,000","217,464,000",-,"476,417,000","295,820,000","180,597,000",-,-,-,"573,721,000","583,503,000",-,-,-,"583,503,000","9,782,000",-,"42,823,000",-,-,-,"47,879,000",-,-,-,-,"80,456,000","1,381,500,000","592,595,000","527,112,000","527,112,000","65,483,000","242,392,000",-,-,"70,994,000","70,994,000",-,-,"66,930,000","66,930,000",-,"66,930,000",-,-,"217,499,000","217,499,000",-,-,-,"191,090,000","112,537,000","112,537,000","1,180,000","1,125,000","55,000","117,555,000","20,119,000","21,149,000","-5,168,000","-4,090,000","-1,078,000",-,-,"330,036,000","1,125,000","111,412,000","64,658,000","395,841,000","63,533,000","284,429,000","229,152,000","515,695","515,695",-,-
70,9/30/2005,"1,472,793,000","295,147,000","59,042,000",-,"28,438,000","30,604,000",-,-,-,"236,105,000","236,105,000",-,"459,321,000","293,416,000","165,905,000",-,-,-,"556,406,000","566,421,000",-,-,-,"566,421,000","10,015,000",-,"42,835,000",-,-,-,"46,616,000",-,-,-,-,"72,468,000","1,360,956,000","581,113,000","515,905,000","515,905,000","65,208,000","243,819,000",-,-,"57,330,000","57,330,000",-,-,"58,224,000","58,224,000",-,"58,224,000",-,-,"213,894,000","213,894,000",-,-,-,"206,576,000","111,837,000","111,837,000","1,180,000","1,125,000","55,000","112,868,000","20,179,000","17,290,000","-5,100,000","-3,952,000","-1,148,000",-,-,"325,731,000","1,125,000","110,712,000","65,221,000","382,830,000","64,096,000","272,118,000","213,076,000","505,898","505,898",-,-
71,6/30/2005,"1,547,789,000","292,633,000","60,264,000",-,"28,942,000","31,322,000",-,-,-,"232,369,000","232,369,000",-,"446,622,000","281,035,000","165,587,000",-,-,-,"546,519,000","556,937,000",-,-,-,"556,937,000","10,418,000",-,"43,785,000",-,-,-,"46,129,000",-,-,-,-,"172,101,000","1,434,752,000","572,574,000","509,160,000","509,160,000","63,414,000","252,774,000",-,-,"53,600,000","53,600,000",-,-,"62,984,000","62,984,000",-,"62,984,000",-,-,"211,346,000","211,346,000",-,-,-,"281,474,000","113,037,000","113,037,000","1,180,000","1,125,000","55,000","108,026,000","20,177,000","12,299,000","-4,047,000","-3,960,000","-87,000",-,-,"324,383,000","1,125,000","111,912,000","66,908,000","386,242,000","65,783,000","274,330,000","214,066,000","517,008","517,008",-,-
72,3/31/2005,"1,489,891,000","256,287,000","54,188,000",-,"25,620,000","28,568,000",-,-,-,"202,099,000","202,099,000",-,"440,430,000","272,841,000","167,589,000",-,-,-,"536,765,000","547,659,000",-,-,-,"547,659,000","10,894,000",-,"41,565,000",-,-,-,"47,648,000",-,-,-,-,"167,196,000","1,379,355,000","568,874,000","506,104,000","506,104,000","62,770,000","217,599,000",-,-,"52,088,000","52,088,000",-,-,"62,704,000","62,704,000",-,"62,704,000",-,-,"207,935,000","207,935,000",-,-,-,"270,155,000","110,536,000","110,536,000","1,180,000","1,125,000","55,000","105,269,000","19,884,000","10,475,000","-5,322,000","-3,766,000","-1,556,000",-,-,"318,471,000","1,125,000","109,411,000","62,888,000","380,050,000","61,763,000","270,639,000","216,451,000","520,218","520,218",-,-
73,12/31/2004,"1,484,101,000","248,184,000","47,445,000",-,"23,556,000","23,889,000",-,-,-,"200,739,000","200,739,000",-,"493,410,000","280,167,000","213,243,000",-,-,-,"537,560,000","548,829,000",-,-,-,"548,829,000","11,269,000",-,"39,273,000",-,-,-,"47,263,000",-,-,-,-,"118,411,000","1,374,810,000","562,081,000","502,169,000","502,169,000","59,912,000","209,555,000",-,-,"50,208,000","50,208,000",-,-,"56,767,000","56,767,000",-,"56,767,000",-,-,"207,910,000","207,910,000",-,-,-,"288,289,000","109,291,000","109,291,000","1,180,000","1,125,000","55,000","102,154,000","18,851,000","10,644,000","-2,250,000","-3,110,000","860,000",-,-,"317,201,000","1,125,000","108,166,000","62,028,000","372,843,000","60,903,000","264,677,000","217,232,000","519,464","519,464",-,-
74,9/30/2004,"1,436,554,000","257,049,000","48,890,000",-,"25,483,000","23,407,000",-,-,-,"208,159,000","208,159,000",-,"469,859,000","264,227,000","205,632,000",-,-,-,"508,651,000","520,685,000",-,-,-,"520,685,000","12,034,000",-,"37,987,000",-,-,-,"47,001,000",-,-,-,-,"116,007,000","1,333,188,000","534,451,000","476,246,000","476,246,000","58,205,000","217,157,000",-,-,"41,986,000","41,986,000",-,-,"63,203,000","63,203,000",-,"63,203,000",-,-,"198,713,000","198,713,000",-,-,-,"277,678,000","103,366,000","103,366,000","1,180,000","1,125,000","55,000","98,930,000","18,685,000","10,814,000","-4,615,000","-4,667,000","52,000",-,-,"302,079,000","1,125,000","102,241,000","56,365,000","364,157,000","55,240,000","261,916,000","213,026,000","518,975","518,975",-,-
75,6/30/2004,"1,396,568,000","245,766,000","51,172,000",-,"26,462,000","24,710,000",-,-,-,"194,594,000","194,594,000",-,"450,282,000","245,037,000","205,245,000",-,-,-,"498,702,000","511,417,000",-,-,-,"511,417,000","12,715,000",-,"41,494,000",-,-,-,"44,740,000",-,-,-,-,"115,584,000","1,298,257,000","524,400,000","465,564,000","465,564,000","58,836,000","202,940,000",-,-,"42,524,000","42,524,000",-,-,"67,376,000","67,376,000",-,"67,376,000",-,-,"189,071,000","189,071,000",-,-,-,"271,946,000","98,311,000","98,311,000","1,180,000","1,125,000","55,000","95,707,000","18,519,000","11,135,000","-5,960,000","-5,018,000","-942,000",-,-,"287,382,000","1,125,000","97,186,000","53,571,000","353,633,000","52,446,000","256,447,000","205,275,000","518,026","518,026",-,-
76,3/31/2004,"1,317,591,000","230,297,000","46,208,000",-,"23,104,000","23,104,000",-,-,-,"184,089,000","184,089,000",-,"435,538,000","232,227,000","203,311,000",-,-,-,"471,610,000","484,116,000",-,-,-,"484,116,000","12,506,000",-,"35,159,000",-,-,-,"42,502,000",-,-,-,-,"102,485,000","1,215,707,000","499,189,000","443,381,000","443,381,000","55,808,000","179,743,000",-,-,"37,271,000","37,271,000",-,-,"66,864,000","66,864,000",-,"66,864,000",-,-,"178,588,000","178,588,000",-,-,-,"254,052,000","101,884,000","101,884,000","1,180,000","1,125,000","55,000","96,659,000","18,407,000","11,442,000","-2,920,000","-4,453,000","1,533,000",-,-,"280,472,000","1,125,000","100,759,000","59,382,000","346,211,000","58,257,000","245,452,000","199,244,000","517,148","517,148",-,-
77,12/31/2003,"1,264,032,000","213,100,000","40,926,000",-,"21,149,000","19,777,000",-,-,-,"172,174,000","172,174,000",-,"418,211,000","235,319,000","182,892,000",-,-,-,"465,363,000","478,006,000",-,-,-,"478,006,000","12,643,000",-,"26,476,000",-,-,-,"41,462,000",-,-,-,-,"99,420,000","1,166,018,000","474,015,000","421,001,000","421,001,000","53,014,000","181,156,000",-,-,"37,330,000","37,330,000",-,-,"58,629,000","58,629,000",-,"58,629,000",-,-,"168,759,000","168,759,000",-,-,-,"246,129,000","98,014,000","98,014,000","1,180,000","1,125,000","55,000","93,483,000","17,531,000","11,524,000","-2,656,000","-4,465,000","1,809,000",-,-,"266,773,000","1,125,000","96,889,000","56,552,000","324,277,000","55,427,000","227,388,000","186,462,000","515,695","515,695",-,-
78,9/30/2003,"1,208,923,000","221,650,000","46,192,000",-,"24,688,000","21,504,000",-,-,-,"175,458,000","175,458,000",-,"376,338,000","190,851,000","185,487,000",-,-,-,"430,333,000","441,576,000",-,-,-,"441,576,000","11,243,000",-,"35,372,000",-,-,-,"35,431,000",-,-,-,-,"109,799,000","1,113,664,000","454,242,000","404,046,000","404,046,000","50,196,000","168,125,000",-,-,"35,805,000","35,805,000",-,-,"63,240,000","63,240,000",-,"63,240,000",-,-,"152,878,000","152,878,000",-,-,-,"239,374,000","95,259,000","95,259,000","1,180,000","1,125,000","55,000","90,555,000","17,524,000","11,241,000","-2,759,000","-4,635,000","1,876,000",-,-,"248,137,000","1,125,000","94,134,000","59,828,000","310,252,000","58,703,000","216,118,000","169,926,000","515,868","515,868",-,-
79,6/30/2003,"1,187,035,000","207,861,000","40,601,000",-,"21,816,000","18,785,000",-,-,-,"167,260,000","167,260,000",-,"363,324,000","174,324,000","189,000,000",-,-,-,"427,004,000","438,571,000",-,-,-,"438,571,000","11,567,000",-,"43,955,000",-,-,-,"34,752,000",-,-,-,-,"110,139,000","1,093,734,000","447,984,000","398,240,000","398,240,000","49,744,000","172,864,000",-,-,"45,779,000","45,779,000",-,-,"53,731,000","53,731,000",-,"53,731,000",-,-,"138,068,000","138,068,000",-,-,-,"235,308,000","93,301,000","93,301,000","1,180,000","1,125,000","55,000","87,698,000","17,412,000","11,384,000","-1,605,000","-4,012,000","2,407,000",-,-,"231,369,000","1,125,000","92,176,000","58,549,000","283,975,000","57,424,000","191,799,000","151,198,000","515,083","515,083",-,-
80,3/31/2003,"1,136,973,000","196,956,000","38,904,000",-,"19,731,000","19,173,000",-,-,-,"158,052,000","158,052,000",-,"354,849,000","173,099,000","181,750,000",-,-,-,"426,583,000","438,032,000",-,-,-,"438,032,000","11,449,000",-,"25,606,000",-,-,-,"34,838,000",-,-,-,-,"98,141,000","1,042,974,000","444,106,000","394,030,000","394,030,000","50,076,000","178,459,000",-,-,"24,989,000","24,989,000",-,-,"50,427,000","50,427,000",-,"50,427,000",-,-,"133,125,000","133,125,000",-,-,-,"211,868,000","93,999,000","87,341,000","1,181,000","1,126,000","55,000","84,453,000","17,450,000","11,390,000","-4,353,000","-4,289,000","-64,000",-,"6,658,000","220,466,000","1,126,000","86,215,000","52,503,000","269,767,000","51,377,000","183,552,000","144,648,000","514,804","514,804",-,-
81,12/31/2002,"1,097,190,000","173,654,000","33,708,000",-,"17,326,000","16,382,000",-,-,-,"139,946,000","139,946,000",-,"324,721,000","155,208,000","169,513,000",-,-,-,"436,304,000","447,805,000",-,-,-,"447,805,000","11,501,000",-,"25,358,000",-,-,-,"35,470,000",-,-,-,-,"101,683,000","1,010,472,000","430,895,000","379,928,000","379,928,000","50,967,000","162,643,000",-,-,"22,024,000","22,024,000",-,-,"51,982,000","51,982,000",-,"51,982,000",-,-,"133,079,000","133,079,000",-,-,-,"209,849,000","86,718,000","86,718,000","1,455,000","1,400,000","55,000","81,403,000","17,381,000","11,637,000","-1,884,000","-3,392,000","1,508,000",-,-,"219,797,000","1,400,000","85,318,000","51,248,000","270,379,000","49,848,000","185,061,000","151,353,000","514,068","514,068",-,-
82,9/30/2002,"1,031,568,000","188,551,000","31,069,000",-,"15,886,000","15,183,000",-,-,-,"157,482,000","157,482,000",-,"303,862,000","161,803,000","142,059,000",-,-,-,"393,165,000","403,885,000",-,-,-,"403,885,000","10,720,000",-,"21,208,000",-,-,-,"30,335,000",-,-,-,-,"94,447,000","944,714,000","390,827,000","349,015,000","349,015,000","41,812,000","164,946,000",-,-,"19,766,000","19,766,000",-,-,"47,942,000","47,942,000",-,"47,942,000",-,-,"109,672,000","109,672,000",-,-,-,"211,561,000","86,854,000","80,766,000","1,455,000","1,400,000","55,000","79,911,000","16,795,000","14,363,000","-3,032,000","-3,508,000","476,000",-,"6,088,000","190,438,000","1,400,000","79,366,000","50,431,000","236,980,000","49,031,000","157,614,000","126,545,000","506,202","506,202",-,-
83,6/30/2002,"1,083,306,000","182,838,000","34,454,000",-,"17,686,000","16,768,000",-,-,-,"148,384,000","148,384,000",-,"336,812,000","163,867,000","172,945,000",-,-,-,"392,778,000","403,215,000",-,-,-,"403,215,000","10,437,000",-,"21,050,000",-,-,-,"34,448,000",-,-,-,-,"115,380,000","990,823,000","394,878,000","353,697,000","353,697,000","41,181,000","171,619,000",-,-,"21,175,000","21,175,000",-,-,"40,653,000","40,653,000",-,"40,653,000",-,-,"114,580,000","114,580,000",-,-,-,"247,918,000","92,483,000","85,715,000","1,455,000","1,400,000","55,000","76,924,000","23,815,000","12,624,000","-3,855,000","-3,115,000","-740,000",-,"6,768,000","200,295,000","1,400,000","84,315,000","51,267,000","239,548,000","49,867,000","155,233,000","120,779,000","511,806","511,806",-,-
84,3/31/2002,"1,057,657,000","183,778,000","33,173,000",-,"15,984,000","17,189,000",-,-,-,"150,605,000","150,605,000",-,"317,144,000","145,059,000","172,085,000",-,-,-,"378,441,000","388,961,000",-,-,-,"388,961,000","10,520,000",-,"26,848,000",-,-,-,"34,391,000",-,-,-,-,"117,055,000","974,019,000","382,389,000","342,249,000","342,249,000","40,140,000","165,120,000",-,-,"25,790,000","25,790,000",-,-,"41,896,000","41,896,000",-,"41,896,000",-,-,"124,463,000","124,463,000",-,-,-,"234,361,000","83,638,000","83,638,000","1,455,000","1,400,000","55,000","73,798,000","23,860,000","11,194,000","-4,281,000","-2,267,000","-2,014,000",-,-,"208,101,000","1,400,000","82,238,000","49,247,000","248,597,000","47,847,000","166,359,000","133,186,000","515,636","515,636",-,-
85,12/31/2001,"1,051,450,000","172,540,000","37,731,000",-,"18,515,000","19,216,000",-,-,-,"134,809,000","134,809,000",-,"305,741,000","144,904,000","160,837,000",-,-,-,"381,845,000","391,933,000",-,-,-,"391,933,000","10,088,000",-,"35,155,000",-,-,-,-,-,-,-,-,"156,169,000","970,203,000","374,525,000","332,692,000","332,692,000","41,833,000","153,511,000",-,-,"32,891,000","32,891,000",-,-,"39,265,000","39,265,000",-,"39,265,000",-,-,"128,756,000","128,756,000",-,-,-,"241,255,000","81,247,000","81,247,000","1,580,000","1,525,000","55,000","69,803,000","23,196,000","11,099,000","-2,233,000","-1,864,000","-369,000",-,-,"210,003,000","1,525,000","79,722,000","81,247,000","247,743,000","79,722,000","168,021,000","130,290,000","514,869","514,869",-,-
86,9/30/2001,"1,068,249,000","177,947,000","39,365,000",-,"21,877,000","17,488,000",-,-,-,"138,582,000","138,582,000",-,"303,171,000","155,292,000","147,879,000",-,-,-,"389,497,000","399,415,000",-,-,-,"399,415,000","9,918,000",-,"50,004,000",-,-,-,-,-,-,-,-,"147,630,000","989,850,000","357,170,000","320,109,000","320,109,000","37,061,000","154,709,000",-,-,"45,643,000","45,643,000",-,-,"60,607,000","60,607,000",-,"60,607,000",-,-,"135,401,000","135,401,000",-,-,-,"236,320,000","78,399,000","78,399,000","1,829,000","1,774,000","55,000","66,781,000","23,150,000","11,170,000","-2,191,000",-,-,-,-,"213,800,000","1,774,000","76,625,000","78,399,000","272,633,000","76,625,000","196,008,000","156,643,000","514,422","514,422",-,-
87,6/30/2001,"953,427,000","168,948,000","30,280,000",-,"15,081,000","15,199,000",-,-,-,"138,668,000","138,668,000",-,"268,593,000","145,113,000","123,480,000",-,-,-,"359,709,000","368,626,000",-,-,-,"368,626,000","8,917,000",-,"23,238,000",-,-,-,-,-,-,-,-,"132,939,000","882,899,000","314,598,000","282,427,000","282,427,000","32,171,000","148,365,000",-,-,"16,517,000","16,517,000",-,-,"58,740,000","58,740,000",-,"58,740,000",-,-,"126,280,000","126,280,000",-,-,-,"218,399,000","70,528,000","70,528,000","1,817,000","1,763,000","54,000","64,460,000","16,881,000","10,763,000","-1,867,000",-,-,-,-,"196,808,000","1,763,000","68,765,000","70,528,000","253,785,000","68,765,000","185,020,000","154,740,000","502,612","502,612",-,-
88,3/31/2001,"944,327,000","167,845,000","33,657,000",-,"14,373,000","19,284,000",-,-,-,"134,188,000","134,188,000",-,"262,835,000","137,137,000","125,698,000",-,-,-,"357,320,000","366,277,000",-,-,-,"366,277,000","8,957,000",-,"24,592,000",-,-,-,-,-,-,-,-,"131,735,000","875,668,000","313,285,000","282,555,000","282,555,000","30,730,000","136,239,000",-,-,"13,415,000","13,415,000",-,-,"66,317,000","66,317,000",-,"66,317,000",-,-,"123,000,000","123,000,000",-,-,-,"223,412,000","68,659,000","68,659,000","1,801,000","1,747,000","54,000","61,660,000","17,050,000","10,299,000","-1,553,000",-,-,-,-,"191,659,000","1,747,000","66,912,000","68,659,000","256,229,000","66,912,000","189,317,000","155,660,000","503,375","503,375",-,-
