,Breakdown,Total Revenue,Pretax Income,Net Income Common Stockholders,Diluted NI Available to Com Stockholders,Net Income from Continuing & Discontinued Operation,Normalized Income,Net Income from Continuing Operation Net Minority Interest,Tax Rate for Calcs,Tax Effect of Unusual Items
0,ttm,"-35,152","-35,463","-35,463","-35,463","-35,463","-35,463","-35,463",0,0
