Ticker Symbol,Index,Ticker,Date,ROE,ROA
EWBC,5,EWBC,2022-03-31,4.0713230172318395,0.3904210007372841
EWBC,6,EWBC,2021-12-31,3.8275625061399414,0.3572821191123033
EWBC,7,EWBC,2021-09-30,4.06393959998183,0.376659371911488
EWBC,8,EWBC,2021-06-30,4.252428606325001,0.395156702660643
EWBC,9,EWBC,2021-03-31,3.890438256463298,0.39303323032174087
EWBC,10,EWBC,2020-12-31,3.200948244144776,0.3257478433677853
EWBC,11,EWBC,2020-09-30,3.198901677740587,0.32289976158118044
EWBC,12,EWBC,2020-06-30,2.0263574128821524,0.21622447457258984
EWBC,13,EWBC,2020-03-31,2.8863103740281493,0.3276850516389502
EWBC,14,EWBC,2019-12-31,3.854760434058129,0.4349312145937418
EWBC,15,EWBC,2019-09-30,3.620501276456076,0.39964228592888273
EWBC,16,EWBC,2019-06-30,3.2748757058578852,0.357269851088225
EWBC,17,EWBC,2019-03-31,3.707616726499749,0.39964567336241613
EWBC,18,EWBC,2018-12-31,4.075950858098637,0.44280585218897117
EWBC,19,EWBC,2018-09-30,4.163592012607783,0.4499309404781147
EWBC,20,EWBC,2018-06-30,4.3317319111128985,0.456927608884877
EWBC,21,EWBC,2018-03-31,4.868151624005615,0.503447500446094
EWBC,22,EWBC,2017-12-31,2.244852846297201,0.23382747466492615
EWBC,23,EWBC,2017-09-30,3.614456846529443,0.3693452157474701
EWBC,24,EWBC,2017-06-30,3.318326596473202,0.33481290853866574
EWBC,25,EWBC,2017-03-31,4.9518327084806,0.48790359207148043
EWBC,26,EWBC,2016-12-31,,
MS,5,MS,2022-03-31,3.625717824569305,0.2981130169845304
MS,6,MS,2021-12-31,3.659592676739376,0.30172804827648775
MS,7,MS,2021-09-30,3.615819209039548,0.30848550316102963
MS,8,MS,2021-06-30,3.4595823731841757,0.2941044485023801
MS,9,MS,2021-03-31,4.303422636737958,0.356854162969973
MS,10,MS,2020-12-31,4.088940080626988,0.34165324183526163
MS,11,MS,2020-09-30,3.3241600000000004,0.26625984377098577
MS,12,MS,2020-06-30,3.9397465735712442,0.3214830211174357
MS,13,MS,2020-03-31,2.177217269851703,0.17756851743689336
MS,14,MS,2019-12-31,2.8228317673499226,0.2309983115519098
MS,15,MS,2019-09-30,2.814053876837331,0.23095231955728907
MS,16,MS,2019-06-30,2.812863553265747,0.23185884351411704
MS,17,MS,2019-03-31,3.256838524384463,0.2736866030642121
MS,18,MS,2018-12-31,1.9392160494706694,0.15724705580595183
MS,19,MS,2018-09-30,2.8602190142940116,0.23051234479805907
MS,20,MS,2018-06-30,3.2612135684898007,0.2640667680068026
MS,21,MS,2018-03-31,3.738874126991041,0.3023247895760761
MS,22,MS,2017-12-31,0.7323511879417526,0.06044327410439116
MS,23,MS,2017-09-30,2.4009330640343642,0.20070961789074165
MS,24,MS,2017-06-30,2.2866117226672813,0.19065559334495447
MS,25,MS,2017-03-31,2.684955493944258,0.22578099979262506
MS,26,MS,2016-12-31,,
MCBC,5,MCBC,2022-03-31,2.3621582252317865,0.20486548702842952
MCBC,6,MCBC,2021-12-31,2.4645835067978257,0.21423401688781665
MCBC,7,MCBC,2021-09-30,2.9014934512946335,0.24487553237137577
MCBC,8,MCBC,2021-06-30,3.2255269639696507,0.2859189837697639
MCBC,9,MCBC,2021-03-31,3.2429547662429172,0.29439528604184817
MCBC,10,MCBC,2020-12-31,3.847091270604836,0.3586293875995628
MCBC,11,MCBC,2020-09-30,3.1045879880351275,0.29047613607991035
MCBC,12,MCBC,2020-06-30,3.4162268539225336,0.37605423688758255
MCBC,13,MCBC,2020-03-31,2.9480063825188876,0.3096986247371475
MCBC,14,MCBC,2019-12-31,3.858630214604434,0.3810682033744028
MCBC,15,MCBC,2019-09-30,3.969462677416687,0.4123523747665417
MCBC,16,MCBC,2019-06-30,4.042613378054818,0.41555029389162357
MCBC,17,MCBC,2019-03-31,4.006224686014892,0.38711493556860227
MCBC,18,MCBC,2018-12-31,3.8282167239205114,0.36696186524793506
MCBC,19,MCBC,2018-09-30,3.8127246625193365,0.3659198917406882
MCBC,20,MCBC,2018-06-30,3.8363288021165953,0.3609868117481677
MCBC,21,MCBC,2018-03-31,3.326858820945047,0.30445998163188437
MCBC,22,MCBC,2017-12-31,1.2648157542775447,0.12168297425578715
MCBC,23,MCBC,2017-09-30,2.8646981048920233,0.2771361798866783
MCBC,24,MCBC,2017-06-30,2.8661711155918024,0.2722927541651586
MCBC,25,MCBC,2017-03-31,2.7490307509291845,0.25617269945715515
MCBC,26,MCBC,2016-12-31,,
Bk,5,Bk,2022-03-31,1.8300345585925228,0.15727728052056755
Bk,6,Bk,2021-12-31,2.1044546850998462,0.17469550488488586
Bk,7,Bk,2021-09-30,2.1624938635247912,0.188665911431955
Bk,8,Bk,2021-06-30,2.4521812288125107,0.21312561292431567
Bk,9,Bk,2021-03-31,2.0794958797867182,0.1826958497379869
Bk,10,Bk,2020-12-31,1.7382691593413397,0.16386631123394602
Bk,11,Bk,2020-09-30,2.236690923018001,0.19804845404642835
Bk,12,Bk,2020-06-30,2.396085418716592,0.19245762621354037
Bk,13,Bk,2020-03-31,2.4880735879391684,0.24743911005798042
Bk,14,Bk,2019-12-31,3.701633934749055,0.3727543626463148
Bk,15,Bk,2019-09-30,2.637466768445158,0.2628762120639718
Bk,16,Bk,2019-06-30,2.5714513175702574,0.27995100135208534
Bk,17,Bk,2019-03-31,2.453094673280138,0.25077644244680647
Bk,18,Bk,2018-12-31,2.961754958177705,0.3219258369785859
Bk,19,Bk,2018-09-30,2.831704554434581,0.30459470486898177
Bk,20,Bk,2018-06-30,2.762792646519667,0.28238984788421745
