,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Federal Funds Sold,Security Agree to be Resold,Security Borrowed,Customer Acceptances,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Net PPE,Gross PPE,Properties,Land And Improvements,Machinery Furniture Equipment,Construction in Progress,Leases,Other Properties,Accumulated Depreciation,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Deferred Assets,Deferred Tax Assets,Assets Held for Sale,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Depositsby Bank,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Federal Funds Purchased,Financial Instruments Sold Under Agreements To Repurchase,Securities Loaned,Payables And Accrued Expenses,Payables,Accounts Payable,Total Tax Payable,Income Tax Payable,Other Payable,Current Accrued Expenses,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Capital Lease Obligation,Long Term Provisions,Non Current Deferred Liabilities,Non Current Deferred Taxes Liabilities,Preferred Securities Outside Stock Equity,Liabilities of Discontinued Operations,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Unrealized Gain Loss,Minimum Pension Liabilities,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number
52,3/31/2010,"1,670,442,000","79,752,000","69,995,000",-,-,"69,995,000","9,757,000","9,757,000",-,"9,757,000","48,760,000",-,"1,060,892,000",-,"1,060,892,000",-,-,"8,011,000",-,"266,835,000","266,835,000",-,-,-,-,-,-,-,-,-,-,-,"3,226,000",-,-,-,-,-,-,-,-,"11,627,000",-,-,"9,754,000","9,754,000",-,"181,585,000","1,630,258,000","366,040,000",-,-,-,-,"47,714,000",-,"47,714,000","8,350,000",-,-,-,-,-,-,-,"43,993,000","43,993,000",-,"43,993,000","78,742,000","607,736,000","143,687,000","143,687,000",-,"1,724,000","4,595,000","4,595,000",-,-,"327,677,000","40,184,000","39,118,000",-,-,"25,749,000","16,333,000","107,000","-2,803,000",-,-,-,-,"-54,000","1,066,000","182,805,000","39,118,000",-,"27,491,000","226,798,000","27,491,000","187,680,000","117,685,000","799,354","796,780","2,575"
53,12/31/2009,"1,500,664,000","153,376,000","56,579,000","9,346,000",-,"47,233,000","96,797,000","96,797,000","6,820,000","89,977,000","63,496,000",-,"241,254,000","213,063,000","11,072,000",-,"17,119,000","8,487,000","596,410,000","291,839,000","296,432,000","1,001,000","20,510,000","27,002,000","87,632,000","160,287,000","3,343,000","-1,250,000","101,046,000","96,878,000","3,426,000","4,168,000","2,777,000","6,268,000","1,469,000",-,"2,741,000","466,000","1,592,000","1,469,000","-3,491,000","10,169,000","7,420,000","2,749,000","7,150,000","7,150,000","106,000","24,660,000","1,462,695,000","344,220,000","292,489,000",-,"292,489,000","51,731,000","98,290,000","45,495,000","52,795,000","5,564,000","116,651,000","116,651,000","114,510,000","2,141,000","2,141,000",-,-,"42,897,000","42,897,000","20,906,000","21,991,000","69,386,000","576,973,000","147,624,000","147,624,000",-,"1,307,000","2,157,000","2,157,000","10,577,000","23,000","47,049,000","37,969,000","36,647,000","1,589,000","1,589,000","24,056,000","14,830,000","48,000","-3,780,000",-,-,-,-,-,"1,322,000","184,271,000","36,647,000",-,"26,478,000","227,168,000","26,478,000","190,521,000","133,942,000","799,302","798,421",880.197
54,9/30/2009,"1,659,557,000","80,500,000","74,324,000",-,-,"74,324,000","6,176,000","6,176,000",-,"6,176,000","41,961,000",-,"1,074,682,000","225,668,000","849,014,000",-,-,"7,508,000",-,"260,155,000","260,155,000",-,-,-,-,-,-,-,-,-,-,-,"2,698,000",-,-,-,-,-,-,-,-,"9,653,000",-,-,"7,808,000","7,808,000",-,"174,592,000","1,623,900,000","364,973,000",-,-,-,-,"43,718,000",-,"43,718,000","3,456,000",-,-,-,-,-,-,-,"47,381,000","47,381,000",-,"47,381,000","52,678,000","662,991,000","134,669,000","134,669,000",-,"1,311,000","4,179,000","4,179,000",-,-,"308,544,000","35,657,000","34,565,000","1,589,000","1,589,000","22,909,000","14,672,000","23,000","-4,579,000","-4,579,000",-,-,-,"-3,000","1,092,000","169,234,000","34,565,000",-,"24,912,000","216,615,000","24,912,000","182,050,000","107,726,000","799,354","797,552","1,802"
55,6/30/2009,"1,732,873,000","69,138,000","56,635,000",-,-,"56,635,000","12,503,000","12,503,000",-,"12,503,000","39,177,000",-,"1,160,485,000","228,475,000","932,010,000",-,-,"7,611,000",-,"264,485,000","264,485,000",-,-,-,-,-,-,-,-,-,-,-,"2,676,000",-,-,-,-,-,-,-,-,"10,002,000",-,-,"9,670,000","9,670,000",-,"169,629,000","1,697,433,000","368,532,000",-,-,-,-,"55,281,000",-,"55,281,000","2,417,000",-,-,-,-,-,-,-,"44,766,000","44,766,000",-,"44,766,000","54,504,000","730,533,000","134,811,000","134,811,000",-,"1,372,000","6,029,000","6,029,000",-,-,"299,188,000","35,440,000","34,327,000","1,589,000","1,589,000","21,751,000","15,269,000","261,000","-4,013,000","-4,013,000",-,-,-,"-8,000","1,113,000","169,138,000","34,327,000",-,"24,325,000","213,904,000","24,325,000","179,577,000","122,942,000","799,226","795,750","3,476"
56,3/31/2009,"2,103,425,000","69,618,000","56,088,000",-,-,"56,088,000","13,530,000","13,530,000",-,"13,530,000","31,132,000",-,"1,538,378,000",-,"1,538,378,000",-,-,"7,284,000",-,"273,263,000","273,263,000",-,-,-,-,-,-,-,-,-,-,-,"2,675,000",-,-,-,-,-,-,-,-,"10,361,000",-,-,"12,517,000","12,517,000",-,"158,197,000","2,068,527,000","395,670,000",-,-,-,-,"65,201,000",-,"65,201,000","2,490,000",-,-,-,-,-,-,-,"37,423,000","37,423,000",-,"37,423,000","46,525,000","1,092,393,000","132,675,000","132,675,000",-,"1,443,000","6,658,000","6,658,000",-,-,"288,049,000","34,898,000","33,661,000","1,589,000","1,589,000","21,374,000","15,255,000","326,000","-4,228,000","-4,228,000",-,-,-,"-3,000","1,237,000","166,336,000","33,661,000",-,"23,300,000","203,759,000","23,300,000","170,098,000","114,010,000","795,750","795,750",-
57,12/31/2008,"2,202,423,000","178,558,000","74,565,000","9,826,000","9,849,160","64,739,000","103,993,000","103,993,000","9,267,000","94,726,000","64,101,000",-,"248,066,000","216,041,000","9,312,000",-,"22,713,000","3,135,000","1,224,493,000","317,970,000","321,056,000","1,229,000","21,733,000","30,923,000","79,536,000","187,635,000","1,938,000","-1,148,000","114,927,000","108,715,000",-,"6,212,000","3,712,000","6,811,000",-,-,"2,500,000","1,317,000","1,513,000","1,481,000","-3,099,000","9,877,000","7,533,000","2,344,000","8,470,000","8,470,000",-,"29,114,000","2,170,509,000","395,553,000","361,342,000",-,"361,342,000","34,211,000","139,750,000","87,117,000","52,633,000","3,216,000","118,933,000","118,933,000","116,579,000","2,354,000","2,354,000","111,731,322",-,"39,115,000","39,115,000","26,095,000","13,020,000","78,724,000","1,181,617,000","154,647,000","154,647,000",-,"1,418,000","3,784,000","3,784,000","9,729,000",-,"44,023,000","31,914,000","30,703,000","1,461,000","1,461,000","20,074,000","14,961,000","939,000","-4,851,000","-882,000",-,"-3,620,000","-349,000","-3,000","1,211,000","185,350,000","30,703,000",-,"20,826,000","224,465,000","20,826,000","193,762,000","119,197,000","745,478","734,931","10,547"
58,9/30/2008,"1,461,586,306","57,196,242","36,755,081",-,"7,703,381","29,051,699","20,441,161","20,441,161",-,-,-,-,"1,001,127,512",-,"1,001,127,512",-,-,-,-,"179,298,491","179,298,491",-,-,-,-,-,-,-,-,-,-,-,"2,490,247",-,-,-,-,-,-,-,-,"7,701,963",-,-,-,-,-,"213,771,850","1,435,607,164","303,637,068","303,637,068",-,"303,637,068",-,"107,199,777",-,-,-,-,-,-,-,-,-,-,"32,998,787","32,998,787",-,"32,998,787",-,-,"95,787,623","95,787,623",-,-,-,-,-,-,"895,983,909","25,979,142","24,674,085","1,036,243","1,036,243","16,969,994","12,488,826","1,719,980","-5,872,046",-,-,-,-,"1,771,047","1,305,057","120,461,708","24,674,085",-,"16,972,122","153,460,494","16,972,122","128,786,410","92,031,329","650,658","650,658",-
59,6/30/2008,"1,992,526,552","59,478,120","38,796,764",-,"5,889,351","32,907,414","20,681,356","20,681,356",-,-,-,-,"45,765,109",-,"45,765,109",-,-,-,-,"215,795,643","215,795,643",-,-,-,-,-,-,-,-,-,-,-,"2,557,051",-,-,-,-,-,-,-,-,"8,879,143",-,-,-,-,-,"1,660,051,486","1,958,824,190","422,843,045",-,-,0,"422,843,045","164,047,772",-,-,-,-,-,-,-,-,-,-,"59,225,211","59,225,211",-,"59,225,211",-,-,"129,507,887","129,507,887",-,-,-,-,-,-,"1,183,200,275","33,702,362","31,922,466",-,-,"23,599,342","17,732,868","2,454,108","-6,955,636",-,-,"-3,236,982","-3,718,653",-,"1,779,895","161,430,353","31,922,466",-,"23,043,323","220,655,564","23,043,323","188,733,098","149,936,334","650,658","650,658",-
60,3/31/2008,"2,304,161,947","252,038,747","32,072,973",-,"6,471,835","25,601,138","219,965,774","219,965,774",-,-,-,-,"1,424,065,205","1,377,755,588","46,309,617",-,-,-,-,"368,503,916","368,503,916",-,-,-,-,-,-,-,"196,479,490","7,579,917","7,579,917","188,899,573","2,471,974",-,-,-,-,-,-,-,-,"8,848,197",-,-,-,-,-,"51,754,418","2,268,146,733","439,395,235",-,-,0,"439,395,235","377,508,511",-,-,-,-,-,-,-,-,-,-,"63,548,215","63,548,215",-,"63,548,215",-,-,"177,262,174","177,262,174",-,-,-,-,-,-,"1,210,432,598","36,015,214","33,981,408",-,-,"24,967,315","17,603,315","2,883,547","-5,705,042",-,-,"-3,316,016","-2,389,026",-633.19,"2,033,806","211,243,581","33,981,408",-,"25,133,211","274,791,796","25,133,211","240,810,388","208,737,415","644,221","644,221",-
61,12/31/2007,"2,020,349,000","254,986,000","30,247,000","8,632,000","8,645,391","21,615,000","224,739,000","224,739,000","13,597,000","211,142,000","125,791,000",-,"505,116,000","451,827,000","14,630,000",-,"38,659,000","4,570,000","603,059,000","321,593,000","323,390,000","2,431,000","14,002,000","25,323,000","62,016,000","219,618,000","1,705,000","-92,000","164,480,000","158,708,000","7,561,031","5,772,000","2,409,000","5,407,000",-,-,"2,297,000","124,000","1,444,000","1,542,000","-2,998,000","9,383,000","7,232,000","2,151,000","4,772,000","4,772,000",-,"24,190,000","1,981,883,000","457,946,000","427,759,000",-,"427,759,000","30,187,000","363,684,000","178,741,000","184,943,000","9,565,000","139,709,000","139,709,000","135,194,000","4,515,000","4,515,000","128,611,599",-,"53,410,000","53,410,000","31,187,000","22,223,000","119,853,000","608,528,000","179,556,000","179,556,000",-,"1,295,000","2,124,000","2,124,000","6,345,000",-,"39,868,000","38,466,000","37,044,000","1,358,000","1,358,000","25,116,000","15,808,000","2,819,000","1,133,000","3,635,000",-,"-2,450,000","-52,000","-3,552,000","1,422,000","216,600,000","37,044,000",-,"27,661,000","270,010,000","27,661,000","232,966,000","202,719,000","682,844","645,078","37,766"
62,9/30/2007,"1,879,536,619","42,087,545","31,000,663",-,"11,811,478","19,189,185","11,086,882","11,086,882",-,-,-,-,"1,406,788,767",-,"1,406,788,767",-,-,-,-,"193,406,213","193,406,213",-,-,-,-,-,-,-,-,-,-,-,"2,515,764",-,-,-,-,-,-,-,-,"8,776,443",-,-,-,-,-,"225,961,885","1,841,983,756","443,493,507","443,493,507",-,"443,493,507",-,"143,744,045",-,-,-,-,-,-,-,-,-,-,"57,575,263","57,575,263",-,"57,575,263",-,-,"151,012,431","151,012,431",-,-,-,-,-,-,"1,046,158,510","37,552,863","36,811,448",-,-,"24,070,048","16,798,858","2,812,891","-1,243,867",-,-,"-1,613,173","369,306",-700.77,"741,415","187,823,879","36,811,448",-,"28,035,005","245,399,142","28,035,005","208,587,694","177,587,031","642,548","642,548",-
63,6/30/2007,"1,938,039,720","41,828,419","27,165,312",-,"7,466,748","19,698,563","14,663,107","14,663,107",-,-,-,-,"1,432,302,158",-,"1,432,302,158",-,-,-,-,"192,909,839","192,909,839",-,-,-,-,-,-,-,-,-,-,-,"2,797,722",-,-,-,-,-,-,-,-,"9,034,418",-,-,-,-,-,"259,167,165","1,901,039,164","446,209,692","446,209,692",-,"446,209,692",-,"128,044,355",-,-,-,-,-,-,-,-,-,-,"65,316,133","65,316,133",-,"65,316,133",-,-,"153,249,710","153,249,710",-,-,-,-,-,-,"1,108,219,273","37,000,557","36,283,950",-,-,"22,529,530","17,637,395","2,653,662","-1,229,313",-,-,"-964,834","-264,480",-,"716,607","189,533,660","36,283,950",-,"27,249,531","254,849,793","27,249,531","218,565,843","191,400,532","643,706","643,706",-
64,3/31/2007,"1,746,510,250","42,723,313","32,238,234",-,"6,725,812","25,512,422","10,485,080","10,485,080",-,-,-,-,"1,025,592,325","913,506,693","112,085,632",-,-,-,-,"188,677,542","188,677,542",-,-,-,-,-,-,-,"376,355,757","6,070,822","6,070,822","370,284,935","2,947,829",-,-,-,-,-,-,-,-,"9,167,614",-,-,-,-,-,"101,045,869","1,709,667,624","420,581,430","420,581,430",-,"420,581,430",-,"126,916,851",-,-,-,"366,218,009","366,218,009","5,804,334",-,-,"360,413,675",-,"63,266,046","63,266,046",-,"63,266,046",-,-,"137,145,175","137,145,175",-,-,-,-,-,-,"595,540,113","36,842,626","36,237,041",-,-,"22,485,994","17,127,801","2,076,505","-1,300,249",-,-,"-915,489","-384,760",-,"605,585","173,382,216","36,237,041",-,"27,069,427","236,648,261","27,069,427","200,411,220","168,172,987","647,697","647,697",-
65,12/31/2006,"1,126,230,000","165,242,000","26,479,000","7,009,000","7,008,633","19,470,000","138,763,000","138,763,000","138,763,000",-,"108,266,000","342,000","446,673,000","424,523,000","96,000",-,"22,054,000","5,261,000","75,344,000","218,989,000","220,596,000","36,723,000","15,798,000","28,454,000","51,977,000","87,644,000","1,754,000","147,000","77,399,000","68,055,000","6,015,301","9,344,000","4,149,000","7,917,000",-,"687,000","3,066,000","114,000","1,366,000","2,684,000","-3,768,000","8,411,000","7,144,000","1,267,000",-,-,-,"16,154,000","1,093,422,000","408,782,000","378,395,000",-,"378,395,000","30,387,000","187,129,000","187,129,000",-,"23,240,000","78,930,000","69,198,000","62,167,000","7,031,000","7,031,000","56,037,995","9,732,000","19,793,000","19,793,000","6,806,000","12,987,000","126,243,000","92,611,000","132,495,000","132,495,000",-,-,-,-,-,-,"24,199,000","32,808,000","32,808,000","1,343,000","1,343,000","25,069,000","14,424,000","2,378,000","-2,193,000","614,000",0,"-2,214,000","-593,000","-3,457,000",-,"165,303,000","32,808,000",-,"24,397,000","185,096,000","24,397,000","152,288,000","125,809,000","641,969","641,969",-
66,9/30/2006,"1,095,422,780","161,906,869","25,821,449",-,"6,055,473","19,765,977","136,085,420","136,085,420",-,-,-,-,"623,530,083","482,564,827","140,965,256",-,-,-,-,"177,220,084","177,220,084",-,-,-,-,-,-,-,-,-,-,-,"4,202,979",-,-,-,-,-,-,-,-,"7,877,236",-,-,-,-,-,"120,685,530","1,064,404,735","375,310,076","348,346,085",-,"348,346,085","26,963,991","192,541,966",-,-,-,-,-,-,-,-,-,-,"29,454,733","29,454,733",-,"29,454,733",-,-,"126,658,266","126,658,266",-,-,-,-,-,-,"340,439,694","31,018,045","31,018,045",-,-,"23,209,362","15,328,186","2,202,348","-5,316,366",-,-,"-1,872,193","-3,444,173",-787.96,-,"157,676,312","31,018,045",-,"23,140,809","187,131,044","23,140,809","156,112,999","130,291,550","578,048","578,048",-
67,6/30/2006,"1,059,044,841","174,688,842","24,309,904",-,"6,991,748","17,318,155","150,378,938","150,378,938",-,-,-,-,"583,661,515","455,866,065","127,795,450",-,-,-,-,"164,074,438","164,074,438",-,-,-,-,-,-,-,-,-,-,-,"4,794,208",-,-,-,-,-,-,-,-,"7,913,651",-,-,-,-,-,"123,912,188","1,029,960,295","367,513,656","339,961,440",-,"339,961,440","27,552,216","184,412,647",-,-,-,-,-,-,-,-,-,-,"28,859,158","28,859,158",-,"28,859,158",-,-,"121,553,432","121,553,432",-,-,-,-,-,-,"327,621,403","29,084,546","29,084,546",-,-,"22,038,799","15,921,997","2,140,411","-6,735,056",-,-,-,-,-782.6,-,"150,637,978","29,084,546",-,"21,170,895","179,497,136","21,170,895","150,412,590","126,102,686","580,623","580,623",-
68,3/31/2006,"1,034,002,358","141,041,235","22,812,352",-,"6,927,609","15,884,743","118,228,883","118,228,883",-,-,-,-,"610,259,897","471,318,313","138,941,584",-,-,-,-,"156,559,673","156,559,673",-,-,-,-,-,-,-,-,-,-,-,"4,921,185",-,-,-,-,-,-,-,-,"8,227,000",-,-,-,-,-,"112,993,370","1,003,256,711","373,741,080","345,939,893",-,"345,939,893","27,801,187","181,548,401",-,-,-,-,-,-,-,-,-,-,"18,372,148","18,372,148",-,"18,372,148",-,-,"117,266,921","117,266,921",-,-,-,-,-,-,"312,328,161","30,745,648","30,745,648",-,-,"21,810,789","15,502,763","1,021,362","-5,546,542",-,-,"-1,640,945","-3,905,597",-,-,"148,012,569","30,745,648",-,"22,518,648","166,384,717","22,518,648","135,639,069","112,826,718","650,861","650,861",-
69,12/31/2005,"991,408,221","149,413,319","18,519,940",-,"6,566,199","11,953,741","130,893,379","130,893,379",-,-,-,-,"570,759,470","448,052,521","122,706,950",-,-,-,-,"151,240,406","153,167,121",-,-,-,-,"153,167,121","1,926,715",-,-,-,-,-,"5,075,147",-,-,-,-,-,-,-,-,"8,237,088",-,-,-,-,-,"106,682,790","961,495,162","380,497,589","350,515,297",-,"350,515,297","29,982,292","143,415,341",-,-,-,-,-,-,-,-,-,-,"20,533,619","20,533,619",-,"20,533,619",-,-,"113,467,665","113,467,665",-,-,-,-,-,-,"303,580,948","29,913,059","29,913,059","1,419,285","1,419,285","22,610,622","11,663,298","3,365,420","-2,414,727",-,-,-,-,-,-,"143,380,724","29,913,059",-,"21,675,971","163,914,343","21,675,971","134,001,284","115,481,345","650,861","650,861",-
70,9/30/2005,"970,785,036","163,184,208","25,751,929",-,"7,002,776","18,749,153","137,432,279","137,432,279",-,-,-,-,"541,925,075","423,405,692","118,519,382",-,-,-,-,"145,937,847","145,937,847",-,-,-,-,-,-,-,-,-,-,-,"5,125,118",-,-,-,-,-,-,-,-,"8,143,168",-,-,-,-,-,"106,469,621","940,802,350","359,941,842","331,034,717",-,"331,034,717","28,907,126","133,934,632",-,-,-,-,-,-,-,-,-,-,"26,177,498","26,177,498",-,"26,177,498",-,-,"123,718,476","123,718,476",-,-,-,-,-,-,"297,029,902","29,982,686","29,982,686","1,414,685","1,414,685","22,116,304","11,485,383","2,287,435","-2,746,252",-,-,-,-,-,-,"153,701,161","29,982,686",-,"21,839,517","179,878,659","21,839,517","149,895,973","124,144,045","602,123","602,123",-
71,6/30/2005,"961,693,896","169,923,534","23,821,473",-,"8,098,244","15,723,229","146,102,061","146,102,061",-,-,-,-,"534,719,471","424,901,340","109,818,131",-,-,-,-,"142,383,725","142,383,725",-,-,-,-,-,-,-,-,-,-,-,"5,106,725",-,-,-,-,-,-,-,-,"8,234,522",-,-,-,-,-,"101,325,918","934,070,667","358,701,399","329,379,232",-,"329,379,232","29,322,167","142,064,090",-,-,-,-,-,-,-,-,-,-,"24,491,302","24,491,302",-,"24,491,302",-,-,"121,149,890","121,149,890",-,-,-,-,-,-,"287,663,986","27,623,229","27,623,229","1,407,385","1,407,385","21,119,856","11,393,704","2,098,688","-4,199,028",-,-,-,-,-,-,"148,773,119","27,623,229",-,"19,388,707","173,264,421","19,388,707","145,641,192","121,819,719","597,102","597,102",-
72,3/31/2005,"900,528,039","160,540,754","29,255,711",-,"8,259,701","20,996,010","131,285,043","131,285,043",-,-,-,-,"494,350,858","384,628,055","109,722,803",-,-,-,-,"142,446,864","142,446,864",-,-,-,-,-,-,-,-,-,-,-,"5,032,809",-,-,-,-,-,-,-,-,"7,755,957",-,-,-,-,-,"90,400,796","873,712,361","348,724,160","319,141,362",-,"319,141,362","29,582,798","113,205,810",-,-,-,-,-,-,-,-,-,-,"25,285,161","25,285,161",-,"25,285,161",-,-,"115,132,842","115,132,842",-,-,-,-,-,-,"271,364,388","26,815,678","26,815,678","1,403,231","1,403,231","20,973,639","11,309,935","1,908,518","-4,963,381",-,-,-,-,771.43,-,"141,948,520","26,815,678",-,"19,059,721","167,233,681","19,059,721","140,418,003","111,162,292","602,123","602,123",-
73,12/31/2004,"839,447,382","149,478,311","25,649,134",-,"7,573,761","18,075,373","123,829,178","123,829,178",-,-,-,-,"458,772,782","372,871,421","85,901,361",-,-,-,-,"136,243,595","138,663,185",-,-,-,-,"138,663,185","2,343,609","-75,981",-,-,-,-,"5,221,299",-,-,-,-,-,-,-,-,"7,441,716",-,-,-,-,-,"82,289,679","813,562,191","329,225,846","301,972,259",-,"301,972,259","27,253,588","105,214,561",-,-,-,-,-,-,-,-,-,-,"20,103,255","20,103,255",-,"20,103,255",-,-,"106,790,983","106,790,983",-,-,-,-,-,-,"252,227,546","25,885,191","25,885,191","1,391,264","1,391,264","19,799,331","11,138,968","1,571,996","-4,872,376",-,-,-,-,-,-,"132,676,174","25,885,191",-,"18,443,475","152,779,429","18,443,475","126,894,238","101,245,105","665,939","665,939",-
74,9/30/2004,"844,914,934","144,998,479","25,375,096",-,"8,330,501","17,044,595","119,623,383","119,623,383",-,-,-,"81,222","462,417,975","359,486,152","102,931,823",-,-,-,-,"137,434,362","137,434,362",-,-,-,-,-,-,-,"4,183,344","4,183,344","4,183,344",-,"5,752,300",-,-,-,-,-,-,-,-,"7,894,635",-,-,-,-,-,"82,152,616","818,652,827","337,013,342","307,680,876",-,"307,680,876","29,332,466","107,165,831",-,-,-,"4,767,983","4,767,983","4,767,983",-,-,-,-,"17,893,809","17,893,809",-,"17,893,809",-,-,"99,963,595","99,963,595",-,-,-,-,-,-,"251,848,267","26,262,106","26,262,106","1,392,036","1,392,036","19,631,642","11,145,131","952,953","-4,954,553",-,-,-,-,804.18,-,"126,225,701","26,262,106",-,"18,367,471","144,119,510","18,367,471","117,857,404","92,482,308","617,572","617,572",-
75,6/30/2004,"848,314,683","151,760,582","32,625,533",-,"9,982,372","22,643,161","119,135,050","119,135,050",-,-,-,"105,759","458,846,412","353,938,865","104,907,546",-,-,-,-,"141,734,759","141,734,759",-,-,-,-,-,-,-,"3,914,736","3,914,736","3,914,736",-,"5,828,243",-,-,-,-,-,-,-,-,"8,060,667",-,-,-,-,-,"78,063,525","821,140,266","334,118,413","302,851,356",-,"302,851,356","31,267,058","107,721,237",-,-,-,"4,536,995","4,536,995","4,536,995",-,-,-,-,"19,701,575","19,701,575",-,"19,701,575",-,-,"98,419,332","98,419,332",-,-,-,-,-,-,"256,642,714","27,174,417","27,174,417","1,390,449","1,390,449","18,938,304","11,135,887","40,992","-4,249,231",-,-,-,-,-,-,"125,593,749","27,174,417",-,"19,113,750","145,295,324","19,113,750","118,120,908","85,495,375","644,736","644,736",-
76,3/31/2004,"877,047,330","149,024,023","27,086,718",-,"6,753,823","20,332,895","121,937,305","121,937,305",-,-,-,"107,951","492,592,396","363,972,694","128,619,702",-,-,-,-,"145,399,961","145,399,961",-,-,-,-,-,-,-,"3,445,497","3,445,497","3,445,497",-,"5,783,889",-,-,-,-,-,-,-,-,"8,024,071",-,-,-,-,-,"72,669,543","848,509,364","350,565,694","322,198,989",-,"322,198,989","28,366,705","115,511,393",-,-,-,"3,950,349","3,950,349","3,950,349",-,-,-,-,"22,109,618","22,109,618",-,"22,109,618",-,-,"95,304,306","95,304,306",-,-,-,-,-,-,"261,068,004","28,537,966","28,537,966","1,487,773","1,487,773","21,477,335","11,132,729","655,010","-4,904,861",-,-,-,-,-,-,"123,842,271","28,537,966",-,"20,513,895","145,951,890","20,513,895","117,413,924","90,327,206","670,871","670,871",-
77,12/31/2003,"802,211,685","133,470,885","21,248,243",-,"6,624,592","14,623,651","112,222,642","112,222,642",-,-,-,"59,552","442,024,591","344,767,826","97,256,765",-,-,-,-,"144,692,911","148,149,323",-,-,-,-,"148,149,323","3,275,374","-181,039","3,605,690","3,605,690","3,605,690",-,"5,775,774",-,-,-,-,-,-,-,-,"7,843,428",-,-,-,-,-,"64,738,854","774,058,557","305,619,765","277,500,781",-,"277,500,781","28,118,984","102,254,389",-,-,-,"3,786,729","3,786,729","3,786,729",-,-,-,-,"22,251,103","22,251,103",-,"22,251,103",-,-,"97,309,965","97,309,965",-,-,-,-,-,-,"242,836,607","28,153,128","28,153,128","1,487,218","1,487,218","20,450,243","11,127,536","969,511","-3,943,153",-,-,-,-,794.03,-,"125,463,092","28,153,128",-,"20,309,699","147,714,195","20,309,699","119,561,067","98,312,824","727,487","727,487",-
78,9/30/2003,"863,656,787","153,730,151","23,741,857",-,"7,406,677","16,335,180","129,988,295","129,988,295",-,-,-,"71,202","457,961,507","353,734,448","104,227,059",-,-,-,-,"161,987,816","165,417,500",-,-,-,-,"165,417,500","3,429,684",-,"4,019,885","4,019,885","4,019,885",-,"7,378,368",-,-,-,-,-,-,-,-,"8,334,871",-,-,-,-,-,"70,172,988","836,251,053","318,991,523","291,562,627",-,"291,562,627","27,428,896","138,635,423",-,-,-,"4,452,242","4,452,242","4,452,242",-,-,-,-,"26,427,785","26,427,785",-,"26,427,785",-,-,"99,559,497","99,559,497",-,-,-,-,-,-,"248,184,584","27,405,734","27,405,734","1,489,228","1,489,228","20,014,498","11,138,324","349,145","-4,887,171",-,-,-,-,-,-,"126,965,231","27,405,734",-,"19,070,863","153,393,016","19,070,863","125,987,282","102,245,426","733,878","733,878",-
79,6/30/2003,"849,637,590","153,582,166","27,092,766",-,"10,319,812","16,772,954","126,489,400","126,489,400",-,-,-,"67,791","441,257,576","342,820,440","98,437,137",-,-,-,-,"160,708,868","164,584,230",-,-,-,-,"164,584,230","3,875,361",-,"4,083,079","4,083,079","4,083,079",-,"7,674,241",-,-,-,-,-,-,-,-,"8,642,430",-,-,-,-,-,"73,621,439","819,782,793","332,155,591","303,132,531",-,"303,132,531","29,023,059","121,109,609",-,-,-,"4,191,718","4,191,718","4,191,718",-,-,-,-,"19,071,750","19,071,750",-,"19,071,750",-,-,"117,907,808","117,907,808",-,-,-,-,-,-,"225,346,317","29,854,798","29,854,798","1,487,047","1,487,047","19,396,797","11,141,990","18,251","-2,152,785",-,-,-,-,-,-,"147,762,606","29,854,798",-,"21,212,368","166,834,356","21,212,368","136,979,558","109,886,792","757,336","757,336",-
