,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Federal Funds Sold,Security Agree to be Resold,Security Borrowed,Customer Acceptances,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Net PPE,Gross PPE,Properties,Land And Improvements,Machinery Furniture Equipment,Construction in Progress,Leases,Other Properties,Accumulated Depreciation,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Deferred Assets,Deferred Tax Assets,Assets Held for Sale,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Depositsby Bank,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Federal Funds Purchased,Financial Instruments Sold Under Agreements To Repurchase,Securities Loaned,Payables And Accrued Expenses,Payables,Accounts Payable,Total Tax Payable,Income Tax Payable,Other Payable,Current Accrued Expenses,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Trading Liabilities,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Capital Lease Obligation,Long Term Provisions,Non Current Deferred Liabilities,Non Current Deferred Taxes Liabilities,Preferred Securities Outside Stock Equity,Liabilities of Discontinued Operations,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Unrealized Gain Loss,Minimum Pension Liabilities,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Treasury Shares Number
27,6/30/2016,"1,803,290,000","222,713,000","134,214,000","122,868,000",-,"11,346,000","88,499,000","88,499,000","24,404,000","64,095,000","50,043,000",-,"261,118,000","165,359,000","22,516,000","3,224,000","70,019,000","2,029,000","615,426,000","455,165,000","455,165,000","3,137,000",-,-,-,"452,028,000",-,-,"155,092,000","153,731,000",-,"1,361,000","2,851,000",-,-,-,-,-,-,-,-,"9,907,000",-,-,"7,737,000","7,737,000","2,876,000","18,333,000","1,736,481,000","565,644,000","371,922,000",-,"371,922,000","193,722,000","61,406,000","17,745,000","43,661,000","2,681,000","183,205,000","183,205,000","181,708,000","1,497,000","1,497,000",-,-,"24,682,000","24,682,000",-,"24,682,000","68,883,000","598,837,000","171,297,000","171,297,000",-,"9,306,000","810,000","810,000","6,171,000","39,000","43,520,000","66,809,000","66,540,000","3,531,000","3,531,000","20,864,000","33,615,000","192,000","4,047,000",-,-,-,-,"4,675,000","269,000","237,837,000","66,540,000",-,"56,633,000","262,519,000","56,633,000","195,979,000","61,765,000","1,531,640","1,531,640",-
28,3/31/2016,"1,740,569,000","198,965,000","123,123,000","113,040,000",-,"10,083,000","75,842,000","75,842,000","22,987,000","52,855,000","58,812,000",-,"255,268,000","161,247,000","24,082,000","3,233,000","66,706,000","1,917,000","581,291,000","451,761,000","451,761,000","3,282,000",-,-,-,"448,479,000",-,-,"145,915,000","144,631,000",-,"1,284,000","2,798,000",-,-,-,-,-,-,-,-,"9,906,000",-,-,"7,538,000","7,538,000","2,976,000","23,422,000","1,674,021,000","559,140,000","373,488,000",-,"373,488,000","185,652,000","55,349,000","15,115,000","40,234,000","2,207,000","179,426,000","179,426,000","177,923,000","1,503,000","1,503,000",-,-,"28,477,000","28,477,000",-,"28,477,000","68,173,000","561,532,000","159,492,000","159,492,000",-,"9,627,000","811,000","811,000","6,112,000","39,000","43,636,000","66,548,000","66,269,000","3,531,000","3,531,000","21,340,000","33,451,000","210,000","3,482,000",-,-,-,-,"4,675,000","279,000","225,761,000","66,269,000",-,"56,363,000","254,238,000","56,363,000","187,969,000","64,846,000","1,545,422","1,531,640","13,781"
29,12/31/2015,"1,629,130,000","132,238,000","109,782,000","96,940,000",-,"12,842,000","22,456,000","22,456,000","22,456,000","51,073,000","33,557,000",-,"378,871,000","196,035,000","109,253,000",-,"73,583,000","1,013,000","515,594,000","427,749,000","427,749,000","3,102,000","91,065,000","45,317,000","197,782,000","427,749,000","5,028,000","-772,000","9,046,000","97,588,000",-,"9,046,000","2,846,000","7,284,000","1,432,000",-,"3,060,000","130,000","2,662,000","1,432,000","-4,437,000","10,078,000","4,890,000","5,188,000","7,762,000","7,762,000","3,491,000","118,138,000","1,561,506,000","566,975,000","374,965,000","119,065,000","374,965,000","192,010,000","9,803,000","9,803,000","31,637,000","3,270,000","2,445,000","2,445,000","137,244,000","2,445,000","2,445,000",-,-,"28,010,000","28,010,000","9,327,000","28,010,000","97,156,000","494,076,000","160,016,000","160,016,000",-,"9,207,000","746,000","746,000","7,020,000","37,000","183,528,000","67,624,000","67,354,000","3,531,000","3,531,000","21,182,000","33,572,000","10,000","4,404,000",-,-,-,-,"4,675,000","270,000","227,370,000","67,354,000",-,"57,276,000","255,380,000","57,276,000","188,026,000","78,244,000","1,545,391","1,544,971",420.012
30,9/30/2015,"1,719,374,000","184,400,000","102,562,000","27,278,000",-,"75,284,000","81,838,000","81,838,000","23,720,000","58,118,000","51,936,000",-,"270,007,000","180,698,000","22,278,000",-,"67,031,000","5,082,000","571,611,000","461,570,000","461,570,000","3,057,000",-,-,-,"458,513,000",-,-,"142,804,000","134,406,000",-,"8,398,000","2,894,000",-,-,-,-,-,-,-,-,"9,932,000",-,-,-,-,"135,000","19,003,000","1,650,495,000","570,223,000","379,306,000",-,"379,306,000","190,917,000","31,487,000","7,086,000","24,401,000","3,344,000","174,155,000","174,155,000","171,574,000","2,581,000","2,581,000",-,-,"30,194,000","30,194,000",-,"30,194,000","61,339,000","544,440,000","170,128,000","170,128,000",-,"8,122,000",-,-,"6,931,000",0,"50,132,000","68,879,000","68,623,000","3,531,000","3,531,000","23,170,000","33,447,000","30,000","3,831,000",-,-,-,-,"4,674,000","256,000","238,751,000","68,623,000",-,"58,691,000","268,945,000","58,691,000","200,322,000","97,760,000","1,545,309","1,544,413",896.351
31,6/30/2015,"1,694,176,000","176,860,000","90,023,000","25,641,000",-,"64,382,000","86,837,000","86,837,000","27,785,000","59,052,000","47,027,000",-,"280,572,000","189,782,000","23,716,000",-,"67,074,000","5,996,000","539,665,000","459,720,000","459,720,000","3,649,000",-,-,-,"456,071,000",-,-,"146,847,000","138,523,000",-,"8,324,000","2,891,000",-,-,-,-,-,-,-,-,"15,689,000",-,-,-,-,"460,000","18,449,000","1,618,440,000","573,236,000","573,236,000",-,"573,236,000",-,"32,887,000","7,917,000","24,970,000","2,979,000","170,176,000","170,176,000","167,473,000","2,703,000","2,703,000",-,-,"32,543,000","32,543,000",-,"32,543,000","57,308,000","513,442,000","170,535,000","170,535,000",-,"7,406,000",-,-,"6,952,000","52,000","50,924,000","75,736,000","75,436,000","3,531,000","3,531,000","29,185,000","33,805,000","9,000","4,249,000",-,-,-,-,"4,675,000","300,000","245,971,000","75,436,000",-,"59,747,000","278,514,000","59,747,000","203,078,000","113,055,000","1,545,309","1,544,973",336.131
32,3/31/2015,"1,955,465,000","184,178,000","92,304,000","21,645,000",-,"70,659,000","91,874,000","91,874,000","23,393,000","68,481,000","52,395,000",-,"287,774,000","195,885,000","23,629,000",-,"68,260,000","5,941,000","746,084,000","463,719,000","463,719,000","3,051,000",-,-,-,"460,668,000",-,-,"177,522,000","168,422,000",-,"9,100,000","2,914,000",-,-,-,-,-,-,-,-,"15,802,000",-,-,-,-,"546,000","18,590,000","1,877,534,000","572,921,000","572,921,000",-,"572,921,000",-,"40,970,000","17,078,000","23,892,000","2,816,000","198,860,000","198,860,000","195,792,000","3,068,000","3,068,000",-,-,"39,260,000","39,260,000",-,"39,260,000","60,956,000","724,120,000","168,244,000","168,244,000",-,"8,824,000",-,-,"7,979,000","15,000","52,569,000","77,931,000","77,643,000","3,531,000","3,531,000","29,863,000","33,607,000","12,000","5,989,000",-,-,-,-,"4,665,000","288,000","245,887,000","77,643,000",-,"61,841,000","285,147,000","61,841,000","207,504,000","115,200,000","1,545,422","1,544,861",560.219
33,12/31/2014,"1,708,703,000","161,842,000","83,573,000","20,055,000",-,"63,518,000","78,269,000","78,269,000","17,796,000","60,473,000","46,238,000",-,"260,474,000","178,981,000","21,078,000",-,"60,415,000","5,119,000","629,958,000","439,385,000","444,655,000","2,906,000","32,533,000","44,839,000","188,904,000","175,473,000","5,212,000","-58,000","120,829,000","117,845,000",-,"2,984,000","2,908,000","7,027,000","1,560,000",-,"2,947,000","141,000","2,379,000","1,560,000","-4,119,000","14,951,000","9,518,000","5,433,000","6,865,000","6,865,000","180,000","19,954,000","1,635,480,000","532,934,000","532,934,000","108,350,000","424,584,000","160,733,000","31,940,000","10,887,000","21,053,000","2,339,000","147,771,000","147,771,000","146,163,000","1,608,000","1,608,000",-,-,"42,931,000","42,931,000","14,787,000","28,144,000","47,904,000","610,202,000","154,855,000","154,855,000",-,"6,677,000","1,175,000","1,175,000","10,573,000",0,"46,179,000","73,223,000","72,970,000","3,531,000","3,531,000","29,279,000","33,626,000","8,000","1,923,000",-,-,-,-,"4,619,000","253,000","227,825,000","72,970,000",-,"58,019,000","270,756,000","58,019,000","197,786,000","114,213,000","1,545,401","1,545,110",291.518
34,9/30/2014,"1,709,189,000","125,977,000","100,067,000","20,866,000",-,"79,201,000","25,910,000","25,910,000",-,-,"28,092,000",-,"398,668,000","196,360,000","142,914,000",-,"59,394,000","3,906,000","555,767,000","395,842,000","395,842,000",-,-,-,-,"395,842,000",-,-,"161,559,000","153,165,000",-,"8,394,000","2,858,000",-,-,-,-,-,-,-,-,"14,672,000",-,-,-,-,"1,780,000","20,068,000","1,639,082,000","543,153,000","543,153,000",-,"543,153,000",-,"9,924,000",-,-,"2,685,000","176,137,000","176,137,000","173,180,000","2,957,000","2,957,000",-,-,"50,471,000","50,471,000",-,"50,471,000","106,946,000","539,461,000","146,166,000","146,166,000",-,"6,383,000",-,-,"10,559,000","97,000","47,100,000","70,107,000","69,821,000","3,531,000","3,531,000","28,930,000","33,370,000","17,000","539,000",-,-,-,-,"3,468,000","286,000","215,987,000","69,821,000",-,"55,149,000","266,458,000","55,149,000","196,637,000","96,570,000","1,545,422","1,544,861",560.219
35,6/30/2014,"1,665,410,000","133,999,000","105,172,000","21,096,000",-,"84,076,000","28,827,000","28,827,000",-,-,"25,147,000",-,"442,143,000","210,991,000","176,139,000",-,"55,013,000","3,584,000","484,769,000","387,901,000","387,901,000",-,-,-,-,"387,901,000",-,-,"149,916,000","141,726,000",-,"8,190,000","2,937,000",-,-,-,-,-,-,-,-,"14,112,000",-,-,-,-,"1,566,000","19,336,000","1,597,008,000","537,309,000","537,309,000",-,"537,309,000",-,"13,426,000",-,-,"3,957,000","167,163,000","167,163,000","164,321,000","2,842,000","2,842,000",-,-,"56,623,000","56,623,000",-,"56,623,000","149,550,000","471,922,000","140,536,000","140,536,000",-,"5,184,000",-,-,"10,118,000","114,000","41,106,000","68,402,000","68,139,000","3,531,000","3,531,000","29,126,000","33,696,000","5,000","-1,661,000",-,-,-,-,"3,452,000","263,000","208,675,000","68,139,000",-,"54,027,000","265,298,000","54,027,000","197,159,000","91,987,000","1,545,422","1,545,085",336.131
36,3/31/2014,"1,636,574,000","116,640,000","90,126,000","16,433,000",-,"73,693,000","26,514,000","26,514,000",-,-,"26,697,000",-,"431,487,000","199,842,000","180,441,000",-,"51,204,000","3,675,000","481,936,000","380,954,000","380,954,000",-,-,-,-,"380,954,000",-,-,"8,727,000",-,-,"8,727,000","4,318,000",-,-,-,-,-,-,-,-,"13,951,000",-,-,-,-,-,"168,189,000","1,580,557,000","516,565,000","516,565,000",-,"516,565,000",-,"12,815,000",-,-,"3,432,000","2,589,000","2,589,000",-,"2,589,000","2,589,000",-,-,"55,175,000","55,175,000",-,"55,175,000","155,325,000","467,329,000","132,895,000","132,895,000",-,"4,614,000",-,-,"10,249,000",-,"219,569,000","56,017,000","55,753,000","2,610,000","2,610,000","29,574,000","25,993,000","9,000","-2,415,000",-,-,-,-,-,"264,000","188,648,000","55,753,000",-,"41,802,000","243,823,000","41,802,000","188,070,000","97,944,000","1,197,639","1,197,404",234.946
37,12/31/2013,"1,611,400,000","239,266,000","95,139,000","17,155,000",-,"77,984,000","144,127,000","144,127,000","27,363,000","116,764,000","53,355,000",-,"257,369,000","192,283,000","19,768,000",-,"45,318,000","4,418,000","504,590,000","410,689,000","416,193,000","2,170,000","30,193,000","45,440,000","182,335,000","156,055,000","5,589,000","85,000","90,172,000","86,421,000",-,"3,751,000","4,420,000","10,085,000","3,749,000",-,"3,926,000","170,000","2,240,000","3,749,000","-5,665,000","13,932,000","9,074,000","4,858,000","7,071,000","7,071,000","6,670,000","19,448,000","1,556,433,000","527,750,000","527,750,000","114,176,000","413,574,000","149,471,000","87,023,000","13,381,000","73,642,000","2,304,000","124,265,000","124,265,000","122,665,000","1,600,000","1,600,000",-,-,"59,767,000","59,767,000","20,852,000","38,915,000","62,731,000","483,428,000","142,617,000","142,617,000",-,"4,524,000","1,101,000","1,101,000","11,926,000","6,264,000","42,733,000","54,967,000","54,720,000","2,610,000","2,610,000","28,376,000","26,204,000","13,000","-2,457,000",-,-,-,-,-,"247,000","197,337,000","54,720,000",-,"40,788,000","257,104,000","40,788,000","202,384,000","107,245,000","1,197,639","1,197,437",201.941
38,9/30/2013,"1,787,971,000","148,948,000","114,466,000","16,965,000",-,"97,501,000","34,482,000","34,482,000",-,-,"24,608,000",-,"453,473,000","219,247,000","182,641,000",-,"51,585,000","3,572,000","576,237,000","381,779,000","381,779,000",-,-,-,-,"381,779,000",-,-,"159,825,000","150,677,000",-,"9,148,000","4,625,000",-,-,-,-,-,-,-,-,"14,095,000",-,-,-,-,"67,000","20,742,000","1,731,207,000","537,330,000","537,330,000",-,"537,330,000",-,"17,203,000",-,-,"3,581,000","185,419,000","185,419,000","182,359,000","3,060,000","3,060,000",-,-,"65,479,000","65,479,000",-,"65,479,000","153,532,000","553,425,000","141,667,000","141,667,000",-,"6,902,000",-,-,"12,070,000",0,"54,599,000","56,764,000","56,460,000","2,610,000","2,610,000","29,737,000","26,132,000","15,000","-2,004,000",-,-,-,-,-,"304,000","198,127,000","56,460,000",-,"42,365,000","263,606,000","42,365,000","207,146,000","92,680,000","1,197,639","1,197,169",469.892
39,6/30/2013,"1,909,879,000","152,904,000","116,687,000","21,195,000",-,"95,492,000","36,217,000","36,217,000",-,-,"28,879,000",-,"481,313,000","237,051,000","191,402,000",-,"52,860,000","3,710,000","635,866,000","387,751,000","387,751,000",-,-,-,-,"387,751,000",-,-,"178,627,000","169,434,000",-,"9,193,000","4,784,000",-,-,-,-,-,-,-,-,"14,223,000",-,-,-,-,"87,000","21,735,000","1,852,144,000","553,844,000","553,844,000",-,"553,844,000",-,"28,027,000",-,-,"2,933,000","200,487,000","200,487,000","197,485,000","3,002,000","3,002,000",-,-,"71,731,000","71,731,000",-,"71,731,000","158,399,000","617,066,000","142,776,000","142,776,000",-,"5,913,000",-,-,"12,321,000",0,"58,647,000","57,735,000","57,479,000","2,610,000","2,610,000","29,810,000","26,394,000","18,000","-1,316,000",-,-,-,-,"-1,000","256,000","200,255,000","57,479,000",-,"43,256,000","271,986,000","43,256,000","214,507,000","97,820,000","1,197,639","1,197,169",469.892
40,3/31/2013,"2,032,690,000","186,148,000","150,321,000","26,813,000",-,"123,508,000","35,827,000","35,827,000",-,-,"29,693,000",-,"497,019,000","251,014,000","194,512,000",-,"51,493,000","3,765,000","708,938,000","395,045,000","395,045,000",-,-,-,-,"395,045,000",-,-,"172,576,000","162,563,000",-,"10,013,000","4,953,000",-,-,-,-,-,-,-,-,"14,342,000",-,-,-,-,"111,000","20,100,000","1,976,612,000","575,165,000","575,165,000",-,"575,165,000",-,"32,499,000",-,-,"3,552,000","188,362,000","188,362,000","185,117,000","3,245,000","3,245,000",-,-,"75,465,000","75,465,000",-,"75,465,000","183,730,000","694,862,000","148,161,000","148,161,000",-,"5,164,000",-,-,"12,262,000","60,000","57,330,000","56,078,000","55,820,000","2,380,000","2,380,000","30,656,000","23,479,000","65,000","-630,000",-,-,-,-,-,"258,000","203,981,000","55,820,000",-,"41,478,000","279,446,000","41,478,000","223,626,000","73,305,000","1,091,913","1,091,561",352.419
41,12/31/2012,"2,012,329,000","308,990,000","147,433,000","27,885,000",-,"119,548,000","161,557,000","161,557,000","36,570,000","124,987,000","52,251,000",-,"288,334,000","227,386,000","15,488,000",-,"45,460,000","4,543,000","768,316,000","435,612,000","440,445,000","2,954,000","32,404,000","39,373,000","186,826,000","178,888,000","4,696,000","-137,000","103,922,000","100,511,000",-,"3,411,000","4,963,000","10,453,000","4,018,000",-,"4,054,000","235,000","2,146,000","4,018,000","-5,490,000","14,219,000","9,297,000","4,922,000","7,718,000","7,718,000","107,000","23,354,000","1,957,919,000","577,202,000","433,282,000",-,"433,282,000","143,920,000","118,411,000","36,144,000","82,267,000","3,109,000","133,235,000","133,235,000","131,646,000","1,589,000","1,589,000",-,-,"69,060,000","69,060,000","23,616,000","45,444,000","69,157,000","752,706,000","170,753,000","170,753,000",-,"5,110,000","1,455,000","1,455,000","12,091,000","78,000","45,552,000","54,410,000","54,003,000","2,380,000","2,380,000","29,198,000","23,778,000","60,000","-1,293,000",-,-,-,-,-,"407,000","224,756,000","54,003,000",-,"39,784,000","293,816,000","39,784,000","239,813,000","92,380,000","1,091,913","1,091,542",370.912
42,9/30/2012,"2,185,646,000","207,837,000","161,616,000",-,-,"161,616,000","46,221,000","46,221,000",-,"46,221,000","33,558,000",-,"507,467,000","256,278,000","251,189,000",-,-,"3,661,000","805,813,000","403,280,000","403,280,000",-,-,-,-,-,-,-,"9,293,000",-,-,-,"5,094,000",-,-,-,-,-,-,-,-,"16,287,000",-,-,-,-,-,"193,356,000","2,128,238,000","607,596,000",-,-,-,-,"64,623,000",-,"64,623,000","3,897,000","3,039,000","3,039,000",-,"3,039,000","3,039,000",-,-,"70,119,000","70,119,000",-,"70,119,000","59,439,000","785,862,000","157,566,000","157,566,000",-,"2,973,000",-,-,-,-,"373,124,000","57,408,000","56,815,000",-,-,"31,976,000","25,968,000","166,000","-960,000",-,-,-,-,"-3,000","593,000","214,381,000","56,815,000",-,"40,528,000","284,500,000","40,528,000","227,685,000","66,069,000","1,091,913","1,087,802","4,112"
43,6/30/2012,"2,241,174,000","214,024,000","165,410,000",-,-,"165,410,000","48,614,000","48,614,000",-,"48,614,000","31,516,000",-,"498,099,000","247,848,000","250,251,000",-,-,"3,600,000","848,493,000","410,219,000","410,219,000",-,-,-,-,-,-,-,"183,269,000","3,238,000","3,238,000","180,031,000","5,163,000",-,-,-,-,-,-,-,-,"16,265,000",-,-,-,-,"4,124,000","26,402,000","2,184,816,000","605,414,000",-,-,-,-,"77,294,000",-,"77,294,000","6,096,000","3,662,000","3,662,000",-,"3,662,000","3,662,000",-,-,"63,532,000","63,532,000",-,"63,532,000","66,809,000","829,275,000","159,755,000","159,755,000",-,"2,569,000",-,-,-,-,"370,410,000","56,358,000","55,745,000",-,-,"31,469,000","25,973,000","417,000","-1,280,000",-,-,-,-,-,"613,000","215,500,000","55,745,000",-,"39,480,000","279,032,000","39,480,000","223,287,000","57,877,000","1,091,913","1,077,934","13,979"
44,3/31/2012,"2,103,295,000","183,566,000","141,484,000",-,-,"141,484,000","42,082,000","42,082,000",-,"42,082,000","31,029,000",-,"302,352,000","258,504,000","43,848,000",-,-,"3,413,000","759,231,000","407,501,000","407,501,000",-,-,-,-,-,-,-,"9,840,000",-,-,"9,840,000","5,241,000",-,-,-,-,-,-,-,-,"15,713,000",-,-,-,-,-,"385,409,000","2,047,490,000","588,319,000",-,-,-,-,"62,113,000",-,"62,113,000","4,489,000","4,011,000","4,011,000",-,"4,011,000","4,011,000",-,-,"59,901,000","59,901,000",-,"59,901,000","69,044,000","738,120,000","163,061,000","163,061,000",-,"2,853,000",-,-,-,-,"355,579,000","55,805,000","54,958,000",-,-,"31,421,000","25,816,000","248,000","-2,030,000",-,-,-,-,"-1,000","847,000","218,019,000","54,958,000",-,"39,245,000","277,920,000","39,245,000","222,962,000","81,478,000","1,091,913","1,083,573","8,341"
45,12/31/2011,"2,164,103,000","320,985,000","177,928,000","15,928,000",-,"162,000,000","143,057,000","143,057,000","25,773,000","117,284,000","58,598,000",-,"275,662,000","222,885,000","11,528,000",-,"41,249,000","4,875,000","859,582,000","456,010,000","460,553,000","2,916,000","31,457,000","38,657,000","181,674,000","205,849,000","4,162,000","-381,000","129,957,000","126,408,000",-,"3,549,000","5,509,000","10,637,000",-,-,"3,933,000","429,000","1,973,000","4,302,000","-5,128,000","15,802,000","10,973,000","4,829,000","8,737,000","8,737,000","2,366,000","26,020,000","2,109,443,000","601,731,000","502,684,000",-,"502,684,000","99,047,000","128,917,000","35,311,000","93,606,000","8,089,000","145,922,000","145,922,000","143,398,000","2,524,000","2,524,000",-,-,"65,356,000","65,356,000","30,807,000","34,549,000","73,517,000","838,817,000","178,497,000","178,497,000",-,"2,621,000","1,789,000","1,789,000","12,344,000","1,669,000","50,174,000","54,660,000","53,390,000","2,380,000","2,380,000","30,119,000","23,695,000","823,000","-1,981,000",-,-,-,-,-,"1,270,000","231,887,000","53,390,000",-,"37,588,000","297,243,000","37,588,000","243,853,000","65,925,000","1,091,913","1,062,675","29,238"
46,9/30/2011,"2,282,479,000","170,493,000","140,896,000",-,-,"140,896,000","29,597,000","29,597,000",-,"29,597,000","41,727,000",-,"313,209,000","267,219,000","45,990,000",-,-,"4,084,000","893,966,000","412,445,000","412,445,000",-,-,-,-,-,-,-,"9,724,000",-,-,-,"5,407,000",-,-,-,-,-,-,-,-,"15,462,000",-,-,-,-,-,"415,962,000","2,229,371,000","588,217,000",-,-,-,-,"40,650,000",-,"40,650,000","9,677,000","5,028,000","5,028,000",-,"5,028,000","5,028,000",-,-,"62,409,000","62,409,000",-,"62,409,000","92,192,000","880,858,000","159,188,000","159,188,000",-,"2,280,000",-,-,-,-,"388,872,000","53,108,000","51,884,000",-,-,"29,619,000","26,007,000","1,036,000","-2,706,000",-,-,-,-,-,"1,224,000","211,072,000","51,884,000",-,"36,422,000","273,481,000","36,422,000","221,597,000","80,701,000","1,091,913","1,056,202","35,712"
47,6/30/2011,"1,849,695,000","133,473,000","112,813,000",-,-,"112,813,000","20,660,000","20,660,000",-,"20,660,000","30,743,000",-,"1,073,833,000",-,"1,073,833,000",-,-,"3,999,000",-,"394,728,000","394,728,000",-,-,-,-,-,-,-,"8,924,000",-,-,-,"5,234,000",-,-,-,-,-,-,-,-,"14,883,000",-,-,-,-,-,"183,878,000","1,798,017,000","549,173,000",-,-,-,-,"48,007,000",-,"48,007,000","7,448,000","4,729,000","4,729,000",-,"4,729,000","4,729,000",-,-,"65,198,000","65,198,000",-,"65,198,000",-,-,"159,866,000","159,866,000",-,"2,097,000",-,-,-,-,"961,499,000","51,678,000","50,055,000",-,-,"28,600,000","26,084,000","777,000","-3,852,000",-,-,-,-,-,"1,623,000","209,921,000","50,055,000",-,"35,172,000","275,119,000","35,172,000","225,064,000","112,251,000","1,091,913","1,070,063","21,850"
48,3/31/2011,"1,842,245,000","123,579,000","98,601,000",-,-,"98,601,000","24,978,000","24,978,000",-,"24,978,000","35,397,000",-,"1,073,100,000",-,"1,073,100,000",-,-,"3,467,000",-,"394,335,000","394,335,000",-,-,-,-,-,-,-,"9,547,000",-,-,-,"5,050,000",-,-,-,-,-,-,-,-,"15,097,000",-,-,-,-,-,"182,673,000","1,790,655,000","533,103,000",-,-,-,-,"33,290,000",-,"33,290,000","4,351,000","4,915,000","4,915,000",-,"4,915,000","4,915,000",-,-,"60,722,000","60,722,000",-,"60,722,000",-,-,"161,506,000","161,506,000",-,"2,113,000",-,-,-,-,"990,655,000","51,590,000","49,981,000","2,380,000","2,380,000","28,021,000","23,456,000","212,000","-3,664,000",-,-,-,-,-,"1,609,000","211,487,000","49,981,000",-,"34,884,000","272,209,000","34,884,000","222,228,000","123,627,000","1,091,913","1,086,980","4,934"
49,12/31/2010,"1,905,630,000","238,811,000","109,534,000","17,157,000",-,"92,377,000","129,277,000","129,277,000","20,365,000","108,912,000","56,803,000",-,"309,726,000","248,211,000","11,873,000",-,"49,642,000","4,859,000","657,780,000","454,115,000","458,278,000","2,373,000","37,750,000","35,115,000","176,355,000","206,685,000","3,296,000","-867,000","111,934,000","107,364,000",-,"4,570,000","5,802,000","10,378,000",-,-,"3,621,000","298,000","1,813,000","4,646,000","-4,576,000","15,594,000","10,762,000","4,832,000","8,341,000","8,341,000","13,468,000","28,397,000","1,855,238,000","533,984,000","444,916,000",-,"444,916,000","89,068,000","135,921,000","27,922,000","107,999,000","3,276,000","122,838,000","122,838,000","120,102,000","2,736,000","2,736,000",-,-,"64,990,000","64,990,000","31,322,000","33,668,000","75,162,000","647,171,000","185,512,000","185,512,000",-,"2,204,000","2,307,000","2,307,000","12,250,000","12,598,000","57,025,000","50,392,000","48,843,000","2,380,000","2,380,000","25,999,000","23,515,000","450,000","-2,601,000",-,-,-,-,-,"1,549,000","234,355,000","48,843,000",-,"33,249,000","299,345,000","33,249,000","250,502,000","140,968,000","1,091,913","1,079,652","12,261"
50,9/30/2010,"1,957,748,000","105,441,000","82,845,000",-,-,"82,845,000","22,596,000","22,596,000",-,"22,596,000","44,812,000",-,"1,282,305,000",-,"1,282,305,000",-,-,"5,551,000",-,"279,826,000","279,826,000",-,-,-,-,-,-,-,-,-,-,-,"3,276,000",-,-,-,-,-,-,-,-,"11,702,000",-,-,-,-,-,"224,835,000","1,918,209,000","398,641,000",-,-,-,-,"43,813,000",-,"43,813,000","6,459,000",-,-,-,-,-,-,-,"54,571,000","54,571,000",-,"54,571,000","73,786,000","800,539,000","143,889,000","143,889,000",-,"1,547,000",-,-,-,-,"394,964,000","39,539,000","38,508,000",-,-,"25,323,000","16,251,000","209,000","-2,857,000",-,-,-,-,-,"1,031,000","182,397,000","38,508,000",-,"26,806,000","236,968,000","26,806,000","198,460,000","115,615,000","729,391","724,692","4,699"
51,6/30/2010,"1,925,655,000","92,628,000","79,847,000",-,-,"79,847,000","12,781,000","12,781,000",-,"12,781,000","46,008,000",-,"1,268,971,000",-,"1,268,971,000",-,-,"8,192,000",-,"288,141,000","288,141,000",-,-,-,-,-,-,-,-,-,-,-,"3,356,000",-,-,-,-,-,-,-,-,"12,531,000",-,-,"10,418,000","10,418,000",-,"195,410,000","1,883,084,000","411,985,000",-,-,-,-,"35,336,000",-,"35,336,000","5,879,000",-,-,-,-,-,-,-,"55,654,000","55,654,000",-,"55,654,000","72,016,000","787,011,000","147,184,000","147,184,000",-,"1,648,000","4,778,000","4,778,000",-,-,"361,593,000","42,571,000","41,538,000",-,-,"26,373,000","16,506,000","136,000","-1,205,000",-,-,-,-,-,"1,033,000","188,722,000","41,538,000",-,"29,007,000","244,376,000","29,007,000","202,838,000","122,991,000","799,354","797,295","2,060"
