,Breakdown,Total Assets,"Cash, Cash Equivalents & Federal Funds Sold",Cash And Cash Equivalents,Cash,Cash Equivalents,Cash And Due from Banks,Money Market Investments,Federal Funds Sold & Securities Purchased Under Agreements to Resell,Customer Acceptances,Foreclosed Assets,Bank Owned Life Insurance,SECURITIES_AND_INVESTMENTS,Trading Securities,Available for Sale Securities,Held To Maturity Securities,Other Short Term Investments,Long Term Equity Investment,Derivative Assets,Net Loan,Gross Loan,Loans Held for Sale,Commercial Loan,Consumer Loan,Mortgage Loan,Other Loan Assets,Allowance for Loans And Lease Losses,Unearned Income,Receivables,Accounts receivable,Gross Accounts Receivable,Other Receivables,Net PPE,Gross PPE,Land And Improvements,Buildings And Improvements,Machinery Furniture Equipment,Leases,Other Properties,Accumulated Depreciation,Goodwill And Other Intangible Assets,Goodwill,Other Intangible Assets,Deferred Assets,Deferred Tax Assets,Assets Held for Sale,Other Assets,Total Liabilities Net Minority Interest,Total Deposits,Interest Bearing Deposits Liabilities,Customer Accounts,Non Interest Bearing Deposits,Federal Funds Purchased And Securities Sold Under Agreement To Repurchase,Payables And Accrued Expenses,Current Accrued Expenses,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Other Current Borrowings,Derivative Product Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Advance From Federal Home Loan Banks,Long Term Capital Lease Obligation,Non Current Deferred Liabilities,Non Current Deferred Taxes Liabilities,Other Liabilities,Total Equity Gross Minority Interest,Stockholders' Equity,Capital Stock,Preferred Stock,Common Stock,Retained Earnings,Additional Paid in Capital,Treasury Stock,Gains Losses Not Affecting Retained Earnings,Foreign Currency Translation Adjustments,Other Equity Adjustments,Other Equity Interest,Minority Interest,Total Capitalization,Preferred Stock Equity,Common Stock Equity,Capital Lease Obligations,Net Tangible Assets,Invested Capital,Tangible Book Value,Total Debt,Net Debt,Share Issued,Ordinary Shares Number,Preferred Shares Number,Treasury Shares Number
81,12/31/2002,"349,259,000","21,346,000","18,172,000",-,"17,820,000","352,000","3,174,000","3,174,000","110,000",-,-,"38,114,000","10,167,000","27,947,000",-,-,-,-,"250,591,000","254,453,000",-,-,-,-,"254,453,000","3,862,000",-,"6,345,000","1,139,000","1,139,000","5,206,000","3,688,000",-,-,-,-,-,-,-,"15,110,000",-,-,-,-,-,"13,955,000","318,901,000","216,916,000","142,822,000","142,822,000","74,094,000",-,-,-,"33,446,000","33,446,000",-,"33,446,000",-,"50,205,000","50,205,000",-,-,-,-,"18,334,000","30,358,000","30,358,000","2,955,000","61,000","2,894,000","19,394,000","9,498,000","2,465,000","976,000",-,-,-,-,"80,563,000","61,000","30,297,000",-,"15,248,000","113,948,000","15,187,000","83,651,000","65,479,000","3,371,813","3,371,813",-,-
82,9/30/2002,"334,250,000","19,860,000","15,813,000",-,-,"15,813,000","4,047,000","4,047,000",-,-,-,"75,313,000",-,"75,313,000",-,-,-,-,"187,971,000","191,832,000",-,-,-,-,"191,832,000","3,861,000",-,"32,378,000",-,-,-,"3,664,000",-,-,-,-,-,-,-,"10,649,000",-,-,-,-,-,"4,415,000","304,176,000","205,756,000","136,374,000","136,374,000","69,382,000",-,-,-,"30,370,000","30,370,000",-,"30,370,000",-,"48,709,000","48,709,000",-,-,-,-,"19,341,000","30,074,000","30,074,000","2,952,000","58,000","2,894,000","18,441,000","9,499,000","1,888,000","1,070,000",-,-,-,-,"78,783,000","58,000","30,016,000",-,"19,425,000","109,095,000","19,367,000","79,079,000","63,266,000","3,396,961","3,396,961",-,-
83,6/30/2002,"314,802,000","18,442,000","14,701,000",-,-,"14,701,000","3,741,000","3,741,000",-,-,-,"37,132,000",-,"37,132,000",-,-,-,-,"186,283,000","190,166,000",-,-,-,-,"190,166,000","3,883,000",-,"27,998,000",-,-,-,"3,638,000",-,-,-,-,-,-,-,"10,668,000",-,-,-,-,-,"30,641,000","285,275,000","193,211,000","131,712,000","131,712,000","61,499,000",-,-,-,"30,107,000","30,107,000",-,"30,107,000",-,"44,798,000","44,798,000",-,-,-,-,"17,159,000","29,527,000","29,527,000","2,948,000","54,000","2,894,000","17,530,000","9,488,000","1,358,000","919,000",-,-,-,-,"74,325,000","54,000","29,473,000",-,"18,859,000","104,378,000","18,805,000","74,905,000","60,204,000","3,419,249","3,419,249",-,-
84,3/31/2002,"311,509,000","17,347,000","14,559,000",-,-,"14,559,000","2,788,000","2,788,000",-,-,-,"40,085,000",-,"40,085,000",-,-,-,-,"206,186,000","210,028,000",-,-,-,-,"210,028,000","3,842,000",-,"26,379,000",-,-,-,"3,660,000",-,-,-,-,-,-,-,"10,714,000",-,-,-,-,-,"7,138,000","283,182,000","189,568,000","128,840,000","128,840,000","60,728,000",-,-,-,"33,408,000","33,408,000",-,"33,408,000",-,"43,724,000","43,724,000",-,-,-,-,"16,482,000","28,327,000","28,327,000","2,945,000","51,000","2,894,000","16,609,000","9,472,000","1,375,000","676,000",-,-,-,-,"72,051,000","51,000","28,276,000",-,"17,613,000","105,408,000","17,562,000","77,132,000","62,573,000","3,417,074","3,417,074",-,-
85,12/31/2001,"307,569,000","19,498,000","16,968,000",-,-,"16,968,000","2,530,000","2,530,000",-,-,-,"40,308,000",-,"40,308,000",-,-,-,-,"203,888,000","207,649,000",-,-,-,-,"207,649,000","3,761,000",-,"23,545,000",-,-,-,"3,549,000",-,-,-,-,-,-,-,"16,781,000",-,-,-,-,-,-,"280,355,000","187,266,000","121,904,000","121,904,000","65,362,000",-,-,-,"37,782,000","37,782,000",-,"37,782,000",-,"38,530,000","38,530,000",-,-,-,-,"16,777,000","27,214,000","27,214,000","2,958,000","64,000","2,894,000","16,005,000","9,436,000","1,937,000","752,000",-,-,-,-,"65,744,000","64,000","27,150,000",-,"10,433,000","103,462,000","10,369,000","76,312,000","59,344,000","3,390,990","3,390,990",-,-
86,9/30/2001,"298,100,000","19,032,000","15,791,000",-,-,"15,791,000","3,241,000","3,241,000",-,-,-,"40,749,000",-,"40,749,000",-,-,-,-,"193,241,000","197,002,000",-,-,-,-,"197,002,000","3,761,000",-,"25,483,000",-,-,-,"3,534,000",-,-,-,-,-,-,-,"10,657,000",-,-,-,-,-,"5,404,000","270,778,000","176,762,000","120,491,000","120,491,000","56,271,000",-,-,-,"40,196,000","40,196,000",-,"40,196,000",-,"36,366,000","36,366,000",-,-,-,-,"17,454,000","27,322,000","27,322,000","3,156,000","262,000","2,894,000","15,281,000","9,438,000","1,522,000","969,000",-,-,-,-,"63,688,000","262,000","27,060,000",-,"16,665,000","103,622,000","16,403,000","76,562,000","60,771,000","3,411,766","3,411,766",-,-
87,6/30/2001,"289,758,000","18,979,000","15,966,000",-,-,"15,966,000","3,013,000","3,013,000",-,-,-,"41,290,000",-,"41,290,000",-,-,-,-,"188,055,000","191,815,000",-,-,-,-,"191,815,000","3,760,000",-,"21,127,000",-,-,-,"3,531,000",-,-,-,-,-,-,-,"10,700,000",-,-,-,-,-,"6,076,000","262,697,000","178,258,000","121,484,000","121,484,000","56,774,000",-,-,-,"31,678,000","31,678,000",-,"31,678,000",-,"36,274,000","36,274,000",-,-,-,-,"16,487,000","27,061,000","27,061,000","3,153,000","259,000","2,894,000","14,616,000","9,427,000","1,189,000","1,054,000",-,-,-,-,"63,335,000","259,000","26,802,000",-,"16,361,000","94,754,000","16,102,000","67,952,000","51,986,000","3,426,775","3,426,775",-,-
88,3/31/2001,"279,670,000","18,392,000","15,523,000",-,-,"15,523,000","2,869,000","2,869,000",-,-,-,"38,144,000",-,"38,144,000",-,-,-,-,"181,669,000","185,428,000",-,-,-,-,"185,428,000","3,759,000",-,"22,281,000",-,-,-,"3,429,000",-,-,-,-,-,-,-,"10,415,000",-,-,-,-,-,"5,340,000","252,805,000","171,321,000","116,325,000","116,325,000","54,996,000",-,-,-,"29,352,000","29,352,000",-,"29,352,000",-,"35,535,000","35,535,000",-,-,-,-,"16,597,000","26,865,000","26,865,000","3,150,000","256,000","2,894,000","15,176,000","9,354,000","937,000","122,000",-,-,-,-,"62,400,000","256,000","26,609,000",-,"16,450,000","91,496,000","16,194,000","64,887,000","49,364,000","3,437,084","3,437,084",-,-
89,12/31/2000,"272,426,000","18,576,000","16,978,000",-,-,"16,978,000","1,598,000","1,598,000",-,-,-,"38,655,000",-,"38,655,000",-,-,-,-,"173,756,000","177,475,000",-,-,-,-,"177,475,000","3,719,000",-,"21,929,000",-,-,-,"3,415,000",-,-,-,-,-,-,-,"10,486,000",-,-,-,-,-,"5,609,000","245,938,000","169,559,000","114,463,000","114,463,000","55,096,000",-,-,-,"28,989,000","28,989,000",-,"28,989,000",-,"32,981,000","32,981,000",-,-,-,-,"14,409,000","26,488,000","26,488,000","3,161,000","267,000","2,894,000","14,541,000","9,337,000","1,075,000","524,000",-,-,-,-,"59,469,000","267,000","26,221,000",-,"16,002,000","88,191,000","15,735,000","61,970,000","44,992,000","3,429,292","3,429,292",-,-
90,9/30/2000,"241,119,000","16,204,000","14,051,000",-,-,"14,051,000","2,153,000","2,153,000",-,-,-,"35,703,000",-,"35,703,000",-,-,-,-,"152,860,000","156,277,000",-,-,-,-,"156,277,000","3,417,000",-,"17,710,000","17,710,000","17,710,000",-,"3,024,000",-,-,-,-,-,-,-,"10,096,000",-,-,-,-,-,"5,522,000","215,927,000","150,969,000","102,228,000","102,228,000","48,741,000",-,-,-,"22,476,000","22,476,000",-,"22,476,000",-,"30,037,000","30,037,000",-,-,-,-,"12,445,000","25,192,000","25,192,000","3,042,000","265,000","2,777,000","12,828,000","8,856,000","1,242,000","1,708,000",-,-,-,-,"55,229,000","265,000","24,927,000",-,"15,096,000","77,440,000","14,831,000","52,513,000","38,462,000","3,278,821","3,278,821",-,-
91,6/30/2000,"234,159,000","17,577,000","14,168,000",-,-,"14,168,000","3,409,000","3,409,000",-,-,-,"34,604,000",-,"34,604,000",-,-,-,-,"144,246,000","147,595,000",-,-,-,-,"147,595,000","3,349,000",-,"20,185,000",-,-,-,"2,959,000",-,-,-,-,-,-,-,"9,740,000",-,-,-,-,-,"4,848,000","211,032,000","146,448,000","98,469,000","98,469,000","47,979,000",-,-,-,"26,304,000","26,304,000",-,"26,304,000",-,"27,424,000","27,424,000",-,-,-,-,"10,856,000","23,127,000","23,127,000","3,042,000","265,000","2,777,000","12,297,000","8,863,000","2,035,000","960,000",-,-,-,-,"50,551,000","265,000","22,862,000",-,"13,387,000","76,590,000","13,122,000","53,728,000","39,560,000","3,238,282","3,238,282",-,-
92,3/31/2000,"222,276,000","15,162,000","12,096,000",-,-,"12,096,000","3,066,000","3,066,000",-,-,-,"36,774,000",-,"36,774,000",-,-,-,-,"133,429,000","136,666,000",-,-,-,-,"136,666,000","3,237,000",-,"19,775,000",-,-,-,"2,906,000",-,-,-,-,-,-,-,"9,605,000",-,-,-,-,-,"4,625,000","198,647,000","141,467,000","95,631,000","95,631,000","45,836,000",-,-,-,"21,334,000","21,334,000",-,"21,334,000",-,"25,553,000","25,553,000",-,-,-,-,"10,293,000","23,629,000","23,629,000","3,040,000","263,000","2,777,000","11,706,000","8,789,000","1,628,000","1,722,000",-,-,-,-,"49,182,000","263,000","23,366,000",-,"14,024,000","70,253,000","13,761,000","46,887,000","34,791,000","3,257,360","3,257,360",-,-
93,12/31/1999,"218,102,000","14,804,000","13,250,000",-,-,"13,250,000","1,554,000","1,554,000",-,-,-,"38,518,000",-,"38,518,000",-,-,-,-,"132,976,000","136,146,000",-,-,-,-,"136,146,000","3,170,000",-,"15,348,000",-,-,-,"2,985,000",-,-,-,-,-,-,-,"8,988,000",-,-,-,-,-,"4,483,000","195,971,000","132,708,000","89,792,000","89,792,000","42,916,000",-,-,-,"27,995,000","27,995,000",-,"27,995,000",-,"24,160,000","24,160,000",-,-,-,-,"11,108,000","22,131,000","22,131,000","3,048,000","271,000","2,777,000","11,196,000","8,786,000","1,790,000","891,000",-,-,-,-,"46,291,000","271,000","21,860,000",-,"13,143,000","74,015,000","12,872,000","52,155,000","38,905,000","3,253,698","3,253,698",-,-
94,9/30/1999,"207,060,000","13,567,000","12,011,000",-,-,"12,011,000","1,556,000","1,556,000",-,-,-,"36,906,000",-,"36,906,000",-,-,-,-,"126,053,000","129,220,000",-,-,-,-,"129,220,000","3,167,000",-,"14,115,000",-,-,-,"3,124,000",-,-,-,-,-,-,-,"8,954,000",-,-,-,-,-,"4,341,000","184,878,000","131,557,000","89,685,000","89,685,000","41,872,000",-,-,-,"19,248,000","19,248,000",-,"19,248,000",-,"25,696,000","25,696,000",-,-,-,-,"8,377,000","22,182,000","22,182,000","460,000","460,000",-,"10,625,000",-,-,-,-,-,"11,097,000",-,"47,878,000","460,000","21,722,000",-,"13,228,000","66,666,000","12,768,000","44,944,000","32,933,000","3,299,528","3,299,528",-,-
95,6/30/1999,"205,421,000","14,325,000","12,633,000",-,-,"12,633,000","1,692,000","1,692,000",-,-,-,"35,710,000",-,"35,710,000",-,-,-,-,"124,454,000","127,619,000",-,-,-,-,"127,619,000","3,165,000",-,"14,732,000",-,-,-,"3,141,000",-,-,-,-,-,-,-,"8,979,000",-,-,-,-,-,"4,080,000","184,046,000","132,542,000","88,834,000","88,834,000","43,708,000",-,-,-,"20,155,000","20,155,000",-,"20,155,000",-,"22,053,000","22,053,000",-,-,-,-,"9,296,000","21,375,000","21,375,000","460,000","460,000",-,"10,028,000",-,-,-,-,-,"10,887,000",-,"43,428,000","460,000","20,915,000",-,"12,396,000","63,123,000","11,936,000","42,208,000","29,575,000","3,301,258","3,301,258",-,-
96,3/31/1999,"201,430,000","12,233,000","11,364,000",-,-,"11,364,000","869,000","869,000",-,-,-,"35,801,000",-,"35,801,000",-,-,-,-,"110,577,000","113,738,000",-,-,-,-,"113,738,000","3,161,000",-,"15,161,000",-,-,-,"3,130,000",-,-,-,-,-,-,-,"9,184,000",-,-,-,-,-,"15,344,000","180,154,000","132,340,000","90,018,000","90,018,000","42,322,000",-,-,-,"17,270,000","17,270,000",-,"17,270,000",-,"21,148,000","21,148,000",-,-,-,-,"9,396,000","21,276,000","21,276,000","307,000","307,000",-,"9,525,000",-,-,-,-,-,"11,444,000",-,"42,424,000","307,000","20,969,000",-,"12,092,000","59,387,000","11,785,000","38,418,000","27,054,000","3,305,232","3,305,232",-,-
97,12/31/1998,"202,475,000","14,248,000","12,731,000",-,-,"12,731,000","1,517,000","1,517,000",-,-,-,"31,997,000",-,"31,997,000",-,-,-,-,"110,182,000","113,316,000",-,-,-,-,"113,316,000","3,134,000",-,"10,894,000",-,-,-,"3,130,000",-,-,-,-,-,-,-,"9,174,000",-,-,-,-,-,"22,850,000","181,716,000","136,788,000","90,056,000","90,056,000","46,732,000",-,-,-,"15,897,000","15,897,000",-,"15,897,000",-,"20,494,000","20,494,000",-,-,-,-,"8,537,000","20,759,000","20,759,000","463,000","463,000",-,"9,045,000",-,-,-,-,-,"11,251,000",-,"41,253,000","463,000","20,296,000",-,"11,585,000","56,687,000","11,122,000","36,391,000","23,660,000","3,288,116","3,288,116",-,-
98,9/30/1998,"103,727,000","5,374,700","5,374,700",-,-,"5,374,700",-,-,-,-,-,"25,843,400","356,900","25,486,500",-,-,-,-,"62,507,500","63,844,200",-,-,-,-,"63,844,200","1,336,700",-,"5,806,800","5,806,800","5,806,800",-,"1,469,900",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,724,700","96,239,100","60,182,000","41,772,900","41,772,900","18,409,100",-,-,-,"15,700,200","15,700,200",-,"15,700,200",-,"14,672,000","14,672,000",-,-,-,-,"5,684,900","7,487,900","7,487,900","187,100","187,100",-,"5,613,100",-,-,"405,600",-,-,"1,282,100",-,"22,159,900","187,100","7,300,800",-,"7,487,900","37,673,000","7,300,800","30,372,200","24,997,500","1,536,280","1,536,280",-,-
99,6/30/1998,"93,153,300","5,882,600","5,882,600",-,-,"5,882,600",-,-,-,-,-,"19,431,900","247,400","19,184,500",-,-,-,-,"57,789,500","59,051,600",-,-,-,-,"59,051,600","1,262,100",-,"5,768,500","5,768,500","5,768,500",-,"1,377,200",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,903,600","85,807,200","56,795,200","38,998,500","38,998,500","17,796,700",-,-,-,"12,188,100","12,188,100",-,"12,188,100",-,"12,315,600","12,315,600",-,-,-,-,"4,508,300","7,346,100","7,346,100","186,500","186,500",-,"5,364,900",-,-,"374,700",-,-,"1,420,000",-,"19,661,700","186,500","7,159,600",-,"7,346,100","31,663,300","7,159,600","24,503,700","18,621,100","1,520,526","1,520,526",-,-
100,3/31/1998,"96,093,700","5,128,900","5,128,900",-,-,"5,128,900",-,-,-,-,-,"24,630,300","1,411,500","23,218,800",-,-,-,-,"56,392,900","57,629,200",-,-,-,-,"57,629,200","1,236,300",-,"5,789,900","5,789,900","5,789,900",-,"1,341,000",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,810,700","88,988,300","57,832,500","39,226,600","39,226,600","18,605,900",-,-,-,"14,234,400","14,234,400",-,"14,234,400",-,"12,486,500","12,486,500",-,-,-,-,"4,434,900","7,105,400","7,105,400","185,900","185,900",-,"5,190,400",-,-,-,-,-,"1,729,100",-,"19,591,900","185,900","6,919,500",-,"7,105,400","33,640,400","6,919,500","26,720,900","21,592,000","1,515,222","1,515,222",-,-
101,12/31/1997,"88,540,200","5,926,100","5,926,100",-,-,"5,926,100",-,-,-,-,-,"19,218,000","486,900","18,731,100",-,-,-,-,"53,542,700","54,776,600",-,-,-,-,"54,776,600","1,233,900",-,"5,783,000","5,783,000","5,783,000",-,"1,295,500",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,774,900","81,518,000","55,457,100","39,203,800","39,203,800","16,253,300",-,-,-,"9,557,000","9,557,000",-,"9,557,000",-,"12,766,700","12,766,700",-,-,-,-,"3,737,200","7,022,200","7,022,200","188,000","188,000",-,"5,007,700",-,-,"409,900","-9,500","419,400","1,416,600",-,"19,788,900","188,000","6,834,200",-,"7,022,200","29,157,900","6,834,200","22,323,700","16,397,600","1,517,238","1,517,238",-,-
102,9/30/1997,"85,252,200","4,812,000","4,812,000",-,-,"4,812,000",-,-,-,-,-,"20,226,700","391,300","19,835,400",-,-,-,-,"51,190,400","52,386,800",-,-,-,-,"52,386,800","1,196,400",-,"5,015,400","5,015,400","5,015,400",-,"1,257,400",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,750,300","78,429,200","52,532,900","37,233,800","37,233,800","15,299,100",-,-,-,"9,275,800","9,275,800",-,"9,275,800",-,"12,651,400","12,651,400",-,-,-,-,"3,969,100","6,823,000","6,823,000","187,800","187,800",-,"4,808,400",-,-,"437,700","-7,500","445,200","1,389,100",-,"19,474,400","187,800","6,635,200",-,"6,823,000","28,562,400","6,635,200","21,927,200","17,115,200","1,502,190","1,502,190",-,-
103,6/30/1997,"83,856,300","4,516,700","4,516,700",-,-,"4,516,700",-,-,-,-,-,"21,867,300","1,503,400","20,363,900",-,-,-,-,"42,511,200","43,582,300",-,-,-,-,"43,582,300","1,071,100",-,"4,582,700","4,582,700","4,582,700",-,"1,236,400",-,-,-,-,-,-,-,-,-,-,-,-,-,"9,142,000","77,349,200","51,971,400","37,737,200","37,737,200","14,234,200",-,-,-,"9,480,100","9,480,100",-,"9,480,100",-,"12,043,700","12,043,700",-,-,-,-,"3,854,000","6,507,100","6,507,100","187,500","187,500",-,"4,661,300",-,-,"-7,400","-7,400",-,"1,665,700",-,"18,550,800","187,500","6,319,600",-,"6,507,100","27,843,400","6,319,600","21,523,800","17,007,100","1,497,076","1,497,076",-,-
104,3/31/1997,"83,580,300","5,388,900","5,388,900",-,-,"5,388,900",-,-,-,-,-,"22,560,500","326,600","22,233,900",-,-,-,-,"47,262,700","48,325,300",-,-,-,-,"48,325,300","1,062,600",-,"4,409,500","4,409,500","4,409,500",-,"1,237,800",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,720,900","77,393,100","52,025,500","37,693,200","37,693,200","14,332,300",-,-,-,"8,704,800","8,704,800",-,"8,704,800",-,"11,971,400","11,971,400",-,-,-,-,"4,691,400","6,187,200","6,187,200","187,200","187,200",-,"4,475,300",-,-,"-7,600","-7,600",-,"1,532,300",-,"18,158,600","187,200","6,000,000",-,"6,187,200","26,676,200","6,000,000","20,676,200","15,287,300","1,504,184","1,504,184",-,-
105,12/31/1996,"80,175,400","7,371,300","7,371,300",-,-,"7,371,300",-,-,-,-,-,"17,145,800","186,500","16,959,300",-,-,-,-,"47,506,800","48,547,600",-,-,-,-,"48,547,600","1,040,800",-,"4,302,100","4,302,100","4,302,100",-,"1,200,900",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,648,500","74,111,200","50,130,200","35,833,900","35,833,900","14,296,300",-,-,-,"7,572,600","7,572,600",-,"7,572,600",-,"13,082,200","13,082,200",-,-,-,-,"3,326,200","6,064,200","6,064,200","188,800","188,800",-,"4,248,200",-,-,"-6,400","-6,400",-,"1,633,600",-,"19,146,400","188,800","5,875,400",-,"6,064,200","26,530,200","5,875,400","20,654,800","13,283,500","1,474,812","1,474,812",-,-
106,9/30/1996,"78,427,600","5,135,500","5,135,500",-,-,"5,135,500",-,-,-,-,-,"18,844,300","212,200","18,632,100",-,-,-,-,"46,947,200","47,981,000",-,-,-,-,"47,981,000","1,033,800",-,"3,697,700","3,697,700","3,697,700",-,"1,183,300",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,619,600","72,489,200","48,025,800","35,115,200","35,115,200","12,910,600",-,-,-,"7,993,400","7,993,400",-,"7,993,400",-,"13,250,100","13,250,100",-,-,-,-,"3,219,900","5,938,400","5,938,400","188,500","188,500",-,"4,071,400",-,-,"269,600","-5,600","275,200","1,408,900",-,"19,188,500","188,500","5,749,900",-,"5,938,400","26,993,400","5,749,900","21,243,500","16,108,000","1,481,372","1,481,372",-,-
107,6/30/1996,"77,849,300","4,979,300","4,979,300",-,-,"4,979,300",-,-,-,-,-,"18,429,300","397,500","18,031,800",-,-,-,-,"46,970,000","47,978,900",-,-,-,-,"47,978,900","1,008,900",-,"3,800,900","3,800,900","3,800,900",-,"1,167,400",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,502,400","72,214,400","46,284,400","34,025,400","34,025,400","12,259,000",-,-,-,"9,335,900","9,335,900",-,"9,335,900",-,"13,787,600","13,787,600",-,-,-,-,"2,806,500","5,634,900","5,634,900","188,200","188,200",-,"3,896,300",-,-,"122,400","-5,800","128,200","1,428,000",-,"19,422,500","188,200","5,446,700",-,"5,634,900","28,570,200","5,446,700","23,123,500","18,144,200","1,480,756","1,480,756",-,-
108,3/31/1996,"73,942,100","4,736,900","4,736,900",-,-,"4,736,900",-,-,-,-,-,"16,587,700","492,900","16,094,800",-,-,-,-,"39,883,500","40,843,200",-,-,-,-,"40,843,200","959,700",-,"5,955,000","5,955,000","5,955,000",-,"1,059,700",-,-,-,-,-,-,-,-,-,-,-,-,-,"5,719,300","68,495,600","43,104,900","32,129,600","32,129,600","10,975,300",-,-,-,"7,865,800","7,865,800",-,"7,865,800",-,"14,336,200","14,336,200",-,-,-,-,"3,188,700","5,446,500","5,446,500","187,800","187,800",-,"3,694,100",-,-,"292,500","-5,300","297,800","1,272,100",-,"19,782,700","187,800","5,258,700",-,"5,446,500","27,460,700","5,258,700","22,202,000","17,465,100","1,436,348","1,436,348",-,-
109,12/31/1995,"72,134,400","4,946,500","4,946,500",-,-,"4,946,500",-,-,-,-,-,"16,154,100","150,600","16,003,500",-,-,-,-,"35,235,900","36,153,100",-,-,-,-,"36,153,100","917,200",-,"4,905,400","4,905,400","4,905,400",-,"1,034,100",-,-,-,-,-,-,-,-,-,-,-,-,-,"9,858,400","66,822,300","42,028,800","30,404,900","30,404,900","11,623,900",-,-,-,"8,527,200","8,527,200",-,"8,527,200",-,"13,676,800","13,676,800",-,-,-,-,"2,589,500","5,312,100","5,312,100","302,300","302,300",-,"3,496,300",-,-,"-5,800","-5,800",-,"1,519,300",-,"18,988,900","302,300","5,009,800",-,"5,312,100","27,213,800","5,009,800","22,204,000","17,257,500","1,411,040","1,411,040",-,-
110,9/30/1995,"71,411,900","3,506,000","3,506,000",-,-,"3,506,000",-,-,-,-,-,"17,915,600","248,300","17,667,300",-,-,-,-,"44,781,600","45,649,100",-,-,-,-,"45,649,100","867,500",-,"4,191,700","4,191,700","4,191,700",-,"1,017,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"66,471,800","39,691,100","29,650,600","29,650,600","10,040,500",-,-,-,"11,279,500","11,279,500",-,"11,279,500",-,"12,686,300","12,686,300",-,-,-,-,"2,814,900","4,940,100","4,940,100","302,000","302,000",-,"3,276,100",-,-,"234,800","-3,900","238,700","1,127,200",-,"17,626,400","302,000","4,638,100",-,"4,940,100","28,603,900","4,638,100","23,965,800","20,459,800","1,351,724","1,351,724",-,-
111,6/30/1995,"66,623,000","3,861,700","3,861,700",-,-,"3,861,700",-,-,-,-,-,"15,672,300","210,500","15,461,800",-,-,-,-,"42,290,600","44,680,500",-,-,-,-,"44,680,500","854,600","-1,535,300","3,774,700","3,774,700","3,774,700",-,"1,023,700",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"61,897,000","38,189,500","28,389,400","28,389,400","9,800,100",-,-,-,"8,617,300","8,617,300",-,"8,617,300",-,"12,382,100","12,382,100",-,-,-,-,"2,708,100","4,726,000","4,726,000","529,800","529,800",-,"3,224,600",-,-,"171,900",-,-,"799,700",-,"17,108,100","529,800","4,196,200",-,"4,726,000","25,195,600","4,196,200","20,999,400","17,137,700","1,300,104","1,300,104",-,-
112,3/31/1995,"61,845,100","3,603,400","3,603,400",-,-,"3,603,400",-,-,-,-,-,"15,624,200","153,000","15,471,200",-,-,-,-,"38,595,100","40,546,700",-,-,-,-,"40,546,700","812,500","-1,139,100","3,026,500","3,026,500","3,026,500",-,"995,900",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"57,457,600","37,091,300","28,250,800","28,250,800","8,840,500",-,-,-,"7,208,700","7,208,700",-,"7,208,700",-,"10,886,900","10,886,900",-,-,-,-,"2,270,700","4,387,500","4,387,500","529,900","529,900",-,"3,067,800",-,-,"-24,800","-8,100","-16,700","814,600",-,"15,274,400","529,900","3,857,600",-,"4,387,500","21,953,200","3,857,600","18,095,600","14,492,200","1,289,636","1,289,636",-,-
113,12/31/1994,"59,315,900","4,024,300","4,024,300",-,-,"4,024,300",-,-,-,-,-,"15,009,200","172,300","14,836,900",-,-,-,-,"36,932,800","38,850,300",-,-,-,-,"38,850,300","789,900","-1,127,600","2,394,400","2,394,400","2,394,400",-,"955,200",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"55,469,500","36,424,000","27,140,900","27,140,900","9,283,100",-,-,-,"7,850,200","7,850,200",-,"7,850,200",-,"9,186,300","9,186,300",-,-,-,-,"2,009,000","3,846,400","3,846,400","512,000","512,000",-,"2,950,000",-,-,"-268,700","-8,300","-260,400","653,100",-,"13,032,700","512,000","3,334,400",-,"3,846,400","20,370,900","3,334,400","17,036,500","13,012,200","1,236,580","1,236,580",-,-
114,9/30/1994,"56,565,400","3,844,500","3,844,500",-,-,"3,844,500",-,-,-,-,-,"14,145,600","170,400","13,975,200",-,-,-,-,"30,285,100","32,180,600",-,-,-,-,"32,180,600","789,900","-1,105,600","2,464,000","2,464,000","2,464,000",-,"937,900",-,-,-,-,-,-,-,-,-,-,-,-,-,"4,888,300","52,741,100","34,749,800","26,392,000","26,392,000","8,357,800",-,-,-,"7,125,800","7,125,800",-,"7,125,800",-,"8,310,100","8,310,100",-,-,-,-,"2,555,400","3,824,300","3,824,300","340,800","340,800",-,"2,854,700",-,-,"-211,100","-4,200","-206,900","839,900",-,"12,134,400","340,800","3,483,500",-,"3,824,300","18,919,400","3,483,500","15,435,900","11,591,400","1,252,024","1,252,024",-,-
